study_name,time,island_name,colony_code,band_number,weight
,UTC,,,,gram
PAL9192,1992-02-07T00:00:00Z,HUM,BCH,4622.0,2800.0
PAL9192,1992-02-09T00:00:00Z,HUM,BCH,4184.0,3350.0
PAL9192,1992-02-09T00:00:00Z,HUM,BCH,4420.0,3150.0
PAL9192,1992-02-09T00:00:00Z,HUM,BCH,4650.0,3400.0
PAL9192,1992-02-11T00:00:00Z,HUM,BCH,4063.0,3450.0
PAL9192,1992-02-11T00:00:00Z,HUM,BCH,4080.0,3250.0
PAL9192,1992-02-11T00:00:00Z,HUM,BCH,4103.0,3350.0
PAL9192,1992-02-11T00:00:00Z,HUM,BCH,4110.0,3400.0
PAL9192,1992-02-11T00:00:00Z,HUM,BCH,4188.0,3500.0
PAL9192,1992-02-11T00:00:00Z,HUM,BCH,4231.0,3150.0
PAL9192,1992-02-11T00:00:00Z,HUM,BCH,4232.0,3150.0
PAL9192,1992-02-11T00:00:00Z,HUM,BCH,4377.0,3050.0
PAL9192,1992-02-11T00:00:00Z,HUM,BCH,4442.0,3100.0
PAL9192,1992-02-11T00:00:00Z,HUM,BCH,4527.0,2950.0
PAL9192,1992-02-11T00:00:00Z,HUM,BCH,4603.0,2850.0
PAL9192,1992-02-13T00:00:00Z,HUM,BCH,4012.0,3000.0
PAL9192,1992-02-13T00:00:00Z,HUM,BCH,4034.0,2150.0
PAL9192,1992-02-13T00:00:00Z,HUM,BCH,4038.0,3450.0
PAL9192,1992-02-13T00:00:00Z,HUM,BCH,4061.0,3550.0
PAL9192,1992-02-13T00:00:00Z,HUM,BCH,4093.0,2750.0
PAL9192,1992-02-13T00:00:00Z,HUM,BCH,4118.0,3350.0
PAL9192,1992-02-13T00:00:00Z,HUM,BCH,4119.0,3400.0
PAL9192,1992-02-13T00:00:00Z,HUM,BCH,4140.0,3450.0
PAL9192,1992-02-13T00:00:00Z,HUM,BCH,4230.0,3250.0
PAL9192,1992-02-13T00:00:00Z,HUM,BCH,4348.0,3150.0
PAL9192,1992-02-13T00:00:00Z,HUM,BCH,4415.0,3800.0
PAL9192,1992-02-13T00:00:00Z,HUM,BCH,4509.0,2950.0
PAL9192,1992-02-13T00:00:00Z,HUM,BCH,4620.0,3550.0
PAL9192,1992-02-13T00:00:00Z,HUM,BCH,4732.0,3550.0
PAL9192,1992-02-13T00:00:00Z,HUM,BCH,4803.0,2750.0
PAL9192,1992-02-13T00:00:00Z,HUM,BCH,4846.0,2950.0
PAL9192,1992-02-13T00:00:00Z,HUM,BCH,4979.0,2900.0
PAL9192,1992-02-15T00:00:00Z,HUM,BCH,4009.0,3350.0
PAL9192,1992-02-15T00:00:00Z,HUM,BCH,4025.0,3600.0
PAL9192,1992-02-15T00:00:00Z,HUM,BCH,4053.0,3400.0
PAL9192,1992-02-15T00:00:00Z,HUM,BCH,4085.0,3450.0
PAL9192,1992-02-15T00:00:00Z,HUM,BCH,4168.0,3300.0
PAL9192,1992-02-15T00:00:00Z,HUM,BCH,4187.0,3350.0
PAL9192,1992-02-15T00:00:00Z,HUM,BCH,4205.0,3550.0
PAL9192,1992-02-15T00:00:00Z,HUM,BCH,4224.0,2500.0
PAL9192,1992-02-15T00:00:00Z,HUM,BCH,4286.0,3650.0
PAL9192,1992-02-15T00:00:00Z,HUM,BCH,4383.0,2550.0
PAL9192,1992-02-15T00:00:00Z,HUM,BCH,4459.0,3350.0
PAL9192,1992-02-15T00:00:00Z,HUM,BCH,4502.0,3450.0
PAL9192,1992-02-15T00:00:00Z,HUM,BCH,4557.0,3100.0
PAL9192,1992-02-15T00:00:00Z,HUM,BCH,4657.0,3250.0
PAL9192,1992-02-15T00:00:00Z,HUM,BCH,4666.0,3400.0
PAL9192,1992-02-15T00:00:00Z,HUM,BCH,4697.0,2950.0
PAL9192,1992-02-15T00:00:00Z,HUM,BCH,4771.0,3050.0
PAL9192,1992-02-15T00:00:00Z,HUM,BCH,4823.0,3200.0
PAL9192,1992-02-15T00:00:00Z,HUM,BCH,4836.0,2700.0
PAL9192,1992-02-15T00:00:00Z,HUM,BCH,4837.0,3750.0
PAL9192,1992-02-15T00:00:00Z,HUM,BCH,4903.0,3150.0
PAL9192,1992-02-15T00:00:00Z,HUM,BCH,4966.0,3100.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4002.0,3250.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4004.0,3550.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4007.0,2950.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4016.0,3250.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4032.0,3200.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4036.0,3400.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4044.0,3650.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4055.0,3050.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4111.0,3650.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4114.0,3750.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4116.0,3700.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4117.0,3350.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4123.0,3250.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4126.0,3100.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4137.0,2750.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4144.0,3350.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4156.0,3500.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4163.0,3100.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4169.0,3900.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4216.0,3550.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4248.0,3600.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4258.0,3300.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4268.0,3150.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4269.0,3250.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4272.0,3800.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4283.0,3200.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4320.0,2950.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4325.0,3050.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4337.0,4000.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4386.0,2950.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4390.0,2900.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4391.0,3150.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4393.0,3450.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4419.0,3350.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4427.0,3300.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4443.0,3450.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4445.0,3750.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4456.0,3250.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4457.0,3050.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4462.0,3150.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4465.0,3400.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4470.0,3200.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4474.0,3650.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4475.0,3450.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4478.0,3100.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4506.0,3250.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4518.0,3350.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4533.0,3950.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4536.0,3600.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4552.0,3000.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4569.0,3150.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4573.0,3750.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4585.0,3450.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4597.0,3250.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4625.0,3050.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4626.0,3300.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4631.0,3300.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4644.0,3500.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4645.0,3100.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4652.0,2550.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4655.0,3700.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4656.0,3200.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4658.0,3250.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4662.0,3450.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4665.0,2900.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4686.0,3200.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4689.0,3700.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4725.0,3500.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4726.0,2950.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4727.0,3450.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4736.0,3900.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4738.0,2950.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4744.0,2950.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4753.0,3400.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4761.0,2550.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4770.0,3350.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4779.0,3400.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4801.0,2250.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4802.0,3800.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4843.0,3200.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4850.0,3150.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4854.0,2400.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4859.0,3950.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4923.0,2800.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4946.0,3250.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4952.0,3150.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4959.0,3800.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4970.0,3500.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4975.0,3400.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4996.0,3650.0
PAL9192,1992-02-17T00:00:00Z,HUM,BCH,4998.0,3450.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4010.0,3250.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4017.0,3100.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4018.0,3200.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4028.0,3200.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4029.0,3500.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4031.0,3250.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4040.0,2350.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4043.0,2700.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4046.0,3150.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4049.0,3800.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4052.0,3550.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4060.0,2550.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4064.0,2150.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4065.0,2900.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4067.0,3200.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4073.0,3400.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4075.0,3250.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4083.0,2800.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4084.0,3300.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4090.0,2450.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4091.0,3350.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4094.0,3300.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4098.0,3250.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4099.0,2750.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4102.0,3350.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4124.0,3550.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4125.0,3500.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4129.0,3650.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4132.0,3450.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4133.0,3050.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4142.0,3000.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4143.0,3000.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4149.0,3300.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4158.0,3800.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4166.0,3050.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4172.0,2650.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4177.0,3600.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4179.0,3200.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4181.0,3050.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4189.0,3250.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4194.0,2800.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4197.0,3100.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4202.0,2900.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4203.0,3200.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4217.0,3300.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4222.0,2850.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4234.0,3300.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4240.0,3400.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4254.0,3450.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4255.0,3100.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4256.0,2450.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4281.0,3200.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4284.0,2500.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4291.0,3600.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4296.0,3350.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4297.0,3200.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4301.0,2650.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4318.0,3100.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4322.0,3450.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4339.0,2750.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4349.0,1900.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4353.0,2900.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4359.0,3150.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4365.0,3650.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4367.0,2900.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4370.0,2950.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4373.0,3400.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4374.0,3050.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4381.0,3100.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4382.0,3350.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4385.0,3050.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4387.0,3200.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4388.0,3650.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4396.0,2650.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4401.0,3150.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4405.0,3150.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4408.0,2850.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4410.0,2750.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4414.0,3050.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4416.0,3050.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4418.0,3450.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4424.0,3100.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4434.0,3200.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4439.0,2850.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4446.0,2600.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4447.0,3250.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4453.0,3450.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4471.0,3450.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4476.0,3200.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4484.0,3000.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4485.0,3400.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4491.0,3000.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4493.0,3500.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4494.0,2900.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4512.0,3800.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4514.0,3400.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4515.0,3350.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4516.0,3200.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4521.0,3250.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4523.0,3200.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4531.0,3400.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4535.0,3150.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4537.0,3900.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4548.0,3050.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4549.0,2550.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4559.0,3000.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4561.0,3200.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4564.0,2800.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4565.0,2900.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4570.0,3300.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4578.0,3500.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4586.0,2900.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4587.0,3450.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4592.0,3250.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4595.0,3300.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4598.0,2800.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4604.0,2800.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4605.0,3500.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4606.0,3700.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4609.0,3250.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4621.0,3600.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4623.0,2450.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4629.0,3050.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4636.0,2900.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4642.0,2700.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4653.0,2350.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4659.0,3450.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4671.0,3450.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4674.0,2850.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4675.0,2750.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4676.0,2900.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4683.0,3000.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4684.0,3000.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4690.0,3550.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4691.0,3250.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4692.0,3600.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4700.0,3350.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4701.0,2650.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4707.0,3450.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4716.0,2950.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4717.0,3800.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4735.0,3350.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4739.0,3750.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4746.0,3450.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4763.0,2950.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4767.0,3100.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4772.0,3150.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4784.0,2950.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4786.0,2950.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4794.0,3050.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4800.0,2800.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4805.0,3300.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4809.0,2650.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4812.0,2850.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4814.0,2900.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4816.0,2800.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4819.0,3650.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4821.0,2550.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4822.0,2700.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4824.0,2700.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4826.0,2700.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4827.0,2550.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4829.0,3200.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4830.0,2850.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4831.0,2700.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4833.0,3250.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4835.0,2800.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4840.0,3200.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4847.0,3750.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4856.0,3250.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4860.0,3750.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4862.0,3250.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4865.0,3150.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4870.0,2950.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4874.0,3350.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4880.0,2650.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4884.0,2700.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4887.0,3150.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4888.0,3000.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4893.0,2950.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4897.0,3250.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4899.0,3150.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4900.0,3050.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4901.0,3100.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4907.0,3300.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4909.0,3650.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4911.0,2400.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4917.0,3300.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4918.0,3100.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4922.0,3150.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4925.0,3300.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4930.0,3250.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4931.0,3150.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4933.0,3100.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4938.0,2950.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4939.0,2650.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4945.0,3400.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4948.0,3850.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4956.0,2800.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4967.0,3300.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4973.0,3550.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4976.0,2800.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4980.0,3550.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4981.0,3150.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4991.0,3150.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4994.0,3350.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,4999.0,3150.0
PAL9192,1992-02-19T00:00:00Z,HUM,BCH,5000.0,3750.0
PAL9192,1992-02-21T00:00:00Z,HUM,BCH,4020.0,3050.0
PAL9192,1992-02-21T00:00:00Z,HUM,BCH,4041.0,2500.0
PAL9192,1992-02-21T00:00:00Z,HUM,BCH,4056.0,3050.0
PAL9192,1992-02-21T00:00:00Z,HUM,BCH,4076.0,2500.0
PAL9192,1992-02-21T00:00:00Z,HUM,BCH,4131.0,3250.0
