study_name,time,island_name,colony_code,sample_number,organism_weight,sex,dorsal_ridge_length,dorsal_ridge_depth
,UTC,,,,gram,,mm,mm
PAL0102,2002-01-31T19:30:00Z,TOR,23,1027.0,4450.0,M,38.0,22.0
PAL0102,2002-01-31T19:30:00Z,TOR,23,1028.0,3400.0,F,35.3,17.9
PAL0102,2002-01-31T19:30:00Z,TOR,23,1029.0,4250.0,F,36.0,16.5
PAL0102,2002-02-09T19:00:00Z,HUM,BCH,1030.0,4150.0,M,41.4,18.0
PAL0102,2002-02-09T19:00:00Z,HUM,BCH,1031.0,4050.0,F,36.2,18.7
PAL0102,2002-02-09T19:00:00Z,HUM,BCH,1032.0,4450.0,M,38.6,19.5
PAL0102,2002-02-09T19:00:00Z,HUM,BCH,1033.0,4400.0,M,37.5,18.6
PAL0102,2002-02-09T19:00:00Z,HUM,BCH,1034.0,4350.0,M,41.4,20.4
PAL0102,2002-02-22T19:00:00Z,HUM,BCH,1035.0,5000.0,F,36.1,17.7
PAL0102,2002-02-22T19:00:00Z,HUM,BCH,1036.0,4300.0,M,37.2,17.7
PAL0102,2002-02-22T19:00:00Z,HUM,BCH,1037.0,4750.0,M,38.8,18.7
PAL0203,2002-12-10T18:00:00Z,TOR,BCH,2001.0,4500.0,M,39.8,19.7
PAL0203,2002-12-10T18:00:00Z,TOR,BCH,2002.0,4700.0,M,40.2,19.4
PAL0203,2002-12-10T18:00:00Z,TOR,BCH,2003.0,5000.0,M,40.6,19.5
PAL0203,2002-12-10T18:00:00Z,TOR,BCH,2004.0,3650.0,M,37.2,18.7
PAL0203,2002-12-10T18:00:00Z,TOR,BCH,2005.0,4250.0,F,36.5,16.2
PAL0203,2002-12-22T19:00:00Z,TOR,BCH,2006.0,4200.0,M,36.4,17.4
PAL0203,2002-12-22T19:00:00Z,TOR,BCH,2007.0,4100.0,F,34.9,17.7
PAL0203,2002-12-22T19:00:00Z,TOR,BCH,2008.0,4350.0,M,39.4,17.8
PAL0203,2002-12-22T19:00:00Z,TOR,BCH,2009.0,4550.0,F,35.9,17.6
PAL0203,2002-12-22T19:00:00Z,TOR,BCH,2010.0,4550.0,F,32.4,18.4
PAL0203,2002-12-29T16:30:00Z,TOR,BCH,2011.0,4700.0,M,38.9,19.2
PAL0203,2002-12-29T16:30:00Z,TOR,BCH,2012.0,4400.0,M,35.4,16.7
PAL0203,2002-12-29T16:30:00Z,TOR,BCH,2013.0,4550.0,M,36.2,18.2
PAL0203,2002-12-29T16:30:00Z,TOR,BCH,2014.0,4300.0,M,36.4,18.9
PAL0203,2002-12-29T16:30:00Z,TOR,BCH,2015.0,3800.0,F,34.0,16.4
PAL0203,2003-01-05T18:00:00Z,TOR,BCH,2016.0,3950.0,F,36.2,20.1
PAL0203,2003-01-05T18:00:00Z,TOR,BCH,2017.0,4450.0,M,37.4,20.3
PAL0203,2003-01-05T18:00:00Z,TOR,BCH,2018.0,4100.0,M,38.5,19.5
PAL0203,2003-01-05T18:00:00Z,TOR,BCH,2019.0,4060.0,M,38.0,18.4
PAL0203,2003-01-05T18:00:00Z,TOR,BCH,2020.0,4350.0,F,34.7,17.8
PAL0203,2003-01-15T17:45:00Z,TOR,BCH,2021.0,3800.0,F,33.8,16.9
PAL0203,2003-01-15T17:45:00Z,TOR,BCH,2022.0,4450.0,M,39.6,19.1
PAL0203,2003-01-15T17:45:00Z,TOR,BCH,2023.0,4050.0,F,35.5,18.4
PAL0203,2003-01-15T17:45:00Z,TOR,BCH,2024.0,4250.0,M,38.6,17.8
PAL0203,2003-01-27T19:30:00Z,TOR,BCH,2025.0,4550.0,F,38.7,18.4
PAL0203,2003-01-27T19:35:00Z,TOR,BCH,2026.0,4150.0,F,34.8,16.6
PAL0203,2003-01-27T18:58:00Z,TOR,BCH,2027.0,4300.0,M,39.1,17.3
PAL0203,2003-01-27T19:10:00Z,TOR,BCH,2028.0,4400.0,M,42.2,18.2
PAL0203,2003-01-27T19:16:00Z,TOR,BCH,2029.0,4650.0,M,42.6,17.6
PAL0203,2003-02-10T16:05:00Z,HUM,BCH,2030.0,4300.0,F,36.8,19.0
PAL0203,2003-02-10T16:13:00Z,HUM,BCH,2031.0,4650.0,M,38.8,18.4
PAL0203,2003-02-10T16:25:00Z,HUM,BCH,2032.0,5050.0,M,44.7,20.4
PAL0203,2003-02-10T16:35:00Z,HUM,BCH,2033.0,4700.0,F,36.5,16.4
PAL0304,2004-01-15T16:00:00Z,TOR,23,3001.0,3950.0,F,37.8,17.5
PAL0304,2004-01-15T16:00:00Z,TOR,23,3002.0,4050.0,M,40.4,18.7
PAL0304,2004-01-15T16:00:00Z,TOR,23,3003.0,4900.0,M,36.8,18.0
PAL0304,2004-01-15T16:00:00Z,TOR,23,3004.0,4000.0,F,35.6,17.9
PAL0304,2004-01-15T16:00:00Z,TOR,23,3005.0,3850.0,F,35.6,16.2
PAL0304,2004-01-25T18:52:00Z,TOR,23,3006.0,4100.0,M,39.5,18.1
PAL0304,2004-01-25T18:52:00Z,TOR,23,3007.0,4300.0,M,40.3,18.0
PAL0304,2004-01-25T18:52:00Z,TOR,23,3008.0,4700.0,M,38.8,19.2
PAL0304,2004-01-25T18:52:00Z,TOR,23,3009.0,3750.0,F,36.4,16.7
PAL0304,2004-01-25T18:52:00Z,TOR,23,3010.0,4300.0,M,40.1,18.9
PAL0304,2004-02-05T17:30:00Z,TOR,23,3011.0,4300.0,F,37.0,17.8
PAL0304,2004-02-05T17:30:00Z,TOR,23,3012.0,4150.0,M,39.6,18.4
PAL0304,2004-02-05T17:30:00Z,TOR,23,3013.0,4550.0,F,35.6,17.4
PAL0304,2004-02-05T17:30:00Z,TOR,23,3014.0,4250.0,M,39.8,18.0
PAL0304,2004-02-05T17:30:00Z,TOR,23,3015.0,4650.0,M,40.7,18.0
PAL0405,2005-01-12T17:05:00Z,TOR,23,4001.0,3850.0,F,32.2,17.8
PAL0405,2005-01-12T17:05:00Z,TOR,23,4002.0,3950.0,M,36.6,19.3
PAL0405,2005-01-12T17:05:00Z,TOR,23,4003.0,4250.0,M,39.8,18.7
PAL0405,2005-01-12T17:05:00Z,TOR,23,4004.0,4500.0,M,38.8,18.7
PAL0405,2005-01-12T17:05:00Z,TOR,23,4005.0,3450.0,F,31.7,15.7
PAL0405,2005-01-21T18:50:00Z,TOR,23,4006.0,4900.0,M,41.4,18.1
PAL0405,2005-01-21T18:50:00Z,TOR,23,4007.0,4550.0,F,36.8,16.3
PAL0405,2005-01-21T18:50:00Z,TOR,23,4008.0,3800.0,M,39.1,18.6
PAL0405,2005-01-21T18:50:00Z,TOR,23,4009.0,4625.0,M,40.6,20.0
PAL0405,2005-01-21T18:50:00Z,TOR,23,4010.0,4450.0,F,36.5,18.1
PAL0405,2005-02-01T16:30:00Z,TOR,23,4011.0,5200.0,M,41.5,19.5
PAL0405,2005-02-01T16:30:00Z,TOR,23,4012.0,4300.0,F,36.0,17.4
PAL0405,2005-02-01T16:30:00Z,TOR,23,4013.0,4500.0,M,39.6,19.1
PAL0405,2005-02-01T16:30:00Z,TOR,23,4014.0,4050.0,M,39.1,17.0
PAL0405,2005-02-01T16:30:00Z,TOR,23,4015.0,4550.0,F,37.3,18.1
PAL0506,2005-12-27T19:20:00Z,TOR,BCH,5001.0,3650.0,F,35.4,18.4
PAL0506,2005-12-27T19:35:00Z,TOR,BCH,5002.0,3650.0,F,35.9,17.2
PAL0506,2005-12-27T19:50:00Z,TOR,BCH,5003.0,4350.0,M,39.3,19.2
PAL0506,2005-12-27T20:05:00Z,TOR,BCH,5004.0,4450.0,F,33.7,16.7
PAL0506,2005-12-27T20:20:00Z,TOR,BCH,5005.0,4400.0,M,38.2,17.3
PAL0506,2005-12-27T20:35:00Z,TOR,BCH,5006.0,3900.0,F,33.5,17.2
PAL0506,2006-01-11T18:30:00Z,TOR,BCH,5007.0,4150.0,M,39.4,16.2
PAL0506,2006-01-11T18:45:00Z,TOR,BCH,5008.0,4750.0,M,42.0,19.2
PAL0506,2006-01-11T19:00:00Z,TOR,BCH,5009.0,4200.0,F,35.7,15.8
PAL0506,2006-01-11T19:15:00Z,TOR,BCH,5010.0,4100.0,F,36.1,16.8
PAL0506,2006-01-11T19:30:00Z,TOR,BCH,5011.0,3700.0,F,34.6,14.4
PAL0506,2006-01-25T18:30:00Z,TOR,BCH,5012.0,3950.0,M,39.2,18.7
PAL0506,2006-01-25T18:30:00Z,TOR,BCH,5013.0,0.0,M,38.9,17.4
PAL0607,2007-01-06T16:30:00Z,TOR,BCH,6001.0,4600.0,M,42.0,18.1
PAL0607,2007-01-06T16:45:00Z,TOR,BCH,6002.0,4600.0,M,41.7,19.0
PAL0607,2007-01-06T17:00:00Z,TOR,BCH,6003.0,5100.0,M,37.8,18.2
PAL0607,2007-01-06T17:15:00Z,TOR,BCH,6004.0,4650.0,F,34.6,17.8
PAL0607,2007-01-06T17:15:00Z,TOR,BCH,6005.0,3350.0,F,36.5,16.4
PAL0607,2007-01-13T17:00:00Z,TOR,BCH,6006.0,4000.0,M,41.8,16.2
PAL0607,2007-01-13T17:15:00Z,TOR,BCH,6007.0,3900.0,M,40.4,19.1
PAL0607,2007-01-13T17:20:00Z,TOR,BCH,6008.0,3800.0,F,34.5,15.0
PAL0607,2007-01-13T17:30:00Z,TOR,BCH,6009.0,4000.0,F,36.7,16.6
PAL0607,2007-01-13T17:30:00Z,TOR,BCH,6010.0,4300.0,F,32.5,17.9
PAL0607,2007-01-19T17:30:00Z,TOR,BCH,6011.0,3600.0,F,36.8,16.6
PAL0607,2007-01-19T17:45:00Z,TOR,BCH,6012.0,3800.0,F,37.7,16.3
PAL0607,2007-01-19T18:00:00Z,TOR,BCH,6013.0,4400.0,M,38.1,18.3
PAL0607,2007-01-19T18:15:00Z,TOR,BCH,6014.0,4350.0,M,39.6,18.9
PAL0607,2007-01-19T18:40:00Z,TOR,BCH,6015.0,4050.0,F,35.4,17.3
PAL0607,2007-01-26T17:45:00Z,TOR,BCH,6016.0,4600.0,M,42.3,21.7
PAL0607,2007-01-26T17:45:00Z,TOR,BCH,6017.0,4150.0,M,38.9,18.9
PAL0607,2007-01-26T18:00:00Z,TOR,BCH,6018.0,3750.0,F,34.1,15.5
PAL0607,2007-01-26T18:05:00Z,TOR,BCH,6019.0,4950.0,M,38.9,18.2
PAL0607,2007-01-26T18:35:00Z,TOR,BCH,6020.0,4450.0,F,35.3,17.6
PAL0607,2007-02-02T16:20:00Z,TOR,BCH,6021.0,4150.0,M,38.7,19.5
PAL0607,2007-02-02T16:40:00Z,TOR,BCH,6022.0,4250.0,M,38.3,18.7
PAL0607,2007-02-02T17:00:00Z,TOR,BCH,6023.0,5000.0,M,37.9,18.2
PAL0607,2007-02-02T17:00:00Z,TOR,BCH,6024.0,4400.0,F,36.5,16.2
PAL0607,2007-02-02T17:10:00Z,TOR,BCH,6025.0,3850.0,F,35.9,17.6
PAL0708,2008-01-04T18:30:00Z,TOR,BCH,7001.0,4900.0,M,42.2,19.0
PAL0708,2008-01-04T18:50:00Z,TOR,BCH,7002.0,4450.0,F,35.1,17.3
PAL0708,2008-01-04T19:10:00Z,TOR,BCH,7003.0,3700.0,M,39.4,19.5
PAL0708,2008-01-04T19:30:00Z,TOR,BCH,7004.0,3650.0,M,40.0,18.1
PAL0708,2008-01-04T19:50:00Z,TOR,BCH,7005.0,3650.0,M,41.7,19.0
PAL0708,2008-01-11T18:50:00Z,TOR,BCH,7006.0,4625.0,M,39.4,19.8
PAL0708,2008-01-11T19:10:00Z,TOR,BCH,7007.0,5050.0,F,37.2,17.9
PAL0708,2008-01-11T19:30:00Z,TOR,BCH,7008.0,4050.0,F,35.0,15.9
PAL0708,2008-01-11T19:50:00Z,TOR,BCH,7009.0,3750.0,F,37.3,17.2
PAL0708,2008-01-11T20:10:00Z,TOR,BCH,7010.0,3950.0,F,34.5,15.2
PAL0708,2008-01-18T18:00:00Z,TOR,BCH,7011.0,4850.0,M,39.2,18.2
PAL0708,2008-01-18T18:20:00Z,TOR,BCH,7012.0,4300.0,F,38.3,16.7
PAL0708,2008-01-18T18:40:00Z,TOR,BCH,7013.0,4200.0,M,40.4,17.3
PAL0708,2008-01-18T19:00:00Z,TOR,BCH,7014.0,4050.0,M,39.4,18.1
PAL0708,2008-01-18T19:20:00Z,TOR,BCH,7015.0,3400.0,F,33.7,15.9
PAL0708,2008-01-27T18:40:00Z,TOR,BCH,7016.0,4950.0,M,36.2,20.2
PAL0708,2008-01-27T18:50:00Z,TOR,BCH,7017.0,3950.0,F,36.7,16.8
PAL0708,2008-01-27T19:05:00Z,TOR,BCH,7018.0,4150.0,M,37.0,17.3
PAL0708,2008-01-27T19:15:00Z,TOR,BCH,7019.0,3800.0,F,36.2,16.4
PAL0708,2008-01-27T19:30:00Z,TOR,BCH,7020.0,3750.0,F,38.8,16.8
PAL0708,2008-02-02T19:50:00Z,TOR,BCH,7021.0,4275.0,M,38.2,19.2
PAL0708,2008-02-02T20:05:00Z,TOR,BCH,7022.0,3800.0,F,34.6,17.6
PAL0708,2008-02-02T20:20:00Z,TOR,BCH,7023.0,3950.0,F,33.0,16.8
PAL0708,2008-02-02T20:30:00Z,TOR,BCH,7024.0,4150.0,M,43.8,17.6
PAL0708,2008-02-02T20:45:00Z,TOR,BCH,7025.0,3800.0,F,35.4,17.3
PAL0809,2009-01-07T20:15:00Z,TOR,BCH,8001.0,4750.0,M,38.5,18.1
PAL0809,2009-01-07T20:40:00Z,TOR,BCH,8002.0,3850.0,F,38.1,16.4
PAL0809,2009-01-19T18:37:00Z,TOR,BCH,8003.0,3750.0,F,37.1,17.0
PAL0809,2009-01-19T19:00:00Z,TOR,BCH,8004.0,4000.0,M,42.3,19.6
PAL0809,2009-01-19T19:20:00Z,TOR,BCH,8005.0,4275.0,F,35.0,16.8
PAL0809,2009-01-19T19:40:00Z,TOR,BCH,8006.0,4140.0,F,39.8,17.2
PAL0809,2009-01-19T20:00:00Z,TOR,BCH,8007.0,4850.0,M,38.3,18.3
PAL0809,2009-01-26T18:00:00Z,TOR,BCH,8008.0,4480.0,M,41.0,16.9
PAL0809,2009-01-26T18:15:00Z,TOR,BCH,8009.0,4390.0,F,34.7,17.3
PAL0809,2009-01-26T18:35:00Z,TOR,BCH,8010.0,4590.0,F,35.6,16.7
PAL0809,2009-01-26T18:50:00Z,TOR,BCH,8011.0,4650.0,M,41.4,17.5
PAL0809,2009-01-26T19:10:00Z,TOR,BCH,8012.0,5050.0,M,37.3,18.3
PAL0809,2009-02-02T18:05:00Z,TOR,BCH,8013.0,4650.0,F,36.7,17.3
PAL0809,2009-02-02T18:20:00Z,TOR,BCH,8014.0,4500.0,M,39.1,17.0
PAL0809,2009-02-02T18:40:00Z,TOR,BCH,8015.0,4040.0,F,36.4,15.8
PAL0809,2009-02-02T19:00:00Z,TOR,BCH,8016.0,4600.0,M,39.2,16.0
PAL0809,2009-02-02T19:20:00Z,TOR,BCH,8017.0,4710.0,M,43.2,18.4
PAL0910,2010-01-03T21:00:00Z,TOR,BCH,9001.0,4450.0,F,34.5,18.3
PAL0910,2010-01-03T21:00:00Z,TOR,BCH,9002.0,4900.0,M,38.5,19.3
PAL0910,2010-01-03T21:00:00Z,TOR,BCH,9003.0,4125.0,F,36.8,17.0
PAL0910,2010-01-12T19:30:00Z,TOR,BCH,9004.0,3700.0,F,38.6,17.9
PAL0910,2010-01-12T20:00:00Z,TOR,BCH,9005.0,4100.0,M,41.8,16.5
PAL0910,2010-01-12T20:30:00Z,TOR,BCH,9006.0,5000.0,M,37.6,19.5
PAL0910,2010-01-12T21:00:00Z,TOR,BCH,9007.0,4450.0,F,37.4,17.5
PAL0910,2010-01-12T21:30:00Z,TOR,BCH,9008.0,3650.0,F,38.9,18.7
PAL0910,2010-01-19T19:00:00Z,TOR,BCH,9009.0,4375.0,F,35.5,18.5
PAL0910,2010-01-19T19:00:00Z,TOR,BCH,9010.0,4550.0,M,38.5,18.0
PAL0910,2010-01-19T19:00:00Z,TOR,BCH,9011.0,3750.0,F,34.5,19.4
PAL0910,2010-01-19T19:00:00Z,TOR,BCH,9012.0,3850.0,M,38.9,18.1
PAL0910,2010-01-19T19:00:00Z,TOR,BCH,9013.0,3950.0,M,39.0,18.0
PAL0910,2010-01-26T18:00:00Z,TOR,BCH,9014.0,3950.0,F,37.9,18.6
PAL0910,2010-01-26T18:00:00Z,TOR,BCH,9015.0,3800.0,M,40.2,18.3
PAL0910,2010-01-26T18:00:00Z,TOR,BCH,9016.0,3450.0,F,33.9,15.6
PAL0910,2010-01-26T18:00:00Z,TOR,BCH,9017.0,3800.0,F,35.8,17.8
PAL0910,2010-01-26T18:00:00Z,TOR,BCH,9018.0,3975.0,M,41.0,17.8
PAL0910,2010-02-04T18:00:00Z,TOR,BCH,9019.0,4450.0,F,35.5,18.1
PAL0910,2010-02-04T18:00:00Z,TOR,BCH,9020.0,4175.0,M,38.2,18.4
PAL0910,2010-02-04T18:00:00Z,TOR,BCH,9021.0,4500.0,M,41.1,18.2
PAL0910,2010-02-04T18:00:00Z,TOR,BCH,9022.0,5025.0,M,43.8,17.9
PAL0910,2010-02-04T18:00:00Z,TOR,BCH,9023.0,4250.0,F,35.2,17.2
PAL1011,2011-01-01T18:40:00Z,TOR,23.0,10001.0,4800.0,M,37.1,19.0
PAL1011,2011-01-01T18:40:00Z,TOR,23.0,10002.0,3650.0,F,36.9,18.0
PAL1011,2011-01-01T18:40:00Z,TOR,23.0,10003.0,4025.0,F,36.8,18.2
PAL1011,2011-01-01T18:40:00Z,TOR,23.0,10004.0,4975.0,M,42.2,19.2
PAL1011,2011-01-01T18:40:00Z,TOR,23.0,10005.0,4050.0,M,39.7,18.5
PAL1011,2011-01-07T20:30:00Z,TOR,23.0,10006.0,4600.0,M,37.6,18.1
PAL1011,2011-01-07T20:30:00Z,TOR,23.0,10007.0,3650.0,F,36.2,17.4
PAL1011,2011-01-07T20:30:00Z,TOR,23.0,10008.0,5100.0,M,43.3,21.0
PAL1011,2011-01-07T20:30:00Z,TOR,23.0,10009.0,3600.0,F,34.3,15.3
PAL1011,2011-01-07T20:30:00Z,TOR,23.0,10010.0,4175.0,F,36.0,17.4
PAL1011,2011-01-15T20:00:00Z,TOR,23.0,10011.0,4225.0,F,33.0,16.6
PAL1011,2011-01-15T20:00:00Z,TOR,23.0,10012.0,4850.0,M,37.5,18.5
PAL1011,2011-01-15T20:00:00Z,TOR,23.0,10013.0,4225.0,F,38.8,18.3
PAL1011,2011-01-15T20:00:00Z,TOR,23.0,10014.0,4550.0,M,41.8,18.7
PAL1011,2011-01-15T20:00:00Z,TOR,23.0,10015.0,4600.0,M,40.8,17.6
PAL1011,2011-01-21T19:00:00Z,TOR,23.0,10016.0,3750.0,F,38.1,18.2
PAL1011,2011-01-21T19:00:00Z,TOR,23.0,10017.0,4475.0,F,36.0,18.2
PAL1011,2011-01-21T19:00:00Z,TOR,23.0,10018.0,4400.0,M,40.2,19.9
PAL1011,2011-01-21T19:00:00Z,TOR,23.0,10019.0,3550.0,F,37.7,16.7
PAL1011,2011-01-21T19:00:00Z,TOR,23.0,10020.0,5050.0,M,39.5,18.0
PAL1011,2011-01-27T19:00:00Z,TOR,23.0,10021.0,4300.0,M,41.5,18.6
PAL1011,2011-01-27T19:00:00Z,TOR,23.0,10022.0,4050.0,F,36.7,16.6
PAL1011,2011-01-27T19:00:00Z,TOR,23.0,10023.0,4125.0,F,39.7,17.1
PAL1011,2011-01-27T19:00:00Z,TOR,23.0,10024.0,3700.0,F,35.8,18.3
PAL1011,2011-01-27T19:00:00Z,TOR,23.0,10025.0,4200.0,M,41.3,17.8
PAL1112,2012-01-08T19:40:00Z,TOR,23.0,11001.0,3650.0,F,36.7,15.5
PAL1112,2012-01-08T19:40:00Z,TOR,23.0,11002.0,4000.0,M,37.6,19.2
PAL1112,2012-01-08T19:40:00Z,TOR,23.0,11003.0,4500.0,M,42.1,18.0
PAL1112,2012-01-08T19:40:00Z,TOR,23.0,11004.0,3950.0,F,36.0,18.8
PAL1112,2012-01-08T19:40:00Z,TOR,23.0,11005.0,4375.0,M,42.8,18.8
PAL1112,,TOR,23.0,11006.0,5100.0,M,38.3,18.2
PAL1112,,TOR,23.0,11007.0,5100.0,M,44.6,18.7
PAL1112,,TOR,23.0,11008.0,4650.0,M,36.6,18.9
PAL1112,,TOR,23.0,11009.0,3850.0,F,33.5,16.8
PAL1112,,TOR,23.0,11010.0,4050.0,F,36.6,16.1
PAL1112,2012-01-26T19:30:00Z,TOR,23.0,11011.0,4200.0,M,41.1,19.3
PAL1112,2012-01-26T19:30:00Z,TOR,23.0,11012.0,3700.0,F,36.7,17.5
PAL1112,2012-01-26T19:30:00Z,TOR,23.0,11013.0,4150.0,M,39.2,17.5
PAL1112,2012-01-26T19:30:00Z,TOR,23.0,11014.0,4000.0,F,36.7,17.2
PAL1112,2012-01-26T19:30:00Z,TOR,23.0,11015.0,3400.0,F,32.2,14.8
PAL1213,2013-01-03T20:00:00Z,TOR,23.0,12001.0,4700.0,M,47.3,20.1
PAL1213,2013-01-03T20:00:00Z,TOR,23.0,12002.0,3600.0,F,39.4,16.8
PAL1213,2013-01-03T20:00:00Z,TOR,23.0,12003.0,4300.0,F,38.4,17.5
PAL1213,2013-01-03T20:00:00Z,TOR,23.0,12004.0,4400.0,F,36.2,18.0
PAL1213,2013-01-03T20:00:00Z,TOR,23.0,12005.0,4300.0,M,43.0,18.3
PAL1213,2013-01-09T20:00:00Z,TOR,23.0,12006.0,4150.0,F,37.3,18.8
PAL1213,2013-01-09T20:00:00Z,TOR,23.0,12007.0,4150.0,M,40.9,19.5
PAL1213,2013-01-09T20:00:00Z,TOR,23.0,12008.0,4300.0,M,38.3,18.9
PAL1213,2013-01-09T20:00:00Z,TOR,23.0,12009.0,4600.0,M,40.1,19.3
PAL1213,2013-01-09T20:00:00Z,TOR,23.0,12010.0,3950.0,M,40.6,18.2
PAL1213,2013-01-16T19:00:00Z,TOR,BCH,12011.0,4400.0,M,43.2,19.9
PAL1213,2013-01-16T19:00:00Z,TOR,BCH,12012.0,3500.0,F,33.7,17.0
PAL1213,2013-01-16T19:00:00Z,TOR,BCH,12013.0,4150.0,M,40.0,20.6
PAL1213,2013-01-16T19:00:00Z,TOR,BCH,12014.0,4250.0,F,35.8,15.7
PAL1213,2013-01-16T19:00:00Z,TOR,BCH,12015.0,4350.0,M,39.6,18.6
PAL1213,2013-01-23T19:00:00Z,TOR,BCH,12016.0,4150.0,F,38.8,18.3
PAL1213,2013-01-23T19:00:00Z,TOR,BCH,12017.0,4900.0,M,41.8,21.0
PAL1213,2013-01-23T19:00:00Z,TOR,BCH,12018.0,4100.0,M,39.8,18.1
PAL1213,2013-01-23T19:00:00Z,TOR,BCH,12019.0,3750.0,M,41.6,17.8
PAL1213,2013-01-23T19:00:00Z,TOR,BCH,12020.0,3900.0,F,38.4,17.7
PAL1213,2013-01-28T19:30:00Z,TOR,BCH,12021.0,4550.0,M,44.1,19.7
PAL1213,2013-01-28T19:30:00Z,TOR,BCH,12022.0,4000.0,F,36.6,18.9
PAL1213,2013-01-28T19:30:00Z,TOR,BCH,12023.0,4050.0,F,37.7,17.8
PAL1213,2013-01-28T19:30:00Z,TOR,BCH,12024.0,3950.0,M,39.5,19.4
PAL1213,2013-01-28T19:30:00Z,TOR,BCH,12025.0,4450.0,F,38.2,17.9
PAL1314,2014-01-06T19:43:00Z,TOR,23.0,13002.0,4300.0,M,38.4,17.5
PAL1314,2014-01-06T19:43:00Z,TOR,23.0,13003.0,0.0,M,40.4,17.9
PAL1314,2014-01-06T19:43:00Z,TOR,23.0,13004.0,4400.0,M,40.2,18.7
PAL1314,2014-01-16T19:43:00Z,TOR,23.0,13005.0,4150.0,M,40.7,18.2
PAL1314,2014-01-16T19:43:00Z,TOR,23.0,13006.0,4600.0,M,37.1,20.0
PAL1314,2014-01-16T19:43:00Z,TOR,23.0,13007.0,3750.0,F,31.9,15.5
PAL1314,2014-01-16T19:43:00Z,TOR,23.0,13008.0,4000.0,F,35.1,16.6
PAL1314,2014-01-16T19:43:00Z,TOR,23.0,13009.0,4575.0,F,35.3,17.7
PAL1314,2014-01-22T18:53:00Z,TOR,23.0,13010.0,4300.0,F,37.9,18.2
PAL1314,2014-01-22T18:53:00Z,TOR,23.0,13011.0,5400.0,M,37.3,18.6
PAL1314,2014-01-22T18:53:00Z,TOR,23.0,13012.0,4950.0,M,41.0,17.3
PAL1314,2014-01-22T18:53:00Z,TOR,23.0,13013.0,4575.0,F,37.6,16.8
PAL1314,2014-01-22T18:53:00Z,TOR,23.0,13014.0,5000.0,M,42.1,18.2
PAL1314,2014-01-27T19:00:00Z,TOR,23.0,13015.0,4550.0,M,37.7,19.6
PAL1314,2014-01-27T19:00:00Z,TOR,23.0,13016.0,5000.0,M,41.6,19.8
PAL1314,2014-01-27T19:00:00Z,TOR,23.0,13017.0,4100.0,M,39.0,18.0
PAL1314,2014-01-27T19:00:00Z,TOR,23.0,13018.0,3900.0,F,36.6,17.0
PAL1314,2014-01-27T19:00:00Z,TOR,23.0,13020.0,4000.0,M,38.0,19.5
PAL1314,2014-02-01T18:20:00Z,TOR,23.0,13021.0,4850.0,F,38.4,16.1
PAL1314,2014-02-01T18:20:00Z,TOR,23.0,13022.0,3875.0,M,42.0,18.1
PAL1314,2014-02-01T18:20:00Z,TOR,23.0,12023.0,4900.0,M,41.4,18.5
PAL1314,2014-02-01T18:20:00Z,TOR,23.0,13024.0,4500.0,M,37.5,19.6
PAL1314,2014-02-01T18:20:00Z,TOR,23.0,13025.0,4625.0,M,44.6,19.2
PAL1415,2015-01-03T19:30:00Z,TOR,16.0,14001.0,5150.0,M,44.8,20.4
PAL1415,2015-01-03T19:30:00Z,TOR,16.0,14002.0,4175.0,F,37.8,16.9
PAL1415,2015-01-03T19:30:00Z,TOR,16.0,14003.0,4900.0,M,43.6,20.3
PAL1415,2015-01-03T19:30:00Z,TOR,16.0,14004.0,4675.0,F,37.1,19.0
PAL1415,2015-01-03T19:30:00Z,TOR,16.0,14005.0,4850.0,M,40.1,19.6
PAL1415,2015-01-11T18:30:00Z,TOR,16.0,14006.0,4150.0,M,39.4,16.3
PAL1415,2015-01-11T18:30:00Z,TOR,16.0,14007.0,4350.0,F,37.1,18.4
PAL1415,2015-01-11T18:30:00Z,TOR,16.0,14008.0,3650.0,F,37.8,17.5
PAL1415,2015-01-11T18:30:00Z,TOR,16.0,14009.0,4600.0,M,40.5,19.4
PAL1415,2015-01-11T18:30:00Z,TOR,16.0,14010.0,5100.0,M,42.3,18.4
PAL1415,2015-01-18T19:00:00Z,TOR,16.0,14011.0,4650.0,M,39.6,18.6
PAL1415,2015-01-18T19:00:00Z,TOR,16.0,14012.0,4250.0,M,41.7,20.0
PAL1415,2015-01-18T19:00:00Z,TOR,16.0,14013.0,4750.0,M,40.9,19.0
PAL1415,2015-01-18T19:00:00Z,TOR,16.0,14014.0,3850.0,F,34.5,16.2
PAL1415,2015-01-18T19:00:00Z,TOR,16.0,14015.0,4950.0,M,40.1,18.7
PAL1415,2015-01-26T19:30:00Z,TOR,16.0,14016.0,4100.0,F,36.0,17.8
PAL1415,2015-01-26T19:30:00Z,TOR,16.0,14017.0,3525.0,M,44.1,18.1
PAL1415,2015-01-26T19:30:00Z,TOR,16.0,14018.0,4550.0,M,37.1,17.9
PAL1415,2015-01-26T19:30:00Z,TOR,16.0,14019.0,4000.0,M,37.7,17.2
PAL1415,2015-01-26T19:30:00Z,TOR,16.0,14020.0,4250.0,F,36.0,17.4
PAL1415,2015-02-03T19:00:00Z,TOR,16.0,14021.0,4800.0,M,41.0,19.0
PAL1415,2015-02-03T19:00:00Z,TOR,16.0,14022.0,4300.0,M,42.0,18.8
