index,study_name,time,island_name,colony_code,band_number,year,breeding_status,position_code,sex
,,UTC,,,,,,,
2073,PAL9798,1998-01-12T00:00:00Z,HUM,0.0,8542,94.0,A,,
2074,PAL9798,1998-01-12T00:00:00Z,HUM,3.0,8617,94.0,P,1,
2075,PAL9798,1998-01-12T00:00:00Z,HUM,3.0,8617,94.0,P,1,
2076,PAL9798,1998-01-12T00:00:00Z,HUM,0.0,8949,94.0,A,,
2077,PAL9798,1998-01-12T00:00:00Z,HUM,0.0,9082,95.0,A,,
2078,PAL9798,1998-01-12T00:00:00Z,HUM,0.0,9345,95.0,A,,
2079,PAL9798,1998-01-13T00:00:00Z,CHR,0.0,8165,94.0,A,W,
2080,PAL9798,1998-01-13T00:00:00Z,LIT,6.0,9082,95.0,A,,
2081,PAL9798,1998-01-14T00:00:00Z,HUM,3.0,8020,94.0,A,1,
2082,PAL9798,1998-01-14T00:00:00Z,HUM,0.0,8040,94.0,A,,
2083,PAL9798,1998-01-14T00:00:00Z,HUM,5.0,8090,94.0,A,1,
2084,PAL9798,1998-01-14T00:00:00Z,HUM,5.0,8271,94.0,A,1,
2085,PAL9798,1998-01-14T00:00:00Z,HUM,3.0,8351,94.0,A,5,
2086,PAL9798,1998-01-14T00:00:00Z,HUM,3.0,8409,94.0,A,1,
2087,PAL9798,1998-01-14T00:00:00Z,HUM,5.0,8697,94.0,A,1,
2088,PAL9798,1998-01-14T00:00:00Z,HUM,5.0,8737,94.0,A,1,
2089,PAL9798,1998-01-14T00:00:00Z,HUM,2.0,8876,94.0,A,,
2090,PAL9798,1998-01-14T00:00:00Z,HUM,3.0,9687,95.0,A,1,
2091,PAL9798,1998-01-14T00:00:00Z,TOR,18.0,9775,95.0,A,1,
2092,PAL9798,1998-01-14T00:00:00Z,HUM,2.2,9917,95.0,A,,
2093,PAL9798,1998-01-16T00:00:00Z,HUM,5.0,4019,91.0,A,W,
2094,PAL9798,1998-01-16T00:00:00Z,TOR,14.0,6136,92.0,P,1,
2095,PAL9798,1998-01-16T00:00:00Z,HUM,0.0,8040,94.0,A,0,
2096,PAL9798,1998-01-16T00:00:00Z,HUM,5.0,8070,94.0,A,W,
2097,PAL9798,1998-01-16T00:00:00Z,HUM,5.0,8125,94.0,A,W,
2098,PAL9798,1998-01-16T00:00:00Z,HUM,5.0,8137,94.0,A,W,
2099,PAL9798,1998-01-16T00:00:00Z,HUM,3.0,8697,94.0,A,W,
2100,PAL9798,1998-01-16T00:00:00Z,HUM,3.0,8873,94.0,A,1,
2101,PAL9798,1998-01-16T00:00:00Z,HUM,4.0,8873,94.0,A,W,
2102,PAL9798,1998-01-16T00:00:00Z,HUM,2.2,8876,94.0,A,1,
2103,PAL9798,1998-01-16T00:00:00Z,HUM,0.0,9041,95.0,A,W,
2104,PAL9798,1998-01-16T00:00:00Z,HUM,5.0,9176,95.0,A,W,
2105,PAL9798,1998-01-16T00:00:00Z,HUM,0.0,9341,95.0,A,0,
2106,PAL9798,1998-01-17T00:00:00Z,BIS,8.0,1124,88.0,P,5,
2107,PAL9798,1998-01-17T00:00:00Z,TOR,14.0,6395,92.0,P,1,
2108,PAL9798,1998-01-17T00:00:00Z,TOR,14.0,7097,93.0,P,1,
2109,PAL9798,1998-01-17T00:00:00Z,TOR,15.0,8273,94.0,A,W,
2110,PAL9798,1998-01-17T00:00:00Z,TOR,19.0,8422,94.0,A,1,
2111,PAL9798,1998-01-17T00:00:00Z,TOR,8.0,8544,94.0,A,W,
2112,PAL9798,1998-01-17T00:00:00Z,TOR,1.0,9041,95.0,A,1,
2113,PAL9798,1998-01-17T00:00:00Z,TOR,16.0,9775,95.0,A,W,
2114,PAL9798,1998-01-18T00:00:00Z,HUM,5.0,9176,95.0,A,W,
2115,PAL9798,1998-01-18T00:00:00Z,HUM,5.0,9937,95.0,A,W,
2116,PAL9798,1998-01-19T00:00:00Z,CHR,3.1,8165,94.0,P,2,
2117,PAL9798,1998-01-19T00:00:00Z,LIT,8.0,8660,94.0,A,1,
2118,PAL9798,1998-01-19T00:00:00Z,LIT,8.0,9041,95.0,A,W,
2119,PAL9798,1998-01-19T00:00:00Z,LIT,9.0,9082,95.0,A,W,
2120,PAL9798,1998-01-19T00:00:00Z,LIT,5.0,9737,95.0,A,1,
2121,PAL9798,1998-01-20T00:00:00Z,HUM,3.0,8542,94.0,P,1,
2122,PAL9798,1998-01-20T00:00:00Z,HUM,3.0,8617,94.0,A,1,
2123,PAL9798,1998-01-20T00:00:00Z,HUM,2.0,8906,94.0,A,1,
2124,PAL9798,1998-01-21T00:00:00Z,HUM,2.1,8273,95.0,A,W,
2125,PAL9798,1998-01-22T00:00:00Z,HUM,3.1,7527,93.0,A,W,
2126,PAL9798,1998-01-22T00:00:00Z,HUM,5.0,8044,94.0,P,2,
2127,PAL9798,1998-01-22T00:00:00Z,HUM,5.0,8137,94.0,A,W,
2128,PAL9798,1998-01-22T00:00:00Z,TOR,16.0,8203,94.0,A,1,
2129,PAL9798,1998-01-22T00:00:00Z,HUM,5.0,8271,94.0,A,1,
2130,PAL9798,1998-01-22T00:00:00Z,HUM,5.0,8272,94.0,A,3,
2131,PAL9798,1998-01-22T00:00:00Z,HUM,3.0,8697,94.0,A,1,
2132,PAL9798,1998-01-22T00:00:00Z,HUM,3.0,9505,95.0,A,1,
2133,PAL9798,1998-01-23T00:00:00Z,HUM,5.0,8090,94.0,A,W,
2134,PAL9798,1998-01-23T00:00:00Z,HUM,3.1,8409,94.0,A,1,
2135,PAL9798,1998-01-23T00:00:00Z,HUM,3.0,8617,94.0,A,1,
2136,PAL9798,1998-01-23T00:00:00Z,HUM,3.0,8731,94.0,A,8,
2137,PAL9798,1998-01-23T00:00:00Z,HUM,2.1,9775,95.0,A,W,
2138,PAL9798,1998-01-28T00:00:00Z,HUM,5.0,8044,94.0,P,3,
2139,PAL9798,1998-01-29T00:00:00Z,HUM,0.0,6352,92.0,A,W,
2140,PAL9798,1998-01-29T00:00:00Z,HUM,3.0,6610,92.0,P,3,
2141,PAL9798,1998-01-29T00:00:00Z,HUM,5.0,8070,94.0,P,1,
2142,PAL9798,1998-01-29T00:00:00Z,HUM,5.0,8090,94.0,A,W,
2143,PAL9798,1998-01-29T00:00:00Z,HUM,2.0,8157,94.0,A,4,
2144,PAL9798,1998-01-29T00:00:00Z,HUM,2.0,8233,94.0,A,2,
2145,PAL9798,1998-01-29T00:00:00Z,HUM,0.0,8351,94.0,A,W,
2146,PAL9798,1998-01-29T00:00:00Z,HUM,3.0,8542,94.0,A,1,
2147,PAL9798,1998-01-29T00:00:00Z,HUM,3.0,8617,94.0,A,1,
2148,PAL9798,1998-01-29T00:00:00Z,HUM,2.0,8906,94.0,P,1,
2149,PAL9798,1998-01-29T00:00:00Z,HUM,2.0,8992,94.0,A,5,
2150,PAL9798,1998-01-29T00:00:00Z,HUM,2.0,9505,95.0,A,3,
2151,PAL9798,1998-01-29T00:00:00Z,HUM,5.0,9529,95.0,A,1,
2152,PAL9798,1998-01-30T00:00:00Z,HUM,0.0,8255,94.0,A,W,
2153,PAL9798,1998-01-30T00:00:00Z,TOR,13.0,8283,94.0,P,1,
2154,PAL9798,1998-02-03T00:00:00Z,HUM,0.0,6999,92.0,A,W,
2155,PAL9798,1998-02-03T00:00:00Z,HUM,0.0,8020,94.0,A,W,
2156,PAL9798,1998-02-03T00:00:00Z,HUM,5.0,8070,94.0,P,1,F
2157,PAL9798,1998-02-03T00:00:00Z,HUM,4.0,8073,94.0,A,1,
2158,PAL9798,1998-02-03T00:00:00Z,HUM,0.0,8742,94.0,A,W,
2159,PAL9798,1998-02-03T00:00:00Z,HUM,3.0,9954,95.0,A,3,
2160,PAL9798,1998-02-09T00:00:00Z,DRE,0.0,8186,94.0,A,W,
2161,PAL9798,1998-02-17T00:00:00Z,CHR,0.0,11517,97.0,,,
2162,PAL9899,1998-10-22T00:00:00Z,HUM,2.0,7051,93.0,A,1,
2163,PAL9899,1998-10-22T00:00:00Z,HUM,2.0,8129,94.0,P,5,
2164,PAL9899,1998-10-22T00:00:00Z,HUM,5.0,8137,94.0,P,1,
2165,PAL9899,1998-10-22T00:00:00Z,HUM,3.0,8689,94.0,P,5,
2166,PAL9899,1998-11-03T00:00:00Z,TOR,14.0,7097,93.0,P,1,
2167,PAL9899,1998-11-03T00:00:00Z,HUM,5.0,8125,94.0,A,W,
2168,PAL9899,1998-11-03T00:00:00Z,HUM,5.0,8212,94.0,A,1,
2169,PAL9899,1998-11-03T00:00:00Z,HUM,2.0,8246,94.0,P,3,
2170,PAL9899,1998-11-03T00:00:00Z,HUM,2.1,8343,94.0,A,W,
2171,PAL9899,1998-11-03T00:00:00Z,HUM,2.0,9592,95.0,A,W,
2172,PAL9899,1998-11-16T00:00:00Z,HUM,4.0,8873,94.0,A,1,
2173,PAL9899,1998-11-16T00:00:00Z,HUM,4.0,8873,94.0,P,1,
2174,PAL9899,1998-11-16T00:00:00Z,HUM,2.1,9257,95.0,A,3,
2175,PAL9899,1998-11-16T00:00:00Z,HUM,5.0,9592,95.0,P,1,
2176,PAL9899,1998-11-16T00:00:00Z,HUM,2.1,9811,95.0,P,1,
2177,PAL9899,1998-11-21T00:00:00Z,LIT,6.0,9082,95.0,A,1,
2178,PAL9899,1998-11-23T00:00:00Z,HUM,3.0,7527,93.0,A,2,
2179,PAL9899,1998-11-23T00:00:00Z,HUM,2.1,8343,94.0,A,W,
2180,PAL9899,1998-12-10T00:00:00Z,LIT,6.0,8255,94.0,A,W,
2181,PAL9899,1998-12-10T00:00:00Z,LIT,6.0,8255,94.0,A,W,
2182,PAL9899,1998-12-10T00:00:00Z,HUM,3.0,8731,94.0,A,3,
2183,PAL9899,1998-12-10T00:00:00Z,HUM,2.0,9477,95.0,A,W,
2184,PAL9899,1998-12-16T00:00:00Z,HUM,2.0,8129,94.0,A,1,
2185,PAL9899,1998-12-16T00:00:00Z,HUM,2.2,8343,94.0,A,4,
2186,PAL9899,1998-12-16T00:00:00Z,HUM,2.2,8343,94.0,A,4,
2187,PAL9899,1998-12-16T00:00:00Z,HUM,4.0,8873,94.0,A,1,
2188,PAL9899,1998-12-16T00:00:00Z,HUM,4.0,8873,94.0,A,1,
2189,PAL9899,1998-12-16T00:00:00Z,HUM,2.0,9477,95.0,P,8,
2190,PAL9899,1998-12-16T00:00:00Z,HUM,2.0,9560,95.0,P,1,
2191,PAL9899,1998-12-16T00:00:00Z,HUM,2.2,9796,95.0,A,3,
2192,PAL9899,1998-12-17T00:00:00Z,HUM,2.0,8129,94.0,A,9,
2193,PAL9899,1998-12-17T00:00:00Z,HUM,3.0,8689,94.0,P,5,
2194,PAL9899,1998-12-17T00:00:00Z,HUM,2.0,9082,95.0,A,1,
2195,PAL9899,1998-12-17T00:00:00Z,HUM,2.0,9560,95.0,A,2,
2196,PAL9899,1998-12-17T00:00:00Z,HUM,3.0,9954,95.0,A,7,
2197,PAL9899,1998-12-21T00:00:00Z,LIT,6.0,9082,95.0,A,1,
2198,PAL9899,1998-12-21T00:00:00Z,HUM,2.1,9560,95.0,A,W,
2199,PAL9899,1998-12-21T00:00:00Z,HUM,2.1,9811,95.0,A,1,
2200,PAL9899,1998-12-21T00:00:00Z,HUM,2.1,9811,95.0,A,W,
2201,PAL9899,1998-12-21T00:00:00Z,HUM,2.2,9954,95.0,A,2,
2202,PAL9899,1998-12-22T00:00:00Z,CHR,0.0,10096,96.0,A,W,
2203,PAL9899,1998-12-23T00:00:00Z,TOR,20.0,8125,94.0,A,W,
2204,PAL9899,1998-12-23T00:00:00Z,HUM,3.0,8398,94.0,A,W,
2205,PAL9899,1998-12-23T00:00:00Z,HUM,4.0,8873,94.0,A,W,
2206,PAL9899,1998-12-23T00:00:00Z,HUM,3.0,8935,94.0,A,W,
2207,PAL9899,1998-12-23T00:00:00Z,HUM,3.0,9290,95.0,A,W,
2208,PAL9899,1998-12-23T00:00:00Z,HUM,2.1,9568,95.0,A,W,
2209,PAL9899,1998-12-23T00:00:00Z,HUM,3.0,9954,95.0,A,W,
2210,PAL9899,1998-12-24T00:00:00Z,TOR,20.0,8125,94.0,A,W,
2211,PAL9899,1998-12-24T00:00:00Z,HUM,0.0,9649,95.0,A,W,
2212,PAL9899,1998-12-25T00:00:00Z,TOR,20.0,8125,94.0,A,W,
2213,PAL9899,1998-12-25T00:00:00Z,HUM,5.0,8137,94.0,A,W,
2214,PAL9899,1998-12-25T00:00:00Z,HUM,4.0,8873,94.0,A,W,
2215,PAL9899,1998-12-25T00:00:00Z,HUM,3.0,9296,95.0,A,W,
2216,PAL9899,1998-12-25T00:00:00Z,HUM,5.0,9981,95.0,A,W,
2217,PAL9899,1998-12-26T00:00:00Z,HUM,5.0,8831,94.0,A,5,
2218,PAL9899,1998-12-26T00:00:00Z,HUM,4.0,8873,94.0,A,2,
2219,PAL9899,1998-12-26T00:00:00Z,HUM,4.0,8873,94.0,A,W,
2220,PAL9899,1998-12-26T00:00:00Z,HUM,2.1,9560,95.0,A,W,
2221,PAL9899,1998-12-26T00:00:00Z,HUM,2.1,9811,95.0,A,4,
2222,PAL9899,1998-12-28T00:00:00Z,HUM,3.0,10096,96.0,A,W,
2223,PAL9899,1998-12-29T00:00:00Z,HUM,5.0,8137,94.0,A,W,
2224,PAL9899,1998-12-29T00:00:00Z,HUM,3.0,9290,95.0,A,W,
2225,PAL9899,1998-12-29T00:00:00Z,HUM,3.0,9290,95.0,A,5,
2226,PAL9899,1998-12-29T00:00:00Z,HUM,5.0,9917,95.0,A,W,
2227,PAL9899,1998-12-30T00:00:00Z,HUM,3.0,8617,94.0,P,1,
2228,PAL9899,1998-12-30T00:00:00Z,HUM,2.1,9257,95.0,A,4,
2229,PAL9899,1998-12-31T00:00:00Z,HUM,3.0,4917,91.0,P,3,
2230,PAL9899,1998-12-31T00:00:00Z,LIT,5.0,9082,95.0,A,1,
2231,PAL9899,1998-12-31T00:00:00Z,HUM,2.1,9257,95.0,P,4,
2232,PAL9899,1999-01-01T00:00:00Z,HUM,2.0,3808,90.0,P,7,
2233,PAL9899,1999-01-01T00:00:00Z,HUM,3.0,7527,93.0,A,2,
2234,PAL9899,1999-01-01T00:00:00Z,HUM,2.0,8129,94.0,A,4,
2235,PAL9899,1999-01-01T00:00:00Z,HUM,2.1,8343,94.0,A,W,
2236,PAL9899,1999-01-01T00:00:00Z,HUM,3.0,8831,94.0,A,W,
2237,PAL9899,1999-01-01T00:00:00Z,HUM,2.0,9158,95.0,P,1,
2238,PAL9899,1999-01-01T00:00:00Z,HUM,3.0,9290,95.0,A,W,
2239,PAL9899,1999-01-01T00:00:00Z,HUM,2.0,9439,95.0,P,2,
2240,PAL9899,1999-01-01T00:00:00Z,HUM,2.0,9786,95.0,A,W,
2241,PAL9899,1999-01-01T00:00:00Z,HUM,2.1,9811,95.0,A,4,
2242,PAL9899,1999-01-01T00:00:00Z,HUM,2.0,10986,96.0,A,W,
2243,PAL9899,1999-01-02T00:00:00Z,HUM,3.0,8398,94.0,A,W,
2244,PAL9899,1999-01-02T00:00:00Z,HUM,3.0,8687,94.0,A,5,
2245,PAL9899,1999-01-02T00:00:00Z,HUM,3.0,9452,95.0,A,W,
2246,PAL9899,1999-01-02T00:00:00Z,HUM,3.0,10180,96.0,A,W,
2247,PAL9899,1999-01-02T00:00:00Z,HUM,3.1,10488,96.0,A,W,
2248,PAL9899,1999-01-03T00:00:00Z,HUM,2.0,8255,94.0,P,2,
2249,PAL9899,1999-01-05T00:00:00Z,HUM,5.0,8060,94.0,A,W,
2250,PAL9899,1999-01-05T00:00:00Z,HUM,5.0,9592,95.0,A,3,
2251,PAL9899,1999-01-05T00:00:00Z,HUM,2.0,9747,95.0,A,W,
2252,PAL9899,1999-01-06T00:00:00Z,CHR,7.0,9124,95.0,A,2,
2253,PAL9899,1999-01-09T00:00:00Z,HUM,2.0,8432,94.0,P,4,
2254,PAL9899,1999-01-10T00:00:00Z,HUM,2.1,8343,94.0,A,W,
2255,PAL9899,1999-01-12T00:00:00Z,HUM,2.1,9796,95.0,A,W,
2256,PAL9899,1999-01-15T00:00:00Z,HUM,0.0,9477,95.0,A,W,
2257,PAL9899,1999-01-24T00:00:00Z,HUM,3.0,8873,94.0,A,2,
2258,PAL9899,1999-01-24T00:00:00Z,HUM,0.0,8873,94.0,A,W,
2259,PAL9899,1999-01-24T00:00:00Z,HUM,0.0,9290,95.0,A,W,
2260,PAL9899,1999-01-24T00:00:00Z,HUM,5.0,9592,95.0,A,W,
2261,PAL9899,1999-01-24T00:00:00Z,HUM,0.0,9981,95.0,A,W,
2262,PAL9899,1999-01-24T00:00:00Z,HUM,3.0,10096,96.0,A,W,
2263,PAL9899,1999-01-26T00:00:00Z,KGI,0.0,8653,94.0,,,
2264,PAL9899,1999-01-28T00:00:00Z,HUM,5.0,9124,95.0,A,W,
2265,PAL9899,1999-02-02T00:00:00Z,HUM,2.1,8343,94.0,A,5,
2266,PAL9900,1999-11-09T00:00:00Z,TOR,14.0,6395,92.0,P,2,
2267,PAL9900,1999-11-09T00:00:00Z,TOR,21.0,8125,94.0,A,W,
2268,PAL9900,1999-11-09T00:00:00Z,TOR,9.0,10246,96.0,A,5,
2269,PAL9900,1999-11-10T00:00:00Z,TOR,14.0,6395,92.0,P,2,
2270,PAL9900,1999-11-10T00:00:00Z,TOR,20.0,8125,94.0,A,1,
2271,PAL9900,1999-11-11T00:00:00Z,TOR,20.0,8125,94.0,A,1,
2272,PAL9900,1999-11-11T00:00:00Z,TOR,13.0,8283,94.0,P,1,
2273,PAL9900,1999-11-14T00:00:00Z,HUM,3.0,7527,93.0,A,2,
2274,PAL9900,1999-11-14T00:00:00Z,HUM,5.0,8137,94.0,A,W,
2275,PAL9900,1999-11-14T00:00:00Z,HUM,4.0,8873,94.0,P,2,
2276,PAL9900,1999-11-14T00:00:00Z,HUM,3.0,9290,95.0,A,1,
2277,PAL9900,1999-11-14T00:00:00Z,HUM,2.2,9796,95.0,W,0,
2278,PAL9900,1999-11-14T00:00:00Z,HUM,5.0,9981,95.0,P,1,
2279,PAL9900,1999-11-14T00:00:00Z,HUM,5.0,10048,96.0,A,W,
2280,PAL9900,1999-11-17T00:00:00Z,TOR,13.0,8283,94.0,P,1,
2281,PAL9900,1999-11-17T00:00:00Z,HUM,2.0,8867,94.0,P,1,
2282,PAL9900,1999-11-17T00:00:00Z,LIT,6.0,9802,95.0,A,1,
2283,PAL9900,1999-11-17T00:00:00Z,TOR,16.0,9965,95.0,P,3,
2284,PAL9900,1999-11-19T00:00:00Z,HUM,5.0,9981,95.0,A,W,
2285,PAL9900,1999-11-21T00:00:00Z,HUM,5.0,9124,95.0,A,1,
2286,PAL9900,1999-11-21T00:00:00Z,HUM,5.0,9418,95.0,A,W,
2287,PAL9900,1999-11-21T00:00:00Z,HUM,5.0,9981,95.0,A,W,
2288,PAL9900,1999-11-24T00:00:00Z,HUM,2.0,8978,94.0,A,1,
2289,PAL9900,1999-11-24T00:00:00Z,HUM,5.0,9124,95.0,A,W,
2290,PAL9900,1999-11-27T00:00:00Z,HUM,3.0,10534,96.0,A,1,
2291,PAL9900,1999-11-28T00:00:00Z,HUM,4.0,8873,94.0,P,3,
2292,PAL9900,1999-11-28T00:00:00Z,HUM,5.0,9018,95.0,A,1,
2293,PAL9900,1999-11-28T00:00:00Z,HUM,5.0,9124,95.0,A,5,
2294,PAL9900,1999-11-28T00:00:00Z,HUM,2.1,9811,95.0,P,3,
2295,PAL9900,1999-11-29T00:00:00Z,HUM,0.0,10534,96.0,A,W,
2296,PAL9900,1999-11-30T00:00:00Z,HUM,3.0,7327,93.0,A,W,
2297,PAL9900,1999-12-02T00:00:00Z,HUM,2.0,8432,94.0,P,3,
2298,PAL9900,1999-12-03T00:00:00Z,HUM,2.0,10264,96.0,W,1,
2299,PAL9900,1999-12-16T00:00:00Z,HUM,2.1,9796,95.0,A,W,
2300,PAL9900,1999-12-17T00:00:00Z,HUM,3.0,9298,95.0,A,W,
2301,PAL9900,1999-12-18T00:00:00Z,HUM,5.0,9124,95.0,A,W,
2302,PAL9900,1999-12-19T00:00:00Z,HUM,5.0,10048,96.0,A,W,
2303,PAL9900,1999-12-20T00:00:00Z,HUM,0.0,9069,95.0,A,W,
2304,PAL9900,1999-12-20T00:00:00Z,HUM,3.0,9290,95.0,A,W,
2305,PAL9900,1999-12-20T00:00:00Z,HUM,3.0,9639,95.0,A,W,M
2306,PAL9900,1999-12-24T00:00:00Z,LIT,6.0,9082,95.0,A,W,
2307,PAL9900,1999-12-25T00:00:00Z,HUM,2.2,9954,95.0,P,2,
2308,PAL9900,1999-12-29T00:00:00Z,HUM,3.0,7527,93.0,A,2,
2309,PAL9900,1999-12-29T00:00:00Z,HUM,3.0,9452,95.0,A,4,
2310,PAL9900,1999-12-29T00:00:00Z,HUM,5.0,9981,95.0,A,W,
2311,PAL9900,1999-12-29T00:00:00Z,HUM,5.0,10048,96.0,A,W,
2312,PAL9900,2000-01-05T00:00:00Z,HUM,0.0,9290,95.0,A,W,
2313,PAL9900,2000-01-05T00:00:00Z,HUM,5.0,9418,95.0,A,W,
2314,PAL9900,2000-01-05T00:00:00Z,HUM,0.0,10643,96.0,A,W,
2315,PAL9900,2000-01-05T00:00:00Z,TOR,19.0,11175,97.0,P,1,
2316,PAL9900,2000-01-05T00:00:00Z,HUM,2.0,11478,97.0,P,2,
2317,PAL9900,2000-01-15T00:00:00Z,HUM,5.0,10180,96.0,P,1,
2318,PAL9900,2000-01-15T00:00:00Z,HUM,4.0,10583,96.0,P,1,
2319,PAL9900,2000-01-17T00:00:00Z,COR,3.0,11773,97.0,P,1,
2320,PAL9900,2000-01-18T00:00:00Z,HUM,2.0,9082,95.0,A,W,
2321,PAL9900,2000-01-20T00:00:00Z,HUM,2.0,3808,90.0,P,5,
2322,PAL9900,2000-01-20T00:00:00Z,HUM,3.0,8307,94.0,P,5,
2323,PAL9900,2000-01-20T00:00:00Z,HUM,3.0,8307,94.0,P,5,
2324,PAL9900,2000-01-20T00:00:00Z,HUM,2.0,8432,94.0,P,3,
2325,PAL9900,2000-01-20T00:00:00Z,HUM,2.0,8978,94.0,A,1,
2326,PAL9900,2000-01-20T00:00:00Z,HUM,3.0,9452,95.0,A,1,
2327,PAL9900,2000-01-20T00:00:00Z,HUM,2.1,9796,95.0,P,3,
2328,PAL9900,2000-01-20T00:00:00Z,HUM,2.1,9954,95.0,P,1,
2329,PAL9900,2000-01-20T00:00:00Z,HUM,5.0,9981,95.0,A,1,
2330,PAL9900,2000-01-20T00:00:00Z,HUM,5.0,10048,96.0,P,5,
2331,PAL9900,2000-01-20T00:00:00Z,HUM,2.0,10643,96.0,P,5,
2332,PAL9900,2000-01-20T00:00:00Z,HUM,2.0,10682,96.0,P,1,
2333,PAL9900,2000-01-20T00:00:00Z,HUM,2.0,10920,96.0,P,5,
2334,PAL9900,2000-01-23T00:00:00Z,CHR,6.0,11799,97.0,A,W,
2335,PAL9900,2000-01-28T00:00:00Z,CHR,9.1,11799,97.0,A,W,
2336,PAL9900,2000-02-10T00:00:00Z,JOU,0.0,10682,95.0,A,W,
2337,PAL9900,2000-02-11T00:00:00Z,HUM,0.0,10682,96.0,A,,
2338,PAL9900,2000-02-11T00:00:00Z,HUM,0.0,11364,97.0,A,M,
2339,PAL9900,2000-03-01T00:00:00Z,HUM,0.0,9290,95.0,A,M,
2340,PAL9900,2000-03-01T00:00:00Z,HUM,0.0,10682,96.0,A,M,
2341,PAL0001,2000-10-24T00:00:00Z,HUM,5.0,8137,94.0,A,,F
2342,PAL0001,2000-10-24T00:00:00Z,HUM,2.0,8432,94.0,P,3,F
2343,PAL0001,2000-10-24T00:00:00Z,HUM,2.0,8978,94.0,P,1,F
2344,PAL0001,2000-10-24T00:00:00Z,HUM,2.0,9058,95.0,P,2,F
2345,PAL0001,2000-10-24T00:00:00Z,HUM,5.0,9418,95.0,A,,M
2346,PAL0001,2000-10-24T00:00:00Z,HUM,2.2,9954,95.0,P,2,F
2347,PAL0001,2000-10-24T00:00:00Z,HUM,5.0,9981,95.0,A,,M
2348,PAL0001,2000-10-24T00:00:00Z,HUM,5.0,10180,96.0,A,,M
2349,PAL0001,2000-11-01T00:00:00Z,HUM,2.1,11580,97.0,P,1,M
2350,PAL0001,2000-11-04T00:00:00Z,TOR,13.0,8283,94.0,P,1,F
2351,PAL0001,2000-11-04T00:00:00Z,HUM,2.0,8432,94.0,P,4,F
2352,PAL0001,2000-11-04T00:00:00Z,HUM,2.0,8978,94.0,A,,M
2353,PAL0001,2000-11-04T00:00:00Z,HUM,5.0,9418,95.0,A,2,M
2354,PAL0001,2000-11-04T00:00:00Z,HUM,2.2,9954,95.0,P,2,F
2355,PAL0001,2000-11-04T00:00:00Z,HUM,5.0,10180,96.0,A,1,M
2356,PAL0001,2000-11-04T00:00:00Z,TOR,9.0,10246,96.0,P,4,M
2357,PAL0001,2000-11-04T00:00:00Z,HUM,4.0,10583,96.0,A,,F
2358,PAL0001,2000-11-05T00:00:00Z,HUM,2.0,10583,96.0,A,,F
2359,PAL0001,2000-11-06T00:00:00Z,HUM,5.0,9418,95.0,A,2,M
2360,PAL0001,2000-11-06T00:00:00Z,HUM,5.0,9981,95.0,P,2,M
2361,PAL0001,2000-11-06T00:00:00Z,HUM,5.0,10180,96.0,A,1,M
2362,PAL0001,2000-11-08T00:00:00Z,TOR,13.0,8283,94.0,P,1,F
2363,PAL0001,2000-11-08T00:00:00Z,HUM,5.0,9418,95.0,A,,M
2364,PAL0001,2000-11-08T00:00:00Z,HUM,3.0,9452,95.0,A,,M
2365,PAL0001,2000-11-08T00:00:00Z,HUM,2.2,9954,95.0,P,1,M
2366,PAL0001,2000-11-08T00:00:00Z,HUM,2.2,9971,95.0,P,2,F
2367,PAL0001,2000-11-08T00:00:00Z,HUM,5.0,10180,96.0,A,1,M
2368,PAL0001,2000-11-08T00:00:00Z,HUM,2.0,10583,96.0,A,1,F
2369,PAL0001,2000-11-08T00:00:00Z,HUM,2.0,10583,96.0,A,1,M
2370,PAL0001,2000-11-08T00:00:00Z,HUM,2.0,10682,96.0,A,,M
2371,PAL0001,2000-11-09T00:00:00Z,HUM,3.0,9459,95.0,A,5,M
2372,PAL0001,2000-11-09T00:00:00Z,HUM,2.0,10682,96.0,A,,M
2373,PAL0001,2000-11-10T00:00:00Z,HUM,5.0,8137,94.0,A,,F
2374,PAL0001,2000-11-10T00:00:00Z,HUM,5.0,8137,94.0,A,0,M
2375,PAL0001,2000-11-10T00:00:00Z,HUM,2.0,8578,94.0,A,,F
2376,PAL0001,2000-11-10T00:00:00Z,HUM,3.0,9290,95.0,A,1,M
2377,PAL0001,2000-11-10T00:00:00Z,HUM,5.0,9418,95.0,A,2,M
2378,PAL0001,2000-11-10T00:00:00Z,HUM,3.0,9459,95.0,A,5,M
2379,PAL0001,2000-11-10T00:00:00Z,HUM,5.0,10180,96.0,A,1,M
2380,PAL0001,2000-11-10T00:00:00Z,HUM,2.0,10682,96.0,A,,M
2381,PAL0001,2000-11-11T00:00:00Z,HUM,5.0,9418,95.0,A,2,M
2382,PAL0001,2000-11-11T00:00:00Z,HUM,3.0,9459,95.0,A,5,M
2383,PAL0001,2000-11-11T00:00:00Z,HUM,5.0,10180,96.0,A,1,M
2384,PAL0001,2000-11-13T00:00:00Z,HUM,5.0,8137,94.0,A,,
2385,PAL0001,2000-11-13T00:00:00Z,HUM,4.0,10583,96.0,A,,M
2386,PAL0001,2000-11-13T00:00:00Z,HUM,2.0,11542,97.0,A,,M
2387,PAL0001,2000-11-15T00:00:00Z,HUM,2.2,10583,96.0,A,,M
2388,PAL0001,2000-11-16T00:00:00Z,HUM,2.0,8978,94.0,P,1,
