index,study_name,time,island_name,colony_code,band_number,year,breeding_status,position_code,sex
,,UTC,,,,,,,
1444,PAL9596,1995-12-30T00:00:00Z,HUM,5.0,4370,91.0,A,P,MS
1445,PAL9596,1995-12-30T00:00:00Z,HUM,2.0,4422,91.0,A,P,MS
1446,PAL9596,1995-12-30T00:00:00Z,HUM,2.0,4450,91.0,A,C,
1447,PAL9596,1995-12-30T00:00:00Z,HUM,2.0,4760,91.0,A,C,
1448,PAL9596,1995-12-30T00:00:00Z,HUM,5.0,6090,92.0,W,P,
1449,PAL9596,1995-12-30T00:00:00Z,HUM,2.0,6530,92.0,W,C,
1450,PAL9596,1995-12-30T00:00:00Z,HUM,2.0,6610,92.0,A,C,
1451,PAL9596,1995-12-30T00:00:00Z,TOR,10.0,6695,92.0,P,P,
1452,PAL9596,1995-12-30T00:00:00Z,HUM,0.0,6999,92.0,W,,
1453,PAL9596,1995-12-30T00:00:00Z,HUM,2.0,6999,92.0,A,C,
1454,PAL9596,1995-12-30T00:00:00Z,HUM,5.0,7118,93.0,W,P,
1455,PAL9596,1995-12-30T00:00:00Z,HUM,4.0,7755,93.0,W,P,
1456,PAL9596,1995-12-30T00:00:00Z,HUM,2.0,7795,93.0,A,C,MS
1457,PAL9596,1995-12-31T00:00:00Z,HUM,4.0,1660,88.0,A,P,MS
1458,PAL9596,1995-12-31T00:00:00Z,HUM,3.0,3056,90.0,A,P,MS
1459,PAL9596,1995-12-31T00:00:00Z,HUM,2.0,3880,90.0,A,P,
1460,PAL9596,1995-12-31T00:00:00Z,HUM,3.0,4422,91.0,A,P,MS
1461,PAL9596,1995-12-31T00:00:00Z,HUM,2.1,4746,91.0,P,C,FS
1462,PAL9596,1995-12-31T00:00:00Z,HUM,3.0,4784,91.0,P,P,FS
1463,PAL9596,1995-12-31T00:00:00Z,HUM,5.0,4866,91.0,P,P,MS
1464,PAL9596,1995-12-31T00:00:00Z,HUM,5.0,4917,91.0,P,C,
1465,PAL9596,1995-12-31T00:00:00Z,HUM,3.0,6484,92.0,W,P,
1466,PAL9596,1995-12-31T00:00:00Z,HUM,2.0,6486,92.0,A,P,
1467,PAL9596,1995-12-31T00:00:00Z,LIT,0.0,7633,93.0,W,A,
1468,PAL9596,1995-12-31T00:00:00Z,HUM,2.0,7649,93.0,P,P,
1469,PAL9596,1995-12-31T00:00:00Z,HUM,3.0,7795,93.0,P,P,MS
1470,PAL9596,1995-12-31T00:00:00Z,HUM,3.0,7837,93.0,A,P,
1471,PAL9596,1996-01-01T00:00:00Z,HUM,5.0,1047,88.0,W,P,FS
1472,PAL9596,1996-01-01T00:00:00Z,HUM,5.0,1047,88.0,P,P,FS
1473,PAL9596,1996-01-01T00:00:00Z,HUM,3.0,3056,90.0,A,P,MS
1474,PAL9596,1996-01-01T00:00:00Z,HUM,4.0,4236,91.0,P,P,MS
1475,PAL9596,1996-01-01T00:00:00Z,HUM,5.0,4370,91.0,W,P,MS
1476,PAL9596,1996-01-01T00:00:00Z,HUM,3.0,4422,91.0,W,P,MS
1477,PAL9596,1996-01-01T00:00:00Z,HUM,3.0,4784,91.0,P,P,FS
1478,PAL9596,1996-01-01T00:00:00Z,HUM,5.0,4865,91.0,P,P,
1479,PAL9596,1996-01-01T00:00:00Z,HUM,5.0,4866,91.0,P,P,MS
1480,PAL9596,1996-01-01T00:00:00Z,HUM,5.0,4917,91.0,A,C,
1481,PAL9596,1996-01-01T00:00:00Z,HUM,5.0,6165,92.0,W,P,
1482,PAL9596,1996-01-01T00:00:00Z,HUM,2.0,6276,92.0,W,P,MS
1483,PAL9596,1996-01-01T00:00:00Z,HUM,2.0,6276,92.0,P,C,MS
1484,PAL9596,1996-01-01T00:00:00Z,HUM,5.0,6486,92.0,W,P,
1485,PAL9596,1996-01-01T00:00:00Z,HUM,3.0,6610,92.0,P,P,
1486,PAL9596,1996-01-01T00:00:00Z,HUM,5.0,6696,92.0,W,P,
1487,PAL9596,1996-01-01T00:00:00Z,HUM,3.0,6697,92.0,A,P,
1488,PAL9596,1996-01-01T00:00:00Z,HUM,2.0,6928,92.0,W,P,FS
1489,PAL9596,1996-01-01T00:00:00Z,HUM,2.0,6999,92.0,W,P,
1490,PAL9596,1996-01-01T00:00:00Z,HUM,2.0,7649,93.0,W,P,
1491,PAL9596,1996-01-02T00:00:00Z,HUM,5.0,1047,88.0,P,P,FS
1492,PAL9596,1996-01-02T00:00:00Z,HUM,3.0,3056,90.0,P,P,MS
1493,PAL9596,1996-01-02T00:00:00Z,HUM,5.0,4097,91.0,P,C,FS
1494,PAL9596,1996-01-02T00:00:00Z,HUM,2.0,4422,91.0,W,P,MS
1495,PAL9596,1996-01-02T00:00:00Z,HUM,3.0,4422,91.0,A,P,MS
1496,PAL9596,1996-01-02T00:00:00Z,HUM,5.0,4865,91.0,P,P,
1497,PAL9596,1996-01-02T00:00:00Z,HUM,5.0,4866,91.0,A,P,MS
1498,PAL9596,1996-01-02T00:00:00Z,HUM,5.0,4917,91.0,P,C,
1499,PAL9596,1996-01-02T00:00:00Z,HUM,2.0,6276,92.0,W,P,MS
1500,PAL9596,1996-01-02T00:00:00Z,HUM,2.0,6486,92.0,W,P,
1501,PAL9596,1996-01-02T00:00:00Z,TOR,7.2,6486,92.0,W,P,
1502,PAL9596,1996-01-02T00:00:00Z,HUM,3.0,6610,92.0,P,P,
1503,PAL9596,1996-01-02T00:00:00Z,HUM,2.0,6697,92.0,W,P,
1504,PAL9596,1996-01-02T00:00:00Z,HUM,3.0,6999,92.0,W,P,
1505,PAL9596,1996-01-02T00:00:00Z,HUM,3.0,7401,93.0,W,P,
1506,PAL9596,1996-01-03T00:00:00Z,HUM,5.0,1047,88.0,P,P,FS
1507,PAL9596,1996-01-03T00:00:00Z,HUM,3.0,3056,92.0,A,P,MS
1508,PAL9596,1996-01-03T00:00:00Z,HUM,3.0,4422,91.0,A,P,MS
1509,PAL9596,1996-01-03T00:00:00Z,HUM,3.0,4784,91.0,P,P,FS
1510,PAL9596,1996-01-03T00:00:00Z,HUM,5.0,4866,91.0,A,P,MS
1511,PAL9596,1996-01-03T00:00:00Z,HUM,2.0,6928,92.0,P,P,FS
1512,PAL9596,1996-01-03T00:00:00Z,HUM,3.0,7118,93.0,A,W,
1513,PAL9596,1996-01-03T00:00:00Z,HUM,0.0,7366,93.0,W,P,
1514,PAL9596,1996-01-03T00:00:00Z,HUM,2.1,7614,93.0,W,P,FS
1515,PAL9596,1996-01-04T00:00:00Z,HUM,5.0,1047,88.0,P,P,FS
1516,PAL9596,1996-01-04T00:00:00Z,HUM,4.0,1660,88.0,W,P,MS
1517,PAL9596,1996-01-04T00:00:00Z,HUM,5.0,1660,88.0,W,P,MS
1518,PAL9596,1996-01-04T00:00:00Z,HUM,3.0,3056,90.0,A,P,MS
1519,PAL9596,1996-01-04T00:00:00Z,HUM,2.0,3808,90.0,A,C,MS
1520,PAL9596,1996-01-04T00:00:00Z,HUM,5.0,4097,91.0,P,C,FS
1521,PAL9596,1996-01-04T00:00:00Z,HUM,3.0,4422,91.0,P,P,MS
1522,PAL9596,1996-01-04T00:00:00Z,HUM,5.0,4685,91.0,W,P,FS
1523,PAL9596,1996-01-04T00:00:00Z,HUM,3.0,4784,91.0,P,P,FS
1524,PAL9596,1996-01-04T00:00:00Z,HUM,5.0,4865,91.0,P,P,
1525,PAL9596,1996-01-04T00:00:00Z,HUM,5.0,4866,91.0,W,P,MS
1526,PAL9596,1996-01-04T00:00:00Z,HUM,5.0,4917,91.0,P,C,
1527,PAL9596,1996-01-04T00:00:00Z,HUM,5.0,6138,92.0,W,P,
1528,PAL9596,1996-01-04T00:00:00Z,HUM,5.0,6165,92.0,A,P,
1529,PAL9596,1996-01-04T00:00:00Z,HUM,5.0,6165,92.0,W,P,
1530,PAL9596,1996-01-04T00:00:00Z,HUM,3.0,6697,92.0,W,P,
1531,PAL9596,1996-01-04T00:00:00Z,HUM,2.0,6898,92.0,A,C,FS
1532,PAL9596,1996-01-04T00:00:00Z,HUM,2.0,6898,92.0,W,P,FS
1533,PAL9596,1996-01-04T00:00:00Z,HUM,4.0,6999,92.0,W,P,
1534,PAL9596,1996-01-04T00:00:00Z,HUM,5.0,7137,93.0,W,P,
1535,PAL9596,1996-01-04T00:00:00Z,HUM,4.0,7401,93.0,W,P,
1536,PAL9596,1996-01-05T00:00:00Z,HUM,5.0,1047,88.0,P,P,FS
1537,PAL9596,1996-01-05T00:00:00Z,HUM,4.0,1660,88.0,A,P,MS
1538,PAL9596,1996-01-05T00:00:00Z,HUM,3.0,3056,90.0,A,P,MS
1539,PAL9596,1996-01-05T00:00:00Z,HUM,5.0,4097,91.0,P,C,FS
1540,PAL9596,1996-01-05T00:00:00Z,HUM,5.0,4163,91.0,A,P,
1541,PAL9596,1996-01-05T00:00:00Z,HUM,5.0,4865,91.0,P,P,
1542,PAL9596,1996-01-05T00:00:00Z,HUM,5.0,4917,91.0,P,C,
1543,PAL9596,1996-01-05T00:00:00Z,HUM,2.0,6276,92.0,A,P,MS
1544,PAL9596,1996-01-05T00:00:00Z,LIT,6.0,6467,92.0,W,P,
1545,PAL9596,1996-01-05T00:00:00Z,HUM,0.0,6484,92.0,W,,
1546,PAL9596,1996-01-05T00:00:00Z,HUM,0.0,6484,92.0,,,
1547,PAL9596,1996-01-05T00:00:00Z,HUM,2.0,6697,92.0,A,P,
1548,PAL9596,1996-01-05T00:00:00Z,HUM,0.0,7188,93.0,,,
1549,PAL9596,1996-01-05T00:00:00Z,HUM,0.0,7188,93.0,W,,
1550,PAL9596,1996-01-05T00:00:00Z,HUM,0.0,7366,93.0,W,,
1551,PAL9596,1996-01-05T00:00:00Z,HUM,2.2,7614,93.0,W,P,FS
1552,PAL9596,1996-01-05T00:00:00Z,HUM,3.0,7633,93.0,A,P,
1553,PAL9596,1996-01-05T00:00:00Z,HUM,0.0,7649,93.0,W,,
1554,PAL9596,1996-01-05T00:00:00Z,HUM,3.0,7755,93.0,W,P,
1555,PAL9596,1996-01-05T00:00:00Z,HUM,3.0,7795,93.0,A,P,MS
1556,PAL9596,1996-01-06T00:00:00Z,HUM,4.0,1660,88.0,W,P,MS
1557,PAL9596,1996-01-06T00:00:00Z,HUM,3.0,4422,91.0,P,P,MS
1558,PAL9596,1996-01-06T00:00:00Z,HUM,2.0,6276,92.0,A,P,MS
1559,PAL9596,1996-01-06T00:00:00Z,HUM,0.0,6391,92.0,A,W,
1560,PAL9596,1996-01-06T00:00:00Z,HUM,3.0,6697,92.0,P,P,
1561,PAL9596,1996-01-06T00:00:00Z,HUM,4.0,7868,93.0,W,P,
1562,PAL9596,1996-01-06T00:00:00Z,HUM,4.0,7868,93.0,W,P,
1563,PAL9596,1996-01-07T00:00:00Z,HUM,3.0,3056,90.0,P,P,MS
1564,PAL9596,1996-01-07T00:00:00Z,HUM,2.0,3808,90.0,A,C,MS
1565,PAL9596,1996-01-07T00:00:00Z,HUM,3.0,4422,91.0,A,P,MS
1566,PAL9596,1996-01-07T00:00:00Z,HUM,3.0,4784,91.0,P,C,FS
1567,PAL9596,1996-01-07T00:00:00Z,HUM,3.0,6411,92.0,W,P,
1568,PAL9596,1996-01-07T00:00:00Z,HUM,3.0,6484,92.0,W,P,
1569,PAL9596,1996-01-07T00:00:00Z,HUM,2.2,6491,92.0,A,C,MS
1570,PAL9596,1996-01-07T00:00:00Z,HUM,2.0,6928,92.0,A,P,FS
1571,PAL9596,1996-01-08T00:00:00Z,HUM,3.0,3056,90.0,A,P,MS
1572,PAL9596,1996-01-08T00:00:00Z,HUM,3.0,4422,91.0,A,P,MS
1573,PAL9596,1996-01-08T00:00:00Z,HUM,3.0,4784,91.0,P,P,FS
1574,PAL9596,1996-01-08T00:00:00Z,HUM,2.0,6276,92.0,P,P,MS
1575,PAL9596,1996-01-08T00:00:00Z,HUM,2.0,6928,92.0,A,P,FS
1576,PAL9596,1996-01-08T00:00:00Z,HUM,3.0,7633,93.0,W,P,
1577,PAL9596,1996-01-08T00:00:00Z,HUM,2.1,7649,93.0,P,P,
1578,PAL9596,1996-01-09T00:00:00Z,HUM,4.0,1660,88.0,W,P,MS
1579,PAL9596,1996-01-09T00:00:00Z,HUM,3.0,3056,90.0,A,P,MS
1580,PAL9596,1996-01-09T00:00:00Z,HUM,2.1,4746,91.0,P,C,FS
1581,PAL9596,1996-01-09T00:00:00Z,HUM,3.0,6484,92.0,W,P,
1582,PAL9596,1996-01-09T00:00:00Z,HUM,2.0,6928,92.0,P,P,FS
1583,PAL9596,1996-01-09T00:00:00Z,HUM,5.0,7139,93.0,W,P,
1584,PAL9596,1996-01-09T00:00:00Z,HUM,0.0,7614,93.0,P,C,FS
1585,PAL9596,1996-01-10T00:00:00Z,HUM,5.0,1047,88.0,W,P,FS
1586,PAL9596,1996-01-10T00:00:00Z,HUM,5.0,4097,91.0,P,C,FS
1587,PAL9596,1996-01-10T00:00:00Z,HUM,5.0,4370,91.0,W,P,MS
1588,PAL9596,1996-01-10T00:00:00Z,HUM,2.1,4746,91.0,P,C,FS
1589,PAL9596,1996-01-10T00:00:00Z,HUM,3.0,4784,91.0,P,P,FS
1590,PAL9596,1996-01-10T00:00:00Z,HUM,5.0,4917,91.0,P,C,
1591,PAL9596,1996-01-10T00:00:00Z,LIT,0.0,6091,92.0,A,W,
1592,PAL9596,1996-01-10T00:00:00Z,HUM,2.2,6491,92.0,A,C,MS
1593,PAL9596,1996-01-11T00:00:00Z,HUM,3.0,3056,90.0,P,P,MS
1594,PAL9596,1996-01-11T00:00:00Z,HUM,3.0,3299,90.0,W,P,MS
1595,PAL9596,1996-01-11T00:00:00Z,HUM,3.0,4784,91.0,P,P,FS
1596,PAL9596,1996-01-11T00:00:00Z,HUM,2.0,6276,92.0,P,P,MS
1597,PAL9596,1996-01-11T00:00:00Z,HUM,3.0,6776,92.0,P,P,MS
1598,PAL9596,1996-01-11T00:00:00Z,HUM,2.0,6898,92.0,W,P,FS
1599,PAL9596,1996-01-11T00:00:00Z,HUM,2.2,7614,93.0,A,P,FS
1600,PAL9596,1996-01-11T00:00:00Z,HUM,3.0,7755,93.0,W,P,
1601,PAL9596,1996-01-12T00:00:00Z,HUM,3.0,3056,92.0,A,P,MS
1602,PAL9596,1996-01-12T00:00:00Z,HUM,3.0,4422,91.0,A,P,MS
1603,PAL9596,1996-01-12T00:00:00Z,TOR,0.0,6395,92.0,A,W,
1604,PAL9596,1996-01-12T00:00:00Z,HUM,3.0,6491,92.0,A,C,MS
1605,PAL9596,1996-01-12T00:00:00Z,HUM,2.2,6898,92.0,A,C,FS
1606,PAL9596,1996-01-12T00:00:00Z,HUM,2.2,7416,93.0,A,P,
1607,PAL9596,1996-01-13T00:00:00Z,HUM,3.0,3056,90.0,A,P,MS
1608,PAL9596,1996-01-13T00:00:00Z,HUM,3.0,4422,91.0,A,P,MS
1609,PAL9596,1996-01-13T00:00:00Z,HUM,2.1,4746,91.0,A,W,FS
1610,PAL9596,1996-01-13T00:00:00Z,HUM,0.0,4760,91.0,W,,
1611,PAL9596,1996-01-13T00:00:00Z,HUM,2.2,6491,92.0,A,C,MS
1612,PAL9596,1996-01-13T00:00:00Z,HUM,3.0,6610,92.0,P,C,
1613,PAL9596,1996-01-13T00:00:00Z,HUM,3.0,7633,93.0,W,C,
1614,PAL9596,1996-01-13T00:00:00Z,HUM,2.1,7649,93.0,A,W,
1615,PAL9596,1996-01-13T00:00:00Z,HUM,3.0,7795,93.0,W,P,MS
1616,PAL9596,1996-01-14T00:00:00Z,HUM,4.0,1660,88.0,A,W,MS
1617,PAL9596,1996-01-14T00:00:00Z,HUM,3.0,3299,90.0,A,W,MS
1618,PAL9596,1996-01-14T00:00:00Z,HUM,2.0,3808,90.0,A,C,MS
1619,PAL9596,1996-01-14T00:00:00Z,HUM,2.0,4746,91.0,A,W,FS
1620,PAL9596,1996-01-14T00:00:00Z,HUM,2.0,6276,92.0,A,W,MS
1621,PAL9596,1996-01-14T00:00:00Z,HUM,2.0,6352,92.0,A,W,
1622,PAL9596,1996-01-14T00:00:00Z,HUM,2.2,6491,92.0,P,C,MS
1623,PAL9596,1996-01-14T00:00:00Z,HUM,2.0,6695,92.0,A,C,
1624,PAL9596,1996-01-14T00:00:00Z,HUM,2.0,6776,92.0,A,W,MS
1625,PAL9596,1996-01-14T00:00:00Z,HUM,3.0,7340,93.0,A,C,
1626,PAL9596,1996-01-14T00:00:00Z,HUM,2.1,7649,93.0,A,C,
1627,PAL9596,1996-01-14T00:00:00Z,HUM,3.0,7837,93.0,A,W,
1628,PAL9596,1996-01-16T00:00:00Z,HUM,3.0,4784,91.0,A,P,FS
1629,PAL9596,1996-01-16T00:00:00Z,HUM,2.0,6486,92.0,A,P,
1630,PAL9596,1996-01-16T00:00:00Z,HUM,0.0,7649,93.0,A,W,
1631,PAL9596,1996-01-18T00:00:00Z,HUM,2.0,6276,92.0,A,P,MS
1632,PAL9697,1996-10-31T00:00:00Z,HUM,2.1,446,87.0,P,3,F
1633,PAL9697,1996-10-31T00:00:00Z,HUM,3.0,4317,91.0,A,W,
1634,PAL9697,1996-10-31T00:00:00Z,HUM,3.0,4422,91.0,A,W,
1635,PAL9697,1996-10-31T00:00:00Z,HUM,5.0,4517,91.0,A,1,
1636,PAL9697,1996-10-31T00:00:00Z,HUM,5.0,6165,92.0,P,3,
1637,PAL9697,1996-10-31T00:00:00Z,HUM,3.0,6610,92.0,A,1,
1638,PAL9697,1996-11-03T00:00:00Z,HUM,3.0,4422,91.0,A,1,
1639,PAL9697,1996-11-03T00:00:00Z,HUM,5.0,4517,91.0,,,
1640,PAL9697,1996-11-03T00:00:00Z,HUM,2.1,4746,91.0,P,3,
1641,PAL9697,1996-11-03T00:00:00Z,HUM,5.0,4917,91.0,,,
1642,PAL9697,1996-11-03T00:00:00Z,HUM,5.0,6165,92.0,,,
1643,PAL9697,1996-11-03T00:00:00Z,HUM,3.0,6610,92.0,A,2,
1644,PAL9697,1996-11-06T00:00:00Z,HUM,2.1,1497,88.0,A,W,
1645,PAL9697,1996-11-06T00:00:00Z,HUM,2.1,4422,91.0,P,1,
1646,PAL9697,1996-11-06T00:00:00Z,HUM,2.1,4746,91.0,P,3,
1647,PAL9697,1996-11-06T00:00:00Z,HUM,2.1,6276,92.0,P,2,
1648,PAL9697,1996-11-06T00:00:00Z,HUM,2.1,6610,92.0,A,4,
1649,PAL9697,1996-11-07T00:00:00Z,TOR,18.0,6090,92.0,A,1,
1650,PAL9697,1996-11-07T00:00:00Z,HUM,2.0,6486,92.0,A,W,
1651,PAL9697,1996-11-10T00:00:00Z,HUM,3.0,1497,88.0,A,1,
1652,PAL9697,1996-11-10T00:00:00Z,HUM,2.0,3808,90.0,A,5,
1653,PAL9697,1996-11-10T00:00:00Z,HUM,2.1,4746,91.0,P,3,
1654,PAL9697,1996-11-10T00:00:00Z,HUM,5.0,4917,91.0,A,W,
1655,PAL9697,1996-11-10T00:00:00Z,HUM,5.0,6165,92.0,P,3,
1656,PAL9697,1996-11-10T00:00:00Z,HUM,3.0,6610,92.0,A,2,
1657,PAL9697,1996-11-10T00:00:00Z,HUM,2.0,6898,92.0,A,1,
1658,PAL9697,1996-11-11T00:00:00Z,TOR,14.0,6395,92.0,P,1,
1659,PAL9697,1996-11-12T00:00:00Z,HUM,2.0,1497,88.0,A,1,
1660,PAL9697,1996-11-12T00:00:00Z,HUM,3.0,4917,91.0,A,W,
1661,PAL9697,1996-11-12T00:00:00Z,HUM,5.0,6165,92.0,P,3,
1662,PAL9697,1996-11-12T00:00:00Z,HUM,2.0,6276,92.0,A,1,
1663,PAL9697,1996-11-12T00:00:00Z,HUM,5.0,7481,93.0,A,W,
1664,PAL9697,1996-11-13T00:00:00Z,HUM,3.1,4422,91.0,A,1,
1665,PAL9697,1996-11-14T00:00:00Z,HUM,3.0,1497,88.0,A,1,
1666,PAL9697,1996-11-14T00:00:00Z,HUM,3.0,6610,92.0,A,3,
1667,PAL9697,1996-11-14T00:00:00Z,HUM,2.0,6898,92.0,A,1,
1668,PAL9697,1996-11-15T00:00:00Z,HUM,2.0,4917,91.0,A,5,
1669,PAL9697,1996-11-15T00:00:00Z,HUM,2.0,6371,92.0,A,1,
1670,PAL9697,1996-11-15T00:00:00Z,HUM,2.0,6486,92.0,A,2,
1671,PAL9697,1996-11-15T00:00:00Z,HUM,2.0,7481,93.0,A,1,
1672,PAL9697,1996-11-16T00:00:00Z,HUM,3.0,1497,88.0,A,1,
1673,PAL9697,1996-11-16T00:00:00Z,HUM,3.1,4422,91.0,P,1,
1674,PAL9697,1996-11-16T00:00:00Z,TOR,3.0,6395,92.0,P,1,
1675,PAL9697,1996-11-16T00:00:00Z,TOR,14.0,6395,92.0,P,1,
1676,PAL9697,1996-11-16T00:00:00Z,HUM,3.0,6610,92.0,A,3,
1677,PAL9697,1996-11-17T00:00:00Z,HUM,3.0,1497,88.0,A,1,
1678,PAL9697,1996-11-17T00:00:00Z,HUM,3.1,4422,91.0,A,1,
1679,PAL9697,1996-11-17T00:00:00Z,HUM,3.0,6610,92.0,A,2,
1680,PAL9697,1996-11-17T00:00:00Z,HUM,3.0,6610,92.0,A,2,
1681,PAL9697,1996-11-19T00:00:00Z,HUM,3.0,1497,88.0,A,1,
1682,PAL9697,1996-11-19T00:00:00Z,HUM,3.1,4422,91.0,P,1,
1683,PAL9697,1996-11-19T00:00:00Z,HUM,3.1,4422,91.0,P,1,
1684,PAL9697,1996-11-19T00:00:00Z,HUM,0.0,6999,92.0,A,W,
1685,PAL9697,1996-11-20T00:00:00Z,HUM,3.0,1497,88.0,A,1,
1686,PAL9697,1996-11-20T00:00:00Z,HUM,5.0,4917,91.0,A,6,
1687,PAL9697,1996-11-23T00:00:00Z,HUM,3.0,1497,88.0,A,1,
1688,PAL9697,1996-11-24T00:00:00Z,HUM,3.0,1497,88.0,A,1,
1689,PAL9697,1996-11-24T00:00:00Z,HUM,3.1,4422,91.0,A,1,
1690,PAL9697,1996-11-24T00:00:00Z,HUM,2.2,6491,92.0,A,3,
1691,PAL9697,1996-11-25T00:00:00Z,HUM,3.1,4422,91.0,A,1,
1692,PAL9697,1996-11-25T00:00:00Z,HUM,2.2,6491,92.0,A,3,
1693,PAL9697,1996-11-27T00:00:00Z,HUM,2.0,7480,93.0,A,1,
1694,PAL9697,1996-11-28T00:00:00Z,HUM,3.0,7633,93.0,A,3,
1695,PAL9697,1996-11-29T00:00:00Z,HUM,3.0,7633,93.0,A,W,
1696,PAL9697,1996-11-30T00:00:00Z,HUM,2.0,4450,91.0,A,1,
1697,PAL9697,1996-11-30T00:00:00Z,HUM,2.1,6491,92.0,P,3,
1698,PAL9697,1996-12-01T00:00:00Z,HUM,2.0,1497,88.0,A,W,
1699,PAL9697,1996-12-01T00:00:00Z,HUM,3.0,7633,93.0,A,W,
1700,PAL9697,1996-12-02T00:00:00Z,HUM,2.0,6352,92.0,A,5,
1701,PAL9697,1996-12-03T00:00:00Z,CHR,7.0,6136,92.0,A,5,
1702,PAL9697,1996-12-03T00:00:00Z,HUM,2.2,6491,92.0,A,3,
1703,PAL9697,1996-12-03T00:00:00Z,HUM,2.2,6491,92.0,A,3,
1704,PAL9697,1996-12-03T00:00:00Z,HUM,0.0,6898,92.0,,,
1705,PAL9697,1996-12-04T00:00:00Z,HUM,2.2,6491,92.0,P,3,
1706,PAL9697,1996-12-04T00:00:00Z,HUM,3.0,6610,92.0,A,2,
1707,PAL9697,1996-12-05T00:00:00Z,TOR,0.0,7527,93.0,A,W,
1708,PAL9697,1996-12-08T00:00:00Z,COR,3.0,7633,93.0,A,W,
1709,PAL9697,1996-12-09T00:00:00Z,HUM,0.0,6276,92.0,,,
1710,PAL9697,1996-12-09T00:00:00Z,HUM,5.0,6482,92.0,A,1,
1711,PAL9697,1996-12-09T00:00:00Z,HUM,5.0,6482,92.0,A,W,
1712,PAL9697,1996-12-09T00:00:00Z,HUM,2.0,8851,94.0,A,W,
1713,PAL9697,1996-12-09T00:00:00Z,HUM,2.0,8851,94.0,A,W,
1714,PAL9697,1996-12-10T00:00:00Z,HUM,3.0,1497,88.0,A,1,
1715,PAL9697,1996-12-12T00:00:00Z,HUM,2.0,3808,90.0,P,5,
1716,PAL9697,1996-12-13T00:00:00Z,HUM,3.0,1497,88.0,A,W,
1717,PAL9697,1996-12-13T00:00:00Z,HUM,0.0,6352,92.0,A,W,
1718,PAL9697,1996-12-13T00:00:00Z,HUM,2.2,6491,92.0,A,3,
1719,PAL9697,1996-12-13T00:00:00Z,HUM,3.0,7527,93.0,A,W,
1720,PAL9697,1996-12-14T00:00:00Z,HUM,3.0,4422,91.0,A,1,
1721,PAL9697,1996-12-14T00:00:00Z,HUM,0.0,6352,92.0,A,,
1722,PAL9697,1996-12-14T00:00:00Z,HUM,2.2,6491,92.0,P,3,
1723,PAL9697,1996-12-14T00:00:00Z,HUM,3.0,6610,92.0,A,2,
1724,PAL9697,1996-12-14T00:00:00Z,HUM,3.0,6898,92.0,A,,
1725,PAL9697,1996-12-14T00:00:00Z,HUM,3.0,7633,93.0,A,1,
1726,PAL9697,1996-12-15T00:00:00Z,HUM,3.0,1497,88.0,A,,
1727,PAL9697,1996-12-15T00:00:00Z,HUM,3.0,6610,92.0,A,2,
1728,PAL9697,1996-12-16T00:00:00Z,HUM,2.0,3808,90.0,A,5,
1729,PAL9697,1996-12-16T00:00:00Z,HUM,2.0,6276,92.0,P,2,
1730,PAL9697,1996-12-16T00:00:00Z,TOR,5.0,6280,92.0,A,W,
1731,PAL9697,1996-12-16T00:00:00Z,HUM,2.0,6610,92.0,A,2,
1732,PAL9697,1996-12-16T00:00:00Z,HUM,2.0,7954,93.0,A,2,
1733,PAL9697,1996-12-17T00:00:00Z,HUM,3.0,6610,92.0,A,3,
1734,PAL9697,1996-12-17T00:00:00Z,HUM,5.0,8851,94.0,A,2,
1735,PAL9697,1996-12-18T00:00:00Z,HUM,2.0,6276,92.0,P,1,
1736,PAL9697,1996-12-18T00:00:00Z,HUM,2.0,6352,92.0,A,5,
1737,PAL9697,1996-12-18T00:00:00Z,HUM,2.0,6610,92.0,A,2,
1738,PAL9697,1996-12-18T00:00:00Z,HUM,2.0,6898,92.0,A,1,
1739,PAL9697,1996-12-19T00:00:00Z,HUM,3.0,1497,88.0,A,1,
1740,PAL9697,1996-12-19T00:00:00Z,HUM,3.0,4422,91.0,A,1,
1741,PAL9697,1996-12-19T00:00:00Z,HUM,2.0,6352,92.0,A,W,
1742,PAL9697,1996-12-19T00:00:00Z,HUM,5.0,8827,94.0,A,W,
1743,PAL9697,1996-12-19T00:00:00Z,HUM,2.0,8851,94.0,P,1,
1744,PAL9697,1996-12-20T00:00:00Z,CHR,0.0,6136,92.0,A,W,
1745,PAL9697,1996-12-21T00:00:00Z,HUM,3.0,4422,91.0,A,1,
1746,PAL9697,1996-12-21T00:00:00Z,HUM,2.2,6491,92.0,P,,
1747,PAL9697,1996-12-21T00:00:00Z,HUM,3.0,6610,92.0,P,2,
1748,PAL9697,1996-12-21T00:00:00Z,HUM,3.0,7527,93.0,A,W,
1749,PAL9697,1996-12-21T00:00:00Z,HUM,0.0,8833,94.0,A,W,
1750,PAL9697,1996-12-23T00:00:00Z,HUM,3.0,4422,91.0,P,1,
1751,PAL9697,1996-12-23T00:00:00Z,HUM,2.0,6352,92.0,A,W,
1752,PAL9697,1996-12-23T00:00:00Z,HUM,2.0,6352,92.0,A,W,
1753,PAL9697,1996-12-23T00:00:00Z,HUM,4.0,6482,92.0,A,W,
1754,PAL9697,1996-12-23T00:00:00Z,HUM,3.0,6610,92.0,P,2,
1755,PAL9697,1996-12-23T00:00:00Z,HUM,2.0,6878,92.0,A,W,
