time,avg_temperature,avg_pressure,peak_windspeed,avg_windspeed,wind_dir_1,wind_dir_2,wind_dir_3,wind_direction_prevailing,rainfall,wind_dir_4
1/04/1989,0.9,1000.7,18,4,110,NaN,NaN,SW,0,NaN
2/04/1989,-0.8,996.25,24,9,30,NaN,NaN,NE,0,NaN
3/04/1989,-2.05,996.65,13,8,60,NaN,NaN,NE,0,NaN
4/04/1989,-1.65,1000.05,14,6,210,NaN,NaN,NW,0,NaN
5/04/1989,-1.75,999.5,14,4,230,NaN,NaN,SW,0,NaN
6/04/1989,-0.3,995.95,15,4,180,NaN,NaN,W,0,NaN
7/04/1989,-2.3,991.9,16,8,40,NaN,NaN,NE,1,NaN
8/04/1989,-2.65,989.9,39,14,120,NaN,NaN,E,0,NaN
9/04/1989,-2.5,999.85,27,11,50,NaN,NaN,E,0,NaN
10/04/1989,-2.65,998.9,16,6,60,NaN,NaN,NE,-998,NaN
11/04/1989,-2.25,991.55,12,8,360,NaN,NaN,W,-998,NaN
12/04/1989,-3.2,988.4,30,12,260,NaN,NaN,SE,-998,NaN
13/04/1989,-5.35,998.8,16,10,30,NaN,NaN,SW,0,NaN
14/04/1989,-4.95,1002.1,13,6,70,NaN,NaN,E,0,NaN
15/04/1989,-1.9,994.55,18,6,130,NaN,NaN,SE,-998,NaN
16/04/1989,1.8,985.9,32,16,80,NaN,NaN,N,0,NaN
17/04/1989,0.15,987.45,19,6,250,NaN,NaN,N,0,NaN
18/04/1989,-1.95,992.65,25,8,30,NaN,NaN,NE,2,NaN
19/04/1989,-4.55,995.5,26,10,40,NaN,NaN,NE,0,NaN
20/04/1989,-4.45,993.45,19,5,90,NaN,NaN,N,1,NaN
21/04/1989,-1.45,987.6,10,4,310,NaN,NaN,N,2,NaN
22/04/1989,-0.6,982.5,20,2,10,NaN,NaN,N,4,NaN
23/04/1989,-1.1,984.1,33,15,30,NaN,NaN,N,-998,NaN
24/04/1989,-2.2,981.7,33,16,360,NaN,NaN,E,2,NaN
25/04/1989,-1.65,987.8,22,8,110,NaN,NaN,NW,2,NaN
26/04/1989,-2.1,995.2,16,8,240,NaN,NaN,SW,0,NaN
27/04/1989,-1.65,989,24,10,330,NaN,NaN,NW,1,NaN
28/04/1989,-1.25,979.2,20,12,210,NaN,NaN,W,4,NaN
29/04/1989,-1.8,988.5,17,12,20,NaN,NaN,N,0,NaN
30/04/1989,-0.25,986,45,16,40,NaN,NaN,NE,0,NaN
1/05/1989,-1,985.9,40,10,60,NaN,NaN,N,0,NaN
2/05/1989,-2.05,1003.15,21,8,220,NaN,NaN,SW,-998,NaN
3/05/1989,1.45,1005.55,40,10,40,NaN,NaN,N,1,NaN
4/05/1989,-1.1,999.35,20,8,360,NaN,NaN,NW,0,NaN
5/05/1989,0,987.5,42,22,360,NaN,NaN,W,-998,NaN
6/05/1989,-0.55,982.1,46,18,30,NaN,NaN,S,0,NaN
7/05/1989,2.35,980.3,40,15,30,NaN,NaN,E,0,NaN
8/05/1989,2.05,977.5,61,24,30,NaN,NaN,N,6,NaN
9/05/1989,-0.5,972.2,18,5,310,NaN,NaN,NE,0,NaN
10/05/1989,-3.9,975.9,52,28,30,NaN,NaN,NE,-998,NaN
11/05/1989,-5.2,986.55,26,14,30,NaN,NaN,NE,2,NaN
12/05/1989,-4.15,1001.25,27,14,220,NaN,NaN,W,1,NaN
13/05/1989,-2.5,1006.7,46,25,10,NaN,NaN,NW,2,NaN
14/05/1989,1.65,1010.55,35,20,10,NaN,NaN,NW,0,NaN
15/05/1989,3.05,998.9,45,30,30,NaN,NaN,NE,-998,NaN
16/05/1989,1.5,979.8,52,18,30,NaN,NaN,NE,3,NaN
17/05/1989,0.15,982.8,48,22,10,NaN,NaN,NW,-998,NaN
18/05/1989,-1.25,983.3,48,18,340,NaN,NaN,NW,0,NaN
19/05/1989,-1.15,987.2,46,16,40,NaN,NaN,NE,2,NaN
20/05/1989,0.85,985.85,44,16,30,NaN,NaN,N,0,NaN
21/05/1989,0.7,983.35,65,30,10,NaN,NaN,N,2,NaN
22/05/1989,-0.55,977.45,39,20,350,NaN,NaN,NW,2,NaN
23/05/1989,-1.55,985,42,18,20,NaN,NaN,NW,0,NaN
24/05/1989,-0.75,985.8,47,22,360,NaN,NaN,N,-998,NaN
25/05/1989,-2.25,969.4,55,30,10,NaN,NaN,N,11,NaN
26/05/1989,-1.1,959.5,77,26,20,NaN,NaN,NW,-998,NaN
27/05/1989,-1.95,958.95,66,30,350,NaN,NaN,NW,2,NaN
28/05/1989,-1.65,952.75,66,32,30,NaN,NaN,NW,-998,NaN
29/05/1989,-4.15,960.8,52,20,360,NaN,NaN,N,-998,NaN
30/05/1989,-5.95,963.55,44,20,300,NaN,NaN,NW,-998,NaN
31/05/1989,-2.75,960.6,79,38,30,NaN,NaN,NW,0,NaN
1/06/1989,-2.3,956.4,56,34,50,NaN,NaN,NW,0,NaN
2/06/1989,-3.1,957.6,58,30,340,NaN,NaN,NW,0,NaN
3/06/1989,-6.35,968.45,34,16,310,NaN,NaN,NE,10,NaN
4/06/1989,-5.55,976.05,44,22,190,NaN,NaN,S,0,NaN
5/06/1989,-5.85,994.8,20,12,120,NaN,NaN,SW,0,NaN
6/06/1989,-4.75,997.15,18,6,240,NaN,NaN,E,-998,NaN
7/06/1989,-3.1,995.45,26,15,210,NaN,NaN,SW,0,NaN
8/06/1989,-6.25,1006.6,28,6,190,NaN,NaN,NW,0,NaN
9/06/1989,-2.8,1016.15,14,8,330,NaN,NaN,N,0,NaN
10/06/1989,-1,1011.1,20,12,330,NaN,NaN,N,0,NaN
11/06/1989,-3.4,1008.5,34,16,230,NaN,NaN,SW,0,NaN
12/06/1989,-4.55,1017.8,34,10,40,NaN,NaN,E,0,NaN
13/06/1989,-3.4,1017.95,34,14,60,NaN,NaN,NE,-998,NaN
14/06/1989,0.15,1003.4,28,8,60,NaN,NaN,SE,0,NaN
15/06/1989,2.7,986.65,45,16,30,NaN,NaN,NE,0,NaN
16/06/1989,1.1,975.9,34,10,40,NaN,NaN,NE,0,NaN
17/06/1989,0.6,969.35,24,10,70,NaN,NaN,E,-998,NaN
18/06/1989,0.05,971.7,34,12,60,NaN,NaN,E,0,NaN
19/06/1989,-2.85,979.85,34,8,30,NaN,NaN,SE,2,NaN
20/06/1989,-0.3,969.35,56,30,30,NaN,NaN,NE,1,NaN
21/06/1989,0.4,966.65,42,18,40,NaN,NaN,NE,1,NaN
22/06/1989,-1.9,977.1,27,8,30,NaN,NaN,NE,2,NaN
23/06/1989,0,979.15,52,18,20,NaN,NaN,NW,7,NaN
24/06/1989,-0.1,971.95,44,24,350,NaN,NaN,N,36,NaN
25/06/1989,-2.6,973.75,50,20,240,NaN,NaN,NW,2,NaN
26/06/1989,-5.2,964.45,46,20,140,NaN,NaN,SE,2,NaN
27/06/1989,-3.5,971.7,34,18,20,NaN,NaN,N,0,NaN
28/06/1989,-0.85,966.85,42,14,30,NaN,NaN,E,0,NaN
29/06/1989,-3.85,960.75,31,12,240,NaN,NaN,SW,0,NaN
30/06/1989,-2.15,976.3,29,10,70,NaN,NaN,E,0,NaN
1/07/1989,-2.45,977.2,58,20,360,NaN,NaN,NE,2,NaN
2/07/1989,-0.85,961.05,60,30,40,NaN,NaN,N,-998,NaN
3/07/1989,-3,980.7,35,10,220,NaN,NaN,SW,0,NaN
4/07/1989,-1.95,995.05,33,12,30,NaN,NaN,NW,0,NaN
5/07/1989,0.25,993.55,36,12,20,NaN,NaN,NE,6,NaN
6/07/1989,0.85,987.85,27,12,360,NaN,NaN,N,1,NaN
7/07/1989,0.8,990.2,47,18,30,NaN,NaN,N,0,NaN
8/07/1989,0,990.95,30,18,300,NaN,NaN,NW,-998,NaN
9/07/1989,-0.55,1000.4,24,14,10,NaN,NaN,N,1,NaN
10/07/1989,0.6,989.05,50,25,60,NaN,NaN,NE,0,NaN
11/07/1989,1.1,974.05,64,32,350,NaN,NaN,N,0,NaN
12/07/1989,0.5,971.5,62,30,330,NaN,NaN,N,0,NaN
13/07/1989,-2.2,978.8,38,20,300,NaN,NaN,W,-998,NaN
14/07/1989,-2.85,988.2,43,23,10,NaN,NaN,N,0,NaN
15/07/1989,-0.25,979.35,54,30,60,NaN,NaN,NE,2,NaN
16/07/1989,-2.25,974.55,58,18,30,NaN,NaN,N,0,NaN
17/07/1989,-1.4,984,54,10,10,NaN,NaN,NE,-998,NaN
18/07/1989,-3.25,997.1,33,12,30,NaN,NaN,E,0,NaN
19/07/1989,0.3,1000.35,52,25,30,NaN,NaN,NE,-998,NaN
20/07/1989,-1.7,995.15,54,30,20,NaN,NaN,NW,1,NaN
21/07/1989,-2.2,999.4,40,25,340,NaN,NaN,N,17,NaN
22/07/1989,-1.95,987.8,53,22,20,NaN,NaN,N,3,NaN
23/07/1989,-3.55,991.75,52,20,230,NaN,NaN,SW,-998,NaN
24/07/1989,-3.25,1008.35,24,6,210,NaN,NaN,SW,0,NaN
25/07/1989,-4.7,1014.75,12,5,210,NaN,NaN,W,0,NaN
26/07/1989,-6.15,1014.9,10,2,20,NaN,NaN,E,-998,NaN
27/07/1989,-3.45,1010,12,4,30,NaN,NaN,NE,0,NaN
28/07/1989,-0.55,1003.2,13,4,360,NaN,NaN,N,2,NaN
29/07/1989,-1.65,1000.2,18,4,350,NaN,NaN,NW,1,NaN
30/07/1989,-2.75,1005.5,30,4,250,NaN,NaN,NW,-998,NaN
31/07/1989,-2.55,1009.55,25,8,360,NaN,NaN,NW,0,NaN
1/08/1989,-2.45,998.6,77,20,20,NaN,NaN,NW,3,NaN
2/08/1989,-5.5,996.85,28,10,270,NaN,NaN,SW,0,NaN
3/08/1989,-1.4,995.05,47,26,30,NaN,NaN,N,0,NaN
4/08/1989,1.1,996.85,42,18,360,NaN,NaN,N,0,NaN
5/08/1989,1.4,989.65,42,10,60,NaN,NaN,E,2,NaN
6/08/1989,-1.9,987.4,33,10,20,NaN,NaN,NW,-998,NaN
7/08/1989,-1.8,1003,25,6,30,NaN,NaN,NW,3,NaN
8/08/1989,-1.7,1007.7,58,24,30,NaN,NaN,NE,-998,NaN
9/08/1989,-0.5,998.1,44,20,20,NaN,NaN,NE,1,NaN
10/08/1989,-0.55,1006.15,10,2,140,NaN,NaN,E,2,NaN
11/08/1989,-4.4,1014.2,12,4,360,NaN,NaN,NE,0,NaN
12/08/1989,-5.25,1007.6,12,6,90,NaN,NaN,NE,0,NaN
13/08/1989,-1.9,996.15,36,8,20,NaN,NaN,NW,0,NaN
14/08/1989,0.25,991.05,40,8,40,NaN,NaN,SE,2,NaN
15/08/1989,-1.1,992.55,18,4,150,NaN,NaN,N,1,NaN
16/08/1989,-0.95,991.75,19,4,90,NaN,NaN,N,3,NaN
17/08/1989,-3.5,988.45,16,4,210,NaN,NaN,W,0,NaN
18/08/1989,-6.65,992.45,38,15,40,NaN,NaN,W,-998,NaN
19/08/1989,-5.8,992.55,46,15,20,NaN,NaN,W,-998,NaN
20/08/1989,-4.1,997.85,40,15,270,NaN,NaN,NW,-998,NaN
21/08/1989,-2.2,998.7,48,20,20,NaN,NaN,N,4,NaN
22/08/1989,0.15,1004.8,38,18,20,NaN,NaN,N,0,NaN
23/08/1989,1.1,1008.5,48,14,30,NaN,NaN,E,0,NaN
24/08/1989,-0.5,1005.4,40,8,30,NaN,NaN,NE,-998,NaN
25/08/1989,-1.9,997.7,16,2,30,NaN,NaN,N,8,NaN
26/08/1989,-1.35,998.85,25,6,30,NaN,NaN,E,-998,NaN
27/08/1989,-1,1005.05,40,4,30,NaN,NaN,SW,1,NaN
28/08/1989,-4.7,999.35,11,6,360,NaN,NaN,NE,-998,NaN
29/08/1989,-6.9,993.95,12,6,20,NaN,NaN,NE,0,NaN
30/08/1989,-4.65,995.6,24,10,100,NaN,NaN,E,3,NaN
31/08/1989,-5.55,993.15,40,14,70,NaN,NaN,E,0,NaN
1/09/1989,-0.55,989.05,40,20,80,NaN,NaN,E,-998,NaN
2/09/1989,0.25,988.7,26,10,70,NaN,NaN,W,0,NaN
3/09/1989,-4.4,986.15,17,8,30,NaN,NaN,NE,-998,NaN
4/09/1989,-5.1,984.2,12,8,30,NaN,NaN,NE,-998,NaN
5/09/1989,-3.85,982.6,10,6,30,NaN,NaN,NE,1,NaN
6/09/1989,-4.55,981.9,19,8,50,NaN,NaN,SE,1,NaN
7/09/1989,-6.55,987.95,23,12,100,NaN,NaN,E,0,NaN
8/09/1989,-5.8,997.05,17,12,100,NaN,NaN,SE,0,NaN
9/09/1989,-6.2,1003.9,15,8,220,NaN,NaN,SW,-998,NaN
10/09/1989,-2.8,1001.05,32,12,10,NaN,NaN,NW,0,NaN
11/09/1989,0.15,985.7,49,30,30,NaN,NaN,N,5,NaN
12/09/1989,-1.1,965.1,61,35,10,NaN,NaN,N,1,NaN
13/09/1989,-3.5,972.6,42,10,250,NaN,NaN,SW,-998,NaN
14/09/1989,-1.35,984.4,38,20,20,NaN,NaN,N,5,NaN
15/09/1989,-0.25,988.25,40,20,10,NaN,NaN,N,4,NaN
16/09/1989,-2.1,994.05,64,18,30,NaN,NaN,NE,-998,NaN
17/09/1989,1.7,986.35,52,24,30,NaN,NaN,NE,-998,NaN
18/09/1989,0.3,975.35,20,6,240,NaN,NaN,W,14,NaN
19/09/1989,-1.75,980.15,22,8,240,NaN,NaN,W,-998,NaN
20/09/1989,-3.05,976.35,60,20,40,NaN,NaN,N,0,NaN
21/09/1989,-3.3,972.45,32,16,250,NaN,NaN,W,0,NaN
22/09/1989,-2.7,980,40,16,270,NaN,NaN,W,0,NaN
23/09/1989,-3.85,1001.85,39,12,220,NaN,NaN,SW,0,NaN
24/09/1989,-2.75,1008.35,41,8,10,NaN,NaN,N,0,NaN
25/09/1989,-5,1006.05,59,14,360,NaN,NaN,N,0,NaN
26/09/1989,-1.65,1013.65,41,20,350,NaN,NaN,N,0,NaN
27/09/1989,1.05,998.4,NaN,27,NaN,NaN,NaN,N,0,NaN
28/09/1989,-0.45,997.9,NaN,8,NaN,NaN,NaN,SW,-998,NaN
29/09/1989,-1.1,1005.5,NaN,3,NaN,NaN,NaN,SE,0,NaN
30/09/1989,-1.6,997,NaN,23,NaN,NaN,NaN,E,-998,NaN
1/10/1989,0.8,987.45,NaN,10,NaN,NaN,NaN,SE,-998,NaN
2/10/1989,1,978.1,NaN,13,NaN,NaN,NaN,NE,0,NaN
3/10/1989,-0.3,975.95,NaN,10,NaN,NaN,NaN,S,3,NaN
4/10/1989,0.5,966.4,NaN,28,NaN,NaN,NaN,W,-998,NaN
5/10/1989,0.05,961.95,NaN,22,NaN,NaN,NaN,SE,0,NaN
6/10/1989,-0.7,974.05,NaN,20,NaN,NaN,NaN,W,9,NaN
7/10/1989,0.05,973.7,NaN,31,NaN,NaN,NaN,SW,5,NaN
8/10/1989,0.55,973.15,NaN,13,NaN,NaN,NaN,NW,0,NaN
9/10/1989,-1.1,982.8,NaN,6,NaN,NaN,NaN,S,3,NaN
10/10/1989,-2.2,993.7,NaN,8,NaN,NaN,NaN,W,-998,NaN
11/10/1989,-1.1,995.85,NaN,11,NaN,NaN,NaN,NE,-998,NaN
12/10/1989,-0.35,979.85,NaN,6,NaN,NaN,NaN,SE,9,NaN
13/10/1989,-0.75,984.8,NaN,5,NaN,NaN,NaN,S,8,NaN
14/10/1989,-1.6,986.9,NaN,12,NaN,NaN,NaN,E,1,NaN
15/10/1989,-0.5,973.2,NaN,8,NaN,NaN,NaN,S,11,NaN
16/10/1989,-2.75,975.65,NaN,22,NaN,NaN,NaN,S,-998,NaN
17/10/1989,-2.05,982,NaN,9,NaN,NaN,NaN,S,1,NaN
18/10/1989,-0.75,978,NaN,13,NaN,NaN,NaN,N,10,NaN
19/10/1989,-2.8,985.7,NaN,15,NaN,NaN,NaN,W,-998,NaN
20/10/1989,-1.55,984.05,34,12,270,NaN,NaN,W,-998,NaN
21/10/1989,0.5,982.2,24,8,90,NaN,NaN,E,2,NaN
22/10/1989,-3.05,1001.4,36,27,250,NaN,NaN,SE,0,NaN
23/10/1989,-1.55,1005.55,61,30,40,NaN,NaN,N,0,NaN
24/10/1989,-0.2,991.5,65,42,40,NaN,NaN,NE,17,NaN
25/10/1989,0.55,984.55,50,28,20,NaN,NaN,NE,3,NaN
26/10/1989,3.05,986.8,35,15,110,NaN,NaN,SE,0,NaN
27/10/1989,4.75,982.8,41,25,140,NaN,NaN,SE,0,NaN
28/10/1989,-0.55,988.85,21,17,290,NaN,NaN,W,0,NaN
29/10/1989,-0.25,993.85,20,12,270,NaN,NaN,W,0,NaN
30/10/1989,0.55,974.25,52,30,10,NaN,NaN,N,5,NaN
31/10/1989,-0.7,972.45,41,28,270,NaN,NaN,W,4,NaN
1/11/1989,0.05,971.7,47,15,40,NaN,NaN,W,-998,NaN
2/11/1989,-0.55,954.7,27,11,330,NaN,NaN,W,8,NaN
3/11/1989,-1.15,964.35,38,13,50,NaN,NaN,N,-998,NaN
4/11/1989,0,968.15,30,24,150,NaN,NaN,SE,0,NaN
5/11/1989,0.25,988.1,26,8,40,NaN,NaN,NE,0,NaN
6/11/1989,2.05,1002.45,30,11,40,NaN,NaN,E,0,NaN
7/11/1989,0.75,998.15,10,5,170,NaN,NaN,W,-998,NaN
8/11/1989,2.05,1003,22,7,360,NaN,NaN,N,1,NaN
9/11/1989,1,1005.45,12,5,80,NaN,NaN,SE,-998,NaN
10/11/1989,2.95,999.5,30,11,70,NaN,NaN,SW,0,NaN
11/11/1989,0.15,995.5,13,6,270,NaN,NaN,W,-998,NaN
12/11/1989,-0.15,987.6,25,9,120,NaN,NaN,E,-998,NaN
13/11/1989,1.8,976.3,30,4,50,NaN,NaN,SE,5,NaN
14/11/1989,2.1,976.05,18,7,40,NaN,NaN,S,0,NaN
15/11/1989,-0.4,979.75,17,8,250,NaN,NaN,SW,-998,NaN
16/11/1989,-1.2,980.8,10,3,330,NaN,NaN,NW,0,NaN
17/11/1989,0.65,975.95,9,3,160,NaN,NaN,N,-998,NaN
18/11/1989,2.35,974.25,26,14,110,NaN,NaN,E,0,NaN
19/11/1989,1.35,972.45,16,6,30,NaN,NaN,N,0,NaN
20/11/1989,0.75,968.95,15,6,30,NaN,NaN,N,-998,NaN
21/11/1989,0.25,973.4,9,5,10,NaN,NaN,NE,0,NaN
22/11/1989,0.7,977.7,32,9,40,NaN,NaN,E,0,NaN
23/11/1989,1.75,981.25,26,7,100,NaN,NaN,NE,-998,NaN
24/11/1989,0.75,985.95,20,11,90,NaN,NaN,NE,-998,NaN
25/11/1989,2.15,992.5,12,7,50,NaN,NaN,E,0,NaN
26/11/1989,1.95,1002.25,10,7,20,NaN,NaN,N,0,NaN
27/11/1989,1.4,999.3,20,11,150,NaN,NaN,SE,2,NaN
28/11/1989,2.55,995,28,11,120,NaN,NaN,W,-998,NaN
29/11/1989,4.2,985.45,42,19,30,NaN,NaN,E,5,NaN
30/11/1989,2.45,986.65,24,11,100,NaN,NaN,NE,3,NaN
1/12/1989,2.6,991.7,17,5,30,NaN,NaN,NW,2,NaN
2/12/1989,4,996.9,11,5,340,NaN,NaN,NW,0,NaN
3/12/1989,0.95,995.6,10,5,270,NaN,NaN,N,-998,NaN
4/12/1989,1.4,992.5,11,7,290,NaN,NaN,NW,-998,NaN
5/12/1989,1.7,996.2,10,6,330,NaN,NaN,N,0,NaN
6/12/1989,1.2,1000.5,16,8,220,NaN,NaN,W,-998,NaN
7/12/1989,2.45,1003.2,15,4,50,NaN,NaN,E,0,NaN
8/12/1989,3.7,998.8,25,9,90,NaN,NaN,W,0,NaN
9/12/1989,2.2,995.5,28,6,70,NaN,NaN,NE,-998,NaN
10/12/1989,3.1,997.9,24,11,30,NaN,NaN,NE,0,NaN
11/12/1989,2.3,990.7,29,13,150,NaN,NaN,SE,0,NaN
12/12/1989,3.35,988.05,31,11,150,NaN,NaN,N,-998,NaN
13/12/1989,1.4,992.75,19,9,280,NaN,NaN,N,3,NaN
14/12/1989,1.4,998.65,25,13,250,NaN,NaN,W,-998,NaN
15/12/1989,2.5,1000.95,20,11,230,NaN,NaN,SW,0,NaN
16/12/1989,1.8,996.75,18,7,230,NaN,NaN,W,-998,NaN
17/12/1989,1.95,993.25,20,11,240,NaN,NaN,SW,0,NaN
18/12/1989,1.85,987.25,27,13,40,NaN,NaN,SE,2,NaN
19/12/1989,2.25,976.85,37,11,50,NaN,NaN,E,3,NaN
20/12/1989,0.9,973.7,24,9,260,NaN,NaN,W,6,NaN
21/12/1989,1.1,981.7,30,13,280,NaN,NaN,W,0,NaN
22/12/1989,2.55,988.35,12,7,260,NaN,NaN,S,0,NaN
23/12/1989,3.2,987.5,33,5,90,NaN,NaN,NE,-998,NaN
24/12/1989,5,986.7,32,15,50,NaN,NaN,SE,-998,NaN
25/12/1989,3.95,987.05,16,3,170,NaN,NaN,S,-998,NaN
26/12/1989,3.45,992.7,12,3,180,NaN,NaN,SE,5,NaN
27/12/1989,4.45,999.05,12,2,360,NaN,NaN,W,0,NaN
28/12/1989,2.85,998.05,8,2,240,NaN,NaN,W,0,NaN
29/12/1989,3.25,995.55,19,2,50,NaN,NaN,N,2,NaN
30/12/1989,4.05,993.3,48,21,50,NaN,NaN,NE,0,NaN
31/12/1989,4,993.05,45,18,50,NaN,NaN,NE,2,NaN
1/01/1990,1.5,995.35,18,9,260,NaN,NaN,W,2,NaN
2/01/1990,2.45,987.4,18,3,150,NaN,NaN,SE,18,NaN
3/01/1990,5.8,982.4,21,11,180,NaN,NaN,SE,0,NaN
4/01/1990,3.2,990.65,20,11,260,NaN,NaN,NW,0,NaN
5/01/1990,2.25,995.5,19,13,260,NaN,NaN,W,0,NaN
6/01/1990,2,996.1,11,7,260,NaN,NaN,SW,0,NaN
7/01/1990,2.6,1000,20,13,240,NaN,NaN,W,-998,NaN
8/01/1990,2.5,998.75,18,7,170,NaN,NaN,N,0,NaN
9/01/1990,5.3,986.7,46,17,50,NaN,NaN,NE,0,NaN
10/01/1990,3,975.4,12,3,260,NaN,NaN,N,9,NaN
11/01/1990,2.6,983,8,1,190,NaN,NaN,N,1,NaN
12/01/1990,4.75,992.7,8,3,230,NaN,NaN,W,0,NaN
13/01/1990,3.05,998.6,20,7,50,NaN,NaN,E,0,NaN
14/01/1990,3.85,997.8,14,5,30,NaN,NaN,N,0,NaN
15/01/1990,4.4,993.35,30,13,100,NaN,NaN,NE,0,NaN
16/01/1990,5,990.6,28,13,150,NaN,NaN,SE,0,NaN
17/01/1990,4.4,994.05,20,2,110,NaN,NaN,NE,0,NaN
18/01/1990,4.5,997.3,31,7,60,NaN,NaN,SE,1,NaN
19/01/1990,3.45,999.05,10,1,110,NaN,NaN,NE,5,NaN
20/01/1990,5.2,999.95,13,2,140,NaN,NaN,NE,0,NaN
21/01/1990,6.1,995.95,14,5,140,NaN,NaN,SE,-998,NaN
22/01/1990,3.05,990.55,18,7,30,NaN,NaN,N,0,NaN
23/01/1990,4.3,994.65,15,5,240,NaN,NaN,NE,1,NaN
24/01/1990,3.9,994.6,7,3,20,NaN,NaN,NE,0,NaN
25/01/1990,5.05,991.45,10,5,160,NaN,NaN,NE,0,NaN
26/01/1990,4.3,993.15,9,2,10,NaN,NaN,N,0,NaN
27/01/1990,3.05,996.95,7,1,190,NaN,NaN,NE,1,NaN
28/01/1990,3.35,994.25,12,5,240,NaN,NaN,W,0,NaN
29/01/1990,3.1,988.85,20,8,220,NaN,NaN,SW,-998,NaN
30/01/1990,2.2,986.3,19,6,220,NaN,NaN,SW,-998,NaN
31/01/1990,2.7,982.95,5,1,120,NaN,NaN,N,1,NaN
1/02/1990,4.55,984.35,12,3,60,NaN,NaN,N,2,NaN
2/02/1990,3,988.8,26,7,270,NaN,NaN,W,-998,NaN
3/02/1990,3.45,995.55,30,7,20,NaN,NaN,NE,-998,NaN
4/02/1990,5.8,995.75,47,13,10,NaN,NaN,N,0,NaN
5/02/1990,4.75,991.15,45,22,10,NaN,NaN,N,10,NaN
6/02/1990,3.8,981,27,13,10,NaN,NaN,NW,-998,NaN
7/02/1990,4.2,981.2,26,13,70,NaN,NaN,SW,-998,NaN
8/02/1990,3.3,988,45,17,10,NaN,NaN,NW,9,NaN
9/02/1990,2.8,990.25,30,17,350,NaN,NaN,NW,5,NaN
10/02/1990,3.05,988.1,36,15,360,NaN,NaN,N,7,NaN
11/02/1990,5.8,990.8,40,15,20,NaN,NaN,NW,-998,NaN
12/02/1990,5.55,988.35,54,31,330,NaN,NaN,NW,-998,NaN
13/02/1990,2.1,996.5,28,17,320,NaN,NaN,W,6,NaN
14/02/1990,2.7,1001.7,34,17,10,NaN,NaN,NW,3,NaN
15/02/1990,1.95,990.15,31,13,330,NaN,NaN,NW,1,NaN
16/02/1990,1.8,989.35,32,15,210,NaN,NaN,SW,2,NaN
17/02/1990,1.7,997.35,29,13,210,NaN,NaN,SW,2,NaN
18/02/1990,2.5,995.55,24,8,10,NaN,NaN,E,3,NaN
19/02/1990,3.45,986.2,47,11,100,NaN,NaN,SW,0,NaN
20/02/1990,3.55,991.85,16,9,200,NaN,NaN,S,0,NaN
21/02/1990,2.55,986.3,45,13,50,NaN,NaN,E,0,NaN
22/02/1990,5.05,981.35,40,20,40,NaN,NaN,N,0,NaN
23/02/1990,5.05,986.55,25,5,60,NaN,NaN,W,0,NaN
24/02/1990,4.65,995.8,21,7,70,NaN,NaN,E,-998,NaN
25/02/1990,5.25,995.8,56,23,10,NaN,NaN,N,1,NaN
26/02/1990,3.1,998.55,26,15,330,NaN,NaN,N,2,NaN
27/02/1990,3.95,988.7,26,11,90,NaN,NaN,E,-998,NaN
28/02/1990,2.1,979.95,37,15,60,NaN,NaN,N,-998,NaN
1/03/1990,3.75,987.7,22,7,60,NaN,NaN,N,0,NaN
2/03/1990,2.4,984.05,57,21,30,NaN,NaN,N,0,NaN
3/03/1990,1.75,982.2,34,13,110,NaN,NaN,SE,3,NaN
4/03/1990,1.2,991.7,30,13,10,NaN,NaN,NW,4,NaN
5/03/1990,2.25,983.15,35,17,360,NaN,NaN,N,5,NaN
6/03/1990,2.25,969.8,23,11,20,NaN,NaN,N,5,NaN
7/03/1990,3.4,973.25,35,17,100,NaN,NaN,E,-998,NaN
8/03/1990,1.35,977.2,49,19,10,NaN,NaN,N,0,NaN
9/03/1990,1.4,987.3,26,14,210,NaN,NaN,SW,7,NaN
10/03/1990,2.35,989,55,20,360,NaN,NaN,N,5,NaN
11/03/1990,2.5,965.3,46,22,360,NaN,NaN,N,11,NaN
12/03/1990,2,986.9,32,12,210,NaN,NaN,SW,0,NaN
13/03/1990,-0.4,1004.05,14,7,360,NaN,NaN,N,0,NaN
14/03/1990,2,1010.45,14,5,190,NaN,NaN,S,0,NaN
15/03/1990,3.15,1008.4,37,9,20,NaN,NaN,NW,-998,NaN
16/03/1990,3.35,998.7,29,11,10,NaN,NaN,NW,6,NaN
17/03/1990,0.95,996.4,32,13,210,NaN,NaN,SW,1,NaN
18/03/1990,1.5,995.35,26,9,30,NaN,NaN,NW,4,NaN
19/03/1990,2.5,981.25,66,23,20,NaN,NaN,N,11,NaN
20/03/1990,4.25,972.65,49,25,350,NaN,NaN,N,3,NaN
21/03/1990,2.15,974.7,26,13,350,NaN,NaN,NW,0,NaN
22/03/1990,1.05,976.4,20,3,360,NaN,NaN,N,0,NaN
23/03/1990,0.55,980.45,24,7,200,NaN,NaN,W,-998,NaN
24/03/1990,-1.35,985.4,21,7,210,NaN,NaN,SW,0,NaN
25/03/1990,-1.1,990.3,13,7,200,NaN,NaN,SW,0,NaN
26/03/1990,-0.15,979.6,45,19,120,NaN,NaN,NE,-998,NaN
27/03/1990,2.55,965.05,32,13,360,NaN,NaN,N,2,NaN
28/03/1990,2.9,973.2,41,21,10,NaN,NaN,N,0,NaN
