time,avg_temperature,avg_pressure,peak_windspeed,avg_windspeed,wind_dir_1,wind_dir_2,wind_dir_3,wind_direction_prevailing,rainfall,wind_dir_4
8/09/2010,-6.7,1015.7,NaN,3,NaN,NaN,356,N,0,NaN
9/09/2010,-6.1,1014.8,NaN,3,NaN,NaN,148,NE,0,NaN
10/09/2010,-2,1006.9,NaN,3,NaN,NaN,147,SE,9,NaN
11/09/2010,-5.3,1008.4,NaN,3,NaN,NaN,31,NE,0,NaN
12/09/2010,0.6,1001.9,NaN,23,NaN,NaN,17,N,0,NaN
13/09/2010,1.2,992.7,NaN,38,NaN,NaN,29,NE,0,NaN
14/09/2010,0.1,984.5,NaN,20,NaN,NaN,26,N,2,NaN
15/09/2010,0.1,984.4,NaN,22,NaN,NaN,26,NE,0,NaN
16/09/2010,-0.4,976.3,NaN,13,NaN,NaN,75,E,0,NaN
17/09/2010,-1.6,987.8,NaN,7,NaN,NaN,48,N,0,NaN
18/09/2010,1.4,980.6,NaN,20,NaN,NaN,24,E,0,NaN
19/09/2010,1.3,970,NaN,27,NaN,NaN,35,NE,0,NaN
20/09/2010,-0.6,969.2,NaN,23,NaN,NaN,31,NE,0,NaN
21/09/2010,-2.1,978.7,NaN,4,NaN,NaN,16,W,0,NaN
22/09/2010,-4.6,987.1,NaN,4,NaN,NaN,24,SW,0,NaN
23/09/2010,-2.9,969.8,NaN,14,NaN,NaN,98,E,0,NaN
24/09/2010,-2.7,977.2,NaN,7,NaN,NaN,32,E,0,NaN
25/09/2010,-2.4,995.1,NaN,6,NaN,NaN,248,W,0,NaN
26/09/2010,-0.8,1002.1,NaN,19,NaN,NaN,32,NE,1,NaN
27/09/2010,0.1,1000.3,NaN,4,NaN,NaN,136,SE,0,NaN
28/09/2010,1.4,987.3,NaN,22,NaN,NaN,26,NE,1,NaN
29/09/2010,-1.4,992.1,NaN,11,NaN,NaN,21,NW,3,NaN
30/09/2010,1,977.6,NaN,21,NaN,NaN,28,NE,1,NaN
1/10/2010,-2.4,983.2,NaN,12,NaN,NaN,241,W,0,NaN
2/10/2010,-1.1,993.3,NaN,6,NaN,NaN,321,NW,0,NaN
3/10/2010,-1.4,989.4,NaN,2,NaN,NaN,103,SE,0,NaN
4/10/2010,-0.9,993.5,NaN,11,NaN,NaN,26,NE,0,NaN
5/10/2010,-1,999.7,NaN,7,NaN,NaN,36,N,0,NaN
6/10/2010,3.3,994.8,NaN,32,NaN,NaN,34,NE,0,NaN
7/10/2010,1.4,990.2,NaN,25,NaN,NaN,32,N,1,NaN
8/10/2010,1.7,975.4,NaN,26,NaN,NaN,34,NE,0,NaN
9/10/2010,1.2,961.5,NaN,28,NaN,NaN,21,N,26,NaN
10/10/2010,-0.5,960.1,NaN,20,NaN,NaN,356,N,1,NaN
11/10/2010,-2.8,970,NaN,19,NaN,NaN,4,N,1,NaN
12/10/2010,-1.4,964.4,NaN,12,NaN,NaN,51,NE,5,NaN
13/10/2010,-3.7,976.9,NaN,18,NaN,NaN,259,W,0,NaN
14/10/2010,-2.9,988.4,NaN,14,NaN,NaN,40,W,0,NaN
15/10/2010,0.4,970.6,NaN,20,NaN,NaN,25,NE,1,NaN
16/10/2010,-0.6,988.1,NaN,21,NaN,NaN,29,W,1,NaN
17/10/2010,1.8,981.6,NaN,31,NaN,NaN,36,NE,14,NaN
18/10/2010,2.2,969.7,NaN,33,NaN,NaN,37,NE,15,NaN
19/10/2010,2.3,961.6,NaN,25,NaN,NaN,48,NE,2,NaN
20/10/2010,1.6,966,NaN,23,NaN,NaN,18,NE,0,NaN
21/10/2010,-0.1,971.3,NaN,4,NaN,NaN,21,SE,0,NaN
22/10/2010,0.7,974.2,NaN,16,NaN,NaN,28,NE,0,NaN
23/10/2010,0.4,974.3,NaN,20,NaN,NaN,15,N,0,NaN
24/10/2010,-0.4,977.6,NaN,21,NaN,NaN,352,NW,0,NaN
25/10/2010,-1.4,987.7,NaN,13,NaN,NaN,309,W,1,NaN
26/10/2010,-0.9,1005,NaN,10,NaN,NaN,59,N,0,NaN
27/10/2010,3.9,988.5,NaN,25,NaN,NaN,22,N,6,NaN
28/10/2010,-2,994.5,NaN,11,NaN,NaN,10,SW,1,NaN
29/10/2010,-2.5,990.7,NaN,10,NaN,NaN,29,NE,0,NaN
30/10/2010,-0.8,978,NaN,24,NaN,NaN,32,N,2,NaN
31/10/2010,0,979.9,NaN,19,NaN,NaN,10,N,1,NaN
1/11/2010,1.3,992.2,NaN,22,NaN,NaN,26,N,1,NaN
2/11/2010,0.7,994.5,NaN,20,NaN,NaN,352,N,3,NaN
3/11/2010,1.9,992.1,NaN,19,NaN,NaN,18,N,5,NaN
4/11/2010,1.7,999.4,NaN,11,NaN,NaN,337,N,1,NaN
5/11/2010,3,998.4,NaN,27,NaN,NaN,47,NE,0,NaN
6/11/2010,0.8,982.1,NaN,11,NaN,NaN,37,NE,4,NaN
7/11/2010,-1.1,976.5,NaN,13,NaN,NaN,38,NW,2,NaN
8/11/2010,-1.3,978.8,NaN,11,NaN,NaN,231,NW,3,NaN
9/11/2010,-1.9,991.7,NaN,14,NaN,NaN,28,SW,0,NaN
10/11/2010,1.5,991.9,NaN,16,NaN,NaN,353,N,21,NaN
11/11/2010,1.1,988.4,NaN,16,NaN,NaN,13,N,17,NaN
12/11/2010,0.9,988.3,NaN,23,NaN,NaN,37,N,3,NaN
13/11/2010,-0.1,991.4,NaN,17,NaN,NaN,22,N,0,NaN
14/11/2010,2,995.5,NaN,20,NaN,NaN,19,N,7,NaN
15/11/2010,1.8,998.6,NaN,15,NaN,NaN,352,N,1,NaN
16/11/2010,2,999.2,NaN,8,NaN,NaN,34,SE,0,NaN
17/11/2010,1.8,974.4,NaN,15,NaN,NaN,37,N,1,NaN
18/11/2010,-0.2,975.3,NaN,12,NaN,NaN,326,NW,3,NaN
19/11/2010,3.5,965.7,NaN,12,NaN,NaN,21,NE,0,NaN
20/11/2010,0,976.6,NaN,17,NaN,NaN,19,N,1,NaN
21/11/2010,4,973.4,NaN,17,NaN,NaN,47,E,0,NaN
22/11/2010,1.6,973,NaN,8,NaN,NaN,77,N,0,NaN
23/11/2010,1.4,967.6,NaN,12,NaN,NaN,70,E,0,NaN
24/11/2010,0.8,970.3,NaN,5,NaN,NaN,23,SE,0,NaN
25/11/2010,-0.1,977.8,NaN,14,NaN,NaN,25,N,1,NaN
26/11/2010,-0.4,981.3,NaN,8,NaN,NaN,36,NW,0,NaN
27/11/2010,-0.4,981.8,NaN,8,NaN,NaN,20,N,0,NaN
28/11/2010,0.4,972.5,NaN,10,NaN,NaN,28,SE,1,NaN
29/11/2010,-0.5,973.1,NaN,5,NaN,NaN,84,SE,1,NaN
30/11/2010,-0.7,973.3,NaN,15,NaN,NaN,115,E,0,NaN
1/12/2010,1,969.5,NaN,13,NaN,NaN,118,E,0,NaN
2/12/2010,-0.1,970.7,NaN,9,NaN,NaN,245,SW,0,NaN
3/12/2010,-0.7,974.1,NaN,12,NaN,NaN,243,SW,0,NaN
4/12/2010,0.5,979.1,NaN,6,NaN,NaN,154,W,0,NaN
5/12/2010,1.3,989.1,NaN,5,NaN,NaN,35,NE,0,NaN
6/12/2010,0.7,985.7,NaN,4,NaN,NaN,48,W,0,NaN
7/12/2010,-1.1,987.4,NaN,11,NaN,NaN,17,N,0,NaN
8/12/2010,-0.1,985.1,NaN,11,NaN,NaN,18,E,0,NaN
9/12/2010,0.3,983.6,NaN,6,NaN,NaN,81,NW,0,NaN
10/12/2010,-0.4,986.5,NaN,6,NaN,NaN,219,W,0,NaN
11/12/2010,0,982.8,NaN,6,NaN,NaN,242,SW,0,NaN
12/12/2010,-0.4,980.5,NaN,6,NaN,NaN,29,NE,0,NaN
13/12/2010,1,968.2,NaN,13,NaN,NaN,105,SE,0,NaN
14/12/2010,0,977.1,NaN,6,NaN,NaN,229,SW,0,NaN
15/12/2010,0.6,978.6,NaN,7,NaN,NaN,23,NE,0,NaN
16/12/2010,2.5,968.4,NaN,15,NaN,NaN,75,E,0,NaN
17/12/2010,0.8,978.8,NaN,6,NaN,NaN,235,SW,0,NaN
18/12/2010,0.7,982.4,NaN,4,NaN,NaN,234,SW,0,NaN
19/12/2010,1.4,973.3,NaN,3,NaN,NaN,34,N,0,NaN
20/12/2010,2,968.9,NaN,10,NaN,NaN,19,N,1,NaN
21/12/2010,0.9,972.3,NaN,7,NaN,NaN,119,W,0,NaN
22/12/2010,1.6,984.3,NaN,6,NaN,NaN,259,W,0,NaN
23/12/2010,3.1,976.7,NaN,8,NaN,NaN,123,E,0,NaN
24/12/2010,3.6,977.7,NaN,7,NaN,NaN,77,E,0,NaN
25/12/2010,5,974.8,NaN,11,NaN,NaN,76,E,0,NaN
26/12/2010,4,985.2,NaN,4,NaN,NaN,77,W,0,NaN
27/12/2010,4.1,985.2,NaN,14,NaN,NaN,76,E,0,NaN
28/12/2010,2.5,992.2,NaN,3,NaN,NaN,303,SE,0,NaN
29/12/2010,4,986.6,NaN,22,NaN,NaN,34,NE,1,NaN
30/12/2010,3.4,989.1,NaN,9,NaN,NaN,22,N,0,NaN
31/12/2010,2,988.3,NaN,2,NaN,NaN,318,NW,0,NaN
1/01/2011,2,987.8,NaN,2,NaN,NaN,180,SE,1,NaN
2/01/2011,1.9,996,NaN,8,NaN,NaN,25,N,8,NaN
3/01/2011,3.2,999.6,NaN,8,NaN,NaN,28,SE,0,NaN
4/01/2011,2.1,990,NaN,3,NaN,NaN,36,S,0,NaN
5/01/2011,0.3,992.3,NaN,3,NaN,NaN,123,SE,0,NaN
6/01/2011,1.5,992.7,NaN,2,NaN,NaN,79,N,0,NaN
7/01/2011,1.2,999.4,NaN,8,NaN,NaN,240,W,0,NaN
8/01/2011,0.6,995.6,NaN,9,NaN,NaN,279,W,0,NaN
9/01/2011,0.9,988.5,NaN,9,NaN,NaN,235,SW,0,NaN
10/01/2011,2.2,985.2,NaN,4,NaN,NaN,235,E,0,NaN
11/01/2011,2,985.6,NaN,3,NaN,NaN,329,NE,0,NaN
12/01/2011,1.3,984.2,NaN,4,NaN,NaN,40,N,0,NaN
13/01/2011,2.5,988.8,NaN,4,NaN,NaN,236,N,0,NaN
14/01/2011,2,993.5,NaN,5,NaN,NaN,208,S,0,NaN
15/01/2011,3.4,994.9,NaN,5,NaN,NaN,44,E,0,NaN
16/01/2011,2.8,1003,NaN,3,NaN,NaN,73,E,0,NaN
17/01/2011,2.8,1006.2,NaN,2,NaN,NaN,11,NE,0,NaN
18/01/2011,2,1000.1,NaN,4,NaN,NaN,241,N,0,NaN
19/01/2011,2.2,997.3,NaN,3,NaN,NaN,244,NE,0,NaN
20/01/2011,2.1,996,NaN,3,NaN,NaN,56,NE,0,NaN
21/01/2011,1.4,994.5,NaN,8,NaN,NaN,20,NE,0,NaN
22/01/2011,1.6,986,NaN,14,NaN,NaN,75,E,0,NaN
23/01/2011,1.8,980.3,NaN,10,NaN,NaN,82,E,0,NaN
24/01/2011,3.1,981,NaN,4,NaN,NaN,145,N,2,NaN
25/01/2011,2.7,984.1,NaN,6,NaN,NaN,233,SE,0,NaN
26/01/2011,1.1,994.5,NaN,16,NaN,NaN,232,SW,0,NaN
27/01/2011,0.9,999.7,NaN,9,NaN,NaN,252,SW,0,NaN
28/01/2011,2.3,993.6,NaN,14,NaN,NaN,23,NE,0,NaN
29/01/2011,4.4,982.3,NaN,14,NaN,NaN,33,NE,0,NaN
30/01/2011,5.2,978.1,NaN,12,NaN,NaN,31,NE,0,NaN
31/01/2011,2.2,980.3,NaN,4,NaN,NaN,279,N,5,NaN
1/02/2011,1.5,986.7,NaN,5,NaN,NaN,280,W,0,NaN
2/02/2011,2.7,980.1,NaN,10,NaN,NaN,18,N,0,NaN
3/02/2011,3.1,979,NaN,8,NaN,NaN,104,E,1,NaN
4/02/2011,1.4,986.3,NaN,10,NaN,NaN,270,W,0,NaN
5/02/2011,0.8,987.2,NaN,8,NaN,NaN,245,W,0,NaN
6/02/2011,1.1,976.6,NaN,4,NaN,NaN,98,NW,0,NaN
7/02/2011,1.5,980.6,NaN,5,NaN,NaN,32,NE,1,NaN
8/02/2011,1.7,985.4,NaN,5,NaN,NaN,336,SE,4,NaN
9/02/2011,3.3,988.5,NaN,7,NaN,NaN,24,SE,0,NaN
10/02/2011,3.3,977.2,NaN,21,NaN,NaN,34,N,9,NaN
11/02/2011,2.4,986.2,NaN,13,NaN,NaN,351,N,3,NaN
12/02/2011,1.8,1000.5,NaN,4,NaN,NaN,318,NW,0,NaN
13/02/2011,2.5,990.4,NaN,8,NaN,NaN,70,E,6,NaN
14/02/2011,2.6,968.9,NaN,7,NaN,NaN,26,NE,4,NaN
15/02/2011,2.5,973,NaN,6,NaN,NaN,11,N,0,NaN
16/02/2011,2.3,979.7,NaN,16,NaN,NaN,28,N,1,NaN
17/02/2011,3.3,990.9,NaN,16,NaN,NaN,16,NE,0,NaN
18/02/2011,3.6,987.3,NaN,21,NaN,NaN,38,NE,10,NaN
19/02/2011,2.1,988.9,NaN,14,NaN,NaN,28,NW,0,NaN
20/02/2011,2.2,990.1,NaN,5,NaN,NaN,23,NW,8,NaN
21/02/2011,1.9,999.7,NaN,5,NaN,NaN,339,NW,0,NaN
22/02/2011,2.4,1006.2,NaN,14,NaN,NaN,24,W,0,NaN
23/02/2011,3,1001.1,NaN,21,NaN,NaN,24,N,10,NaN
24/02/2011,2.5,982.1,NaN,20,NaN,NaN,19,NW,5,NaN
25/02/2011,1.8,978.2,NaN,16,NaN,NaN,204,N,0,NaN
26/02/2011,1.9,985.1,NaN,11,NaN,NaN,39,N,2,NaN
27/02/2011,4.3,985,NaN,22,NaN,NaN,34,NE,4,NaN
28/02/2011,4.5,985.6,NaN,26,NaN,NaN,30,N,4,NaN
1/03/2011,1.1,987.7,NaN,15,NaN,NaN,55,E,3,NaN
2/03/2011,1.2,978.7,NaN,24,NaN,NaN,21,N,5,NaN
3/03/2011,2,978.3,NaN,19,NaN,NaN,37,N,1,NaN
4/03/2011,1.9,972.7,NaN,11,NaN,NaN,359,N,3,NaN
5/03/2011,0.4,985,NaN,10,NaN,NaN,337,NW,5,NaN
6/03/2011,-0.6,977.4,NaN,10,NaN,NaN,215,SW,0,NaN
7/03/2011,0,984,NaN,8,NaN,NaN,246,W,0,NaN
8/03/2011,-0.1,983.8,NaN,4,NaN,NaN,26,SE,0,NaN
9/03/2011,1.4,981.2,NaN,10,NaN,NaN,35,E,1,NaN
10/03/2011,-0.1,965.5,NaN,3,NaN,NaN,146,W,8,NaN
11/03/2011,-0.3,975.2,NaN,4,NaN,NaN,349,N,2,NaN
12/03/2011,-0.8,993.7,NaN,4,NaN,NaN,229,N,0,NaN
13/03/2011,-0.8,1005.4,NaN,4,NaN,NaN,238,SW,0,NaN
14/03/2011,-0.8,1009.4,NaN,4,NaN,NaN,148,SE,0,NaN
15/03/2011,0.6,1007.8,NaN,3,NaN,NaN,54,SE,0,NaN
16/03/2011,-0.4,1003,NaN,2,NaN,NaN,153,SE,0,NaN
17/03/2011,-1.1,998.9,NaN,2,NaN,NaN,148,N,0,NaN
18/03/2011,-0.3,997.2,NaN,4,NaN,NaN,225,SE,0,NaN
19/03/2011,0,992,NaN,5,NaN,NaN,34,E,0,NaN
20/03/2011,0.6,992.4,NaN,2,NaN,NaN,140,SE,0,NaN
21/03/2011,0.1,990.6,NaN,3,NaN,NaN,78,N,0,NaN
22/03/2011,-1.5,988.7,NaN,4,NaN,NaN,16,NE,0,NaN
23/03/2011,-0.2,993.7,NaN,2,NaN,NaN,106,E,0,NaN
24/03/2011,-0.7,997.9,NaN,4,NaN,NaN,77,SE,0,NaN
25/03/2011,0,992.9,NaN,13,NaN,NaN,71,E,0,NaN
26/03/2011,2.3,986.3,NaN,11,NaN,NaN,71,E,1,NaN
27/03/2011,1.6,992.4,NaN,10,NaN,NaN,131,E,0,NaN
28/03/2011,0.8,989.9,NaN,15,NaN,NaN,53,NE,0,NaN
29/03/2011,0,989.3,NaN,9,NaN,NaN,52,E,1,NaN
30/03/2011,-1.3,989.6,NaN,5,NaN,NaN,81,E,0,NaN
31/03/2011,-1,988.3,NaN,6,NaN,NaN,67,N,0,NaN
1/04/2011,-0.5,997,NaN,5,NaN,NaN,25,NE,0,NaN
2/04/2011,-0.5,996.2,NaN,4,NaN,NaN,40,NE,0,NaN
3/04/2011,-1.9,998.9,NaN,6,NaN,NaN,28,NE,0,NaN
4/04/2011,-0.9,991,NaN,11,NaN,NaN,50,E,0,NaN
5/04/2011,-0.9,986.9,NaN,11,NaN,NaN,24,NE,0,NaN
6/04/2011,-0.9,986.3,NaN,7,NaN,NaN,75,E,0,NaN
7/04/2011,-1.7,988.1,NaN,8,NaN,NaN,232,SW,0,NaN
8/04/2011,-2.1,991.4,NaN,10,NaN,NaN,230,SW,0,NaN
9/04/2011,-2.4,982.2,NaN,8,NaN,NaN,97,N,2,NaN
10/04/2011,-4.1,988.8,NaN,13,NaN,NaN,103,E,0,NaN
11/04/2011,-3.5,1001.8,NaN,5,NaN,NaN,18,NE,0,NaN
12/04/2011,-3.2,990.2,NaN,8,NaN,NaN,118,SE,0,NaN
13/04/2011,-4.3,986.5,NaN,5,NaN,NaN,39,NE,0,NaN
14/04/2011,-3.7,985.6,NaN,4,NaN,NaN,228,NE,0,NaN
15/04/2011,-3.9,986.7,NaN,14,NaN,NaN,21,NE,0,NaN
16/04/2011,-3.3,983.8,NaN,9,NaN,NaN,23,SE,0,NaN
17/04/2011,-0.9,977.6,NaN,4,NaN,NaN,119,NE,0,NaN
18/04/2011,-1.5,981,NaN,4,NaN,NaN,302,N,0,NaN
19/04/2011,-2.4,982.7,NaN,5,NaN,NaN,23,N,0,NaN
20/04/2011,-2.5,985.9,NaN,7,NaN,NaN,217,N,2,NaN
21/04/2011,-3.3,996.2,NaN,5,NaN,NaN,224,NE,0,NaN
22/04/2011,0.4,986.6,NaN,11,NaN,NaN,99,E,0,NaN
23/04/2011,1.1,966.6,NaN,13,NaN,NaN,100,E,0,NaN
24/04/2011,1.2,970.8,NaN,11,NaN,NaN,24,NE,0,NaN
25/04/2011,-1.6,981.9,NaN,4,NaN,NaN,25,NE,0,NaN
26/04/2011,-2.5,976.8,NaN,7,NaN,NaN,23,N,0,NaN
27/04/2011,-3.3,978,NaN,6,NaN,NaN,6,N,0,NaN
28/04/2011,-0.5,964.4,NaN,23,NaN,NaN,34,N,1,NaN
29/04/2011,-0.7,972.5,NaN,18,NaN,NaN,224,W,1,NaN
30/04/2011,-2.7,987.5,NaN,17,NaN,NaN,213,SW,0,NaN
1/05/2011,-3.7,984.1,NaN,6,NaN,NaN,339,NE,0,NaN
2/05/2011,-3.4,986.7,NaN,9,NaN,NaN,240,SW,0,NaN
3/05/2011,0,958.2,NaN,17,NaN,NaN,39,E,0,NaN
4/05/2011,-4.1,957.3,NaN,16,NaN,NaN,72,E,0,NaN
5/05/2011,-4.9,978.6,NaN,4,NaN,NaN,102,NE,0,NaN
6/05/2011,-3.1,980.1,NaN,11,NaN,NaN,34,NE,0,NaN
7/05/2011,-2.1,976.8,NaN,8,NaN,NaN,68,E,0,NaN
8/05/2011,-2.5,980.5,NaN,19,NaN,NaN,43,NE,0,NaN
9/05/2011,-3.4,985.3,NaN,7,NaN,NaN,30,NE,2,NaN
10/05/2011,-4.9,992.7,NaN,7,NaN,NaN,35,NE,0,NaN
11/05/2011,-6,1003.7,NaN,8,NaN,NaN,21,NE,0,NaN
12/05/2011,-3.1,1006.2,NaN,5,NaN,NaN,32,NE,0,NaN
13/05/2011,-2.7,1010.3,NaN,3,NaN,NaN,349,NE,0,NaN
14/05/2011,2.6,1007.7,NaN,20,NaN,NaN,18,N,0,NaN
15/05/2011,4.3,999.2,NaN,37,NaN,NaN,30,NE,7,NaN
16/05/2011,1.6,991.5,NaN,20,NaN,NaN,27,N,5,NaN
17/05/2011,0.2,987.4,NaN,8,NaN,NaN,22,N,0,NaN
18/05/2011,-1.6,976.3,NaN,6,NaN,NaN,274,NW,0,NaN
19/05/2011,-3.6,978.7,NaN,8,NaN,NaN,36,N,0,NaN
20/05/2011,-3.8,983.8,NaN,4,NaN,NaN,227,NE,0,NaN
21/05/2011,-2.8,989.7,NaN,6,NaN,NaN,233,SW,0,NaN
22/05/2011,-1.8,987.6,NaN,11,NaN,NaN,31,NE,0,NaN
23/05/2011,0.6,975.7,NaN,9,NaN,NaN,61,SE,0,NaN
24/05/2011,-1.5,982.9,NaN,6,NaN,NaN,215,SW,0,NaN
25/05/2011,-2.9,987.5,NaN,3,NaN,NaN,21,NE,1,NaN
26/05/2011,0.7,984.8,NaN,18,NaN,NaN,37,N,4,NaN
27/05/2011,2.8,980.7,NaN,12,NaN,NaN,34,N,3,NaN
28/05/2011,1.1,975.8,NaN,11,NaN,NaN,22,NW,4,NaN
29/05/2011,2.1,993.3,NaN,21,NaN,NaN,28,NE,7,NaN
30/05/2011,1.7,991.1,NaN,14,NaN,NaN,22,N,9,NaN
31/05/2011,0.1,988.4,NaN,15,NaN,NaN,28,N,0,NaN
1/06/2011,-1.3,989.4,NaN,10,NaN,NaN,78,E,2,NaN
2/06/2011,-2.5,1004.6,NaN,6,NaN,NaN,230,N,0,NaN
3/06/2011,-1.1,1000.9,NaN,8,NaN,NaN,37,SE,0,NaN
4/06/2011,-1.8,985.6,NaN,16,NaN,NaN,228,SW,8,NaN
5/06/2011,-4.3,990.2,NaN,16,NaN,NaN,119,SE,0,NaN
6/06/2011,-3.7,1002.4,NaN,12,NaN,NaN,117,E,0,NaN
7/06/2011,-3.8,1011.2,NaN,5,NaN,NaN,227,NE,0,NaN
8/06/2011,-3.6,1008.9,NaN,11,NaN,NaN,235,SW,0,NaN
9/06/2011,-4.4,1008.4,NaN,6,NaN,NaN,248,SW,0,NaN
10/06/2011,-6.1,1004.1,NaN,3,NaN,NaN,14,E,0,NaN
11/06/2011,-5,997.8,NaN,3,NaN,NaN,359,NE,0,NaN
12/06/2011,-2.7,994.9,NaN,4,NaN,NaN,358,NE,0,NaN
13/06/2011,-2.4,997.6,NaN,2,NaN,NaN,347,NE,0,NaN
14/06/2011,-2.1,996.2,NaN,5,NaN,NaN,40,N,0,NaN
15/06/2011,-2.5,998.5,NaN,5,NaN,NaN,22,N,0,NaN
16/06/2011,-5.1,1002.6,NaN,13,NaN,NaN,28,NE,0,NaN
17/06/2011,-6,1004,NaN,3,NaN,NaN,40,E,0,NaN
18/06/2011,-5.2,1008.3,NaN,3,NaN,NaN,21,E,0,NaN
19/06/2011,-3.9,1006.2,NaN,8,NaN,NaN,30,N,0,NaN
20/06/2011,-5,982.3,NaN,19,NaN,NaN,78,E,0,NaN
21/06/2011,-3.8,968.6,NaN,12,NaN,NaN,245,E,2,NaN
22/06/2011,-1.9,971.3,NaN,18,NaN,NaN,27,NE,0,NaN
23/06/2011,-5.4,966.2,NaN,17,NaN,NaN,207,SW,2,NaN
24/06/2011,-5.2,977.6,NaN,15,NaN,NaN,32,NE,0,NaN
25/06/2011,-0.5,964.7,NaN,27,NaN,NaN,35,N,0,NaN
26/06/2011,-3.6,966.4,NaN,21,NaN,NaN,359,N,1,NaN
27/06/2011,-7.4,967,NaN,20,NaN,NaN,17,W,0,NaN
28/06/2011,-3.4,964.3,NaN,22,NaN,NaN,316,NW,1,NaN
29/06/2011,-10.6,980,NaN,15,NaN,NaN,276,W,0,NaN
30/06/2011,-10.3,993.3,NaN,12,NaN,NaN,235,SW,0,NaN
1/07/2011,-8.4,1008.2,NaN,6,NaN,NaN,190,S,0,NaN
2/07/2011,-5.5,1005.1,NaN,3,NaN,NaN,112,E,1,NaN
3/07/2011,-2.3,994.2,NaN,3,NaN,NaN,236,N,3,NaN
4/07/2011,-3.8,999.2,NaN,9,NaN,NaN,233,SW,0,NaN
5/07/2011,-2.3,998.7,NaN,5,NaN,NaN,310,NW,0,NaN
6/07/2011,-3.7,1002.4,NaN,4,NaN,NaN,204,NE,0,NaN
7/07/2011,-1.2,995.9,NaN,10,NaN,NaN,45,E,0,NaN
8/07/2011,-3.3,998.2,NaN,5,NaN,NaN,31,NE,0,NaN
9/07/2011,-5,1002.1,NaN,5,NaN,NaN,36,NE,0,NaN
10/07/2011,-5.2,1005.8,NaN,3,NaN,NaN,73,E,0,NaN
11/07/2011,-7.4,998.8,NaN,4,NaN,NaN,41,NE,0,NaN
12/07/2011,-6.1,993,NaN,5,NaN,NaN,230,SW,0,NaN
13/07/2011,-5.6,991,NaN,6,NaN,NaN,229,SW,0,NaN
14/07/2011,-6,985.1,NaN,5,NaN,NaN,124,SE,0,NaN
15/07/2011,-5.7,987.5,NaN,6,NaN,NaN,257,NE,3,NaN
16/07/2011,-5.9,988.3,NaN,6,NaN,NaN,256,W,0,NaN
17/07/2011,-6.6,982.4,NaN,11,NaN,NaN,241,E,1,NaN
18/07/2011,-7,995.3,NaN,14,NaN,NaN,27,NE,0,NaN
19/07/2011,-6.7,984.4,NaN,8,NaN,NaN,209,SW,0,NaN
20/07/2011,-7.1,984,NaN,8,NaN,NaN,25,E,0,NaN
21/07/2011,-7.3,977.3,NaN,10,NaN,NaN,120,E,4,NaN
22/07/2011,-8.2,983.4,NaN,19,NaN,NaN,32,NE,0,NaN
23/07/2011,-7.3,987.7,NaN,5,NaN,NaN,275,NW,1,NaN
24/07/2011,-6.8,1000.3,NaN,8,NaN,NaN,20,N,0,NaN
25/07/2011,-7.5,1007,NaN,11,NaN,NaN,27,N,0,NaN
26/07/2011,-10,1011.9,NaN,8,NaN,NaN,205,SW,0,NaN
27/07/2011,-10.2,1018,NaN,4,NaN,NaN,214,NE,0,NaN
28/07/2011,-6.3,1020.7,NaN,8,NaN,NaN,20,N,0,NaN
29/07/2011,-8,1011,NaN,7,NaN,NaN,224,NE,0,NaN
30/07/2011,-10,1018.4,NaN,4,NaN,NaN,21,NE,0,NaN
31/07/2011,-10.7,1009.7,NaN,4,NaN,NaN,223,SW,0,NaN
1/08/2011,-12.4,1005.5,NaN,9,NaN,NaN,22,NE,0,NaN
2/08/2011,-12.6,1007.4,NaN,11,NaN,NaN,23,N,0,NaN
3/08/2011,-16.1,1010.2,NaN,5,NaN,NaN,352,N,0,NaN
4/08/2011,-15.6,1009.8,NaN,3,NaN,NaN,220,SW,0,NaN
5/08/2011,-15.6,1017.5,NaN,5,NaN,NaN,324,NW,0,NaN
6/08/2011,-6.6,1017.6,NaN,4,NaN,NaN,336,NW,0,NaN
7/08/2011,-4.3,1023,NaN,1,NaN,NaN,231,N,1,NaN
8/08/2011,-1.7,1024.8,NaN,5,NaN,NaN,316,NW,5,NaN
9/08/2011,-4.5,1017.6,NaN,2,NaN,NaN,324,NW,0,NaN
10/08/2011,-8.2,990.8,NaN,1,NaN,NaN,300,NE,0,NaN
11/08/2011,-9.2,975.5,NaN,3,NaN,NaN,350,N,0,NaN
12/08/2011,-10.8,992.6,NaN,2,NaN,NaN,338,N,0,NaN
13/08/2011,-11.7,999.4,NaN,1,NaN,NaN,39,NE,0,NaN
14/08/2011,-11.1,1000.9,NaN,2,NaN,NaN,99,E,0,NaN
15/08/2011,-9.6,1004.9,NaN,1,NaN,NaN,12,NE,0,NaN
16/08/2011,-7.8,1003.6,NaN,4,NaN,NaN,122,SE,2,NaN
17/08/2011,-2.7,983.4,NaN,17,NaN,NaN,26,N,1,NaN
18/08/2011,-7.7,985.2,NaN,8,NaN,NaN,239,NW,0,NaN
19/08/2011,-11,1011.8,NaN,4,NaN,NaN,104,NW,0,NaN
20/08/2011,-7.2,1013.2,NaN,3,NaN,NaN,163,SE,1,NaN
21/08/2011,-1.7,1004.1,NaN,3,NaN,NaN,127,SE,2,NaN
22/08/2011,2.5,996.9,NaN,14,NaN,NaN,37,NE,0,NaN
