time,station_id,latitude,longitude,high_temperature,low_temperature,avg_temperature,sea_surface_temperature,sea_ice,high_pressure,low_pressure,avg_pressure,peak_windspeed,peak_wind_speed_5second_peak,peak_wind_speed_2minute_peak,avg_windspeed,peak_wind_direction_true,peak_wind_direction,peak_wind_direction_2minute,wind_direction_prevailing,rainfall,snow_precipitation,snow_precipitation_at_snowstake,cloud_cover,avg_temperature_flag,avg_pressure_flag,peak_wind_direction_5second
UTC,,degrees_north,degrees_east,degree_C,degree_C,degree_C,degree_C,,mbar,mbar,mbar,m s-1,m s-1,m s-1,m s-1,degrees,degrees,degrees,,mm,cm,cm,,,,degrees
1989-04-01T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,2.8,-1.0,0.9,NaN,,1003.8,997.6,1000.7,18,NaN,NaN,4,110,NaN,NaN,SW,0,0,NaN,4,NaN,NaN,NaN
1989-04-02T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,1.1,-2.7,-0.8,NaN,,997.6,994.9,996.25,24,NaN,NaN,9,30,NaN,NaN,NE,0,0,NaN,2,NaN,NaN,NaN
1989-04-03T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-0.6,-3.5,-2.05,NaN,,998.1,995.2,996.65,13,NaN,NaN,8,60,NaN,NaN,NE,0,0,NaN,5,NaN,NaN,NaN
1989-04-04T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,1.1,-4.4,-1.65,NaN,,1002.0,998.1,1000.05,14,NaN,NaN,6,210,NaN,NaN,NW,0,0,NaN,5,NaN,NaN,NaN
1989-04-05T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-0.6,-2.9,-1.75,NaN,,1001.8,997.2,999.5,14,NaN,NaN,4,230,NaN,NaN,SW,0,0,NaN,10,NaN,NaN,NaN
1989-04-06T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,2.5,-3.1,-0.3,NaN,,997.3,994.6,995.95,15,NaN,NaN,4,180,NaN,NaN,W,0,0,NaN,2,NaN,NaN,NaN
1989-04-07T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-1.4,-3.2,-2.3,NaN,,995.4,988.4,991.9,16,NaN,NaN,8,40,NaN,NaN,NE,1,-998,NaN,9,NaN,NaN,NaN
1989-04-08T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-0.8,-4.5,-2.65,NaN,,996.8,983.0,989.9,39,NaN,NaN,14,120,NaN,NaN,E,0,0,NaN,5,NaN,NaN,NaN
1989-04-09T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-1.0,-4.0,-2.5,NaN,,1002.9,996.8,999.85,27,NaN,NaN,11,50,NaN,NaN,E,0,0,NaN,0,NaN,NaN,NaN
1989-04-10T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-1.5,-3.8,-2.65,NaN,,1002.8,995.0,998.9,16,NaN,NaN,6,60,NaN,NaN,NE,-998,-998,NaN,10,NaN,NaN,NaN
1989-04-11T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-1.2,-3.3,-2.25,NaN,,995.0,988.1,991.55,12,NaN,NaN,8,360,NaN,NaN,W,-998,-998,NaN,10,NaN,NaN,NaN
1989-04-12T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-0.6,-5.8,-3.2,NaN,,995.8,981.0,988.4,30,NaN,NaN,12,260,NaN,NaN,SE,-998,-998,NaN,1,NaN,NaN,NaN
1989-04-13T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-3.5,-7.2,-5.35,NaN,,1001.8,995.8,998.8,16,NaN,NaN,10,30,NaN,NaN,SW,0,0,NaN,4,NaN,NaN,NaN
1989-04-14T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-3.0,-6.9,-4.95,NaN,,1003.1,1001.1,1002.1,13,NaN,NaN,6,70,NaN,NaN,E,0,0,NaN,7,NaN,NaN,NaN
1989-04-15T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,1.7,-5.5,-1.9,NaN,,1001.1,988.0,994.55,18,NaN,NaN,6,130,NaN,NaN,SE,-998,-998,NaN,10,NaN,NaN,NaN
1989-04-16T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,3.6,0.0,1.8,NaN,,988.0,983.8,985.9,32,NaN,NaN,16,80,NaN,NaN,N,0,0,NaN,8,NaN,NaN,NaN
1989-04-17T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,0.8,-0.5,0.15,NaN,,989.2,985.7,987.45,19,NaN,NaN,6,250,NaN,NaN,N,0,1,NaN,10,NaN,NaN,NaN
1989-04-18T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-1.1,-2.8,-1.95,NaN,,996.1,989.2,992.65,25,NaN,NaN,8,30,NaN,NaN,NE,2,-998,NaN,10,NaN,NaN,NaN
1989-04-19T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-3.3,-5.8,-4.55,NaN,,997.0,994.0,995.5,26,NaN,NaN,10,40,NaN,NaN,NE,0,0,NaN,6,NaN,NaN,NaN
1989-04-20T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-2.8,-6.1,-4.45,NaN,,994.8,992.1,993.45,19,NaN,NaN,5,90,NaN,NaN,N,1,1,NaN,10,NaN,NaN,NaN
1989-04-21T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-0.2,-2.7,-1.45,NaN,,992.1,983.1,987.6,10,NaN,NaN,4,310,NaN,NaN,N,2,1,NaN,10,NaN,NaN,NaN
1989-04-22T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,0.7,-1.9,-0.6,NaN,,985.1,979.9,982.5,20,NaN,NaN,2,10,NaN,NaN,N,4,4,NaN,10,NaN,NaN,NaN
1989-04-23T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,0.6,-2.8,-1.1,NaN,,988.5,979.7,984.1,33,NaN,NaN,15,30,NaN,NaN,N,-998,-998,NaN,10,NaN,NaN,NaN
1989-04-24T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-0.5,-3.9,-2.2,NaN,,983.8,979.6,981.7,33,NaN,NaN,16,360,NaN,NaN,E,2,9,NaN,10,NaN,NaN,NaN
1989-04-25T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-1.1,-2.2,-1.65,NaN,,992.5,983.1,987.8,22,NaN,NaN,8,110,NaN,NaN,NW,2,4,NaN,10,NaN,NaN,NaN
1989-04-26T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-1.1,-3.1,-2.1,NaN,,997.9,992.5,995.2,16,NaN,NaN,8,240,NaN,NaN,SW,0,0,NaN,10,NaN,NaN,NaN
1989-04-27T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-0.3,-3.0,-1.65,NaN,,997.0,981.0,989.0,24,NaN,NaN,10,330,NaN,NaN,NW,1,2,NaN,10,NaN,NaN,NaN
1989-04-28T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-0.8,-1.7,-1.25,NaN,,981.1,977.3,979.2,20,NaN,NaN,12,210,NaN,NaN,W,4,10,NaN,10,NaN,NaN,NaN
1989-04-29T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-0.3,-3.3,-1.8,NaN,,995.9,981.1,988.5,17,NaN,NaN,12,20,NaN,NaN,N,0,0,NaN,7,NaN,NaN,NaN
1989-04-30T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,0.5,-1.0,-0.25,NaN,,995.0,977.0,986.0,45,NaN,NaN,16,40,NaN,NaN,NE,0,0,NaN,9,NaN,NaN,NaN
1989-05-01T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-0.3,-1.7,-1.0,NaN,,994.8,977.0,985.9,40,NaN,NaN,10,60,NaN,NaN,N,0,3,NaN,9,NaN,NaN,NaN
1989-05-02T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-0.3,-3.8,-2.05,NaN,,1011.4,994.9,1003.15,21,NaN,NaN,8,220,NaN,NaN,SW,-998,-998,NaN,7,NaN,NaN,NaN
1989-05-03T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,2.9,0.0,1.45,NaN,,1010.9,1000.2,1005.55,40,NaN,NaN,10,40,NaN,NaN,N,1,3,NaN,10,NaN,NaN,NaN
1989-05-04T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,0.5,-2.7,-1.1,NaN,,1005.8,992.9,999.35,20,NaN,NaN,8,360,NaN,NaN,NW,0,0,NaN,10,NaN,NaN,NaN
1989-05-05T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,2.8,-2.8,0.0,NaN,,993.0,982.0,987.5,42,NaN,NaN,22,360,NaN,NaN,W,-998,1,NaN,10,NaN,NaN,NaN
1989-05-06T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,2.2,-3.3,-0.55,NaN,,993.5,970.7,982.1,46,NaN,NaN,18,30,NaN,NaN,S,0,0,NaN,10,NaN,NaN,NaN
1989-05-07T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,3.9,0.8,2.35,NaN,,987.9,972.7,980.3,40,NaN,NaN,15,30,NaN,NaN,E,0,-998,NaN,10,NaN,NaN,NaN
1989-05-08T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,3.3,0.8,2.05,NaN,,984.0,971.0,977.5,61,NaN,NaN,24,30,NaN,NaN,N,6,0,NaN,10,NaN,NaN,NaN
1989-05-09T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,0.3,-1.3,-0.5,NaN,,973.0,971.4,972.2,18,NaN,NaN,5,310,NaN,NaN,NE,0,0,NaN,10,NaN,NaN,NaN
1989-05-10T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-2.8,-5.0,-3.9,NaN,,978.8,973.0,975.9,52,NaN,NaN,28,30,NaN,NaN,NE,-998,-998,NaN,10,NaN,NaN,NaN
1989-05-11T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-4.2,-6.2,-5.2,NaN,,994.1,979.0,986.55,26,NaN,NaN,14,30,NaN,NaN,NE,2,2,NaN,8,NaN,NaN,NaN
1989-05-12T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-2.2,-6.1,-4.15,NaN,,1008.4,994.1,1001.25,27,NaN,NaN,14,220,NaN,NaN,W,1,2,NaN,10,NaN,NaN,NaN
1989-05-13T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,1.1,-6.1,-2.5,NaN,,1009.7,1003.7,1006.7,46,NaN,NaN,25,10,NaN,NaN,NW,2,4,NaN,10,NaN,NaN,NaN
1989-05-14T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,2.2,1.1,1.65,NaN,,1013.1,1008.0,1010.55,35,NaN,NaN,20,10,NaN,NaN,NW,0,0,NaN,10,NaN,NaN,NaN
1989-05-15T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,4.4,1.7,3.05,NaN,,1010.9,986.9,998.9,45,NaN,NaN,30,30,NaN,NaN,NE,-998,0,NaN,10,NaN,NaN,NaN
1989-05-16T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,3.0,0.0,1.5,NaN,,989.4,970.2,979.8,52,NaN,NaN,18,30,NaN,NaN,NE,3,1,NaN,10,NaN,NaN,NaN
1989-05-17T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,1.7,-1.4,0.15,NaN,,987.5,978.1,982.8,48,NaN,NaN,22,10,NaN,NaN,NW,-998,-998,NaN,4,NaN,NaN,NaN
1989-05-18T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,0.3,-2.8,-1.25,NaN,,987.6,979.0,983.3,48,NaN,NaN,18,340,NaN,NaN,NW,0,0,NaN,10,NaN,NaN,NaN
1989-05-19T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,0.5,-2.8,-1.15,NaN,,992.8,981.6,987.2,46,NaN,NaN,16,40,NaN,NaN,NE,2,1,NaN,10,NaN,NaN,NaN
1989-05-20T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,2.2,-0.5,0.85,NaN,,989.8,981.9,985.85,44,NaN,NaN,16,30,NaN,NaN,N,0,1,NaN,10,NaN,NaN,NaN
1989-05-21T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,2.2,-0.8,0.7,NaN,,987.7,979.0,983.35,65,NaN,NaN,30,10,NaN,NaN,N,2,1,NaN,10,NaN,NaN,NaN
1989-05-22T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,0.6,-1.7,-0.55,NaN,,980.9,974.0,977.45,39,NaN,NaN,20,350,NaN,NaN,NW,2,3,NaN,9,NaN,NaN,NaN
1989-05-23T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-0.3,-2.8,-1.55,NaN,,991.0,979.0,985.0,42,NaN,NaN,18,20,NaN,NaN,NW,0,0,NaN,8,NaN,NaN,NaN
1989-05-24T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,0.0,-1.5,-0.75,NaN,,991.0,980.6,985.8,47,NaN,NaN,22,360,NaN,NaN,N,-998,1,NaN,10,NaN,NaN,NaN
1989-05-25T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,1.1,-5.6,-2.25,NaN,,982.8,956.0,969.4,55,NaN,NaN,30,10,NaN,NaN,N,11,5,NaN,10,NaN,NaN,NaN
1989-05-26T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,1.0,-3.2,-1.1,NaN,,965.0,954.0,959.5,77,NaN,NaN,26,20,NaN,NaN,NW,-998,-998,NaN,10,NaN,NaN,NaN
1989-05-27T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,1.6,-5.5,-1.95,NaN,,969.9,948.0,958.95,66,NaN,NaN,30,350,NaN,NaN,NW,2,1,NaN,10,NaN,NaN,NaN
1989-05-28T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,1.1,-4.4,-1.65,NaN,,961.5,944.0,952.75,66,NaN,NaN,32,30,NaN,NaN,NW,-998,-998,NaN,10,NaN,NaN,NaN
1989-05-29T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-2.2,-6.1,-4.15,NaN,,964.3,957.3,960.8,52,NaN,NaN,20,360,NaN,NaN,N,-998,-998,NaN,10,NaN,NaN,NaN
1989-05-30T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-1.1,-10.8,-5.95,NaN,,972.2,954.9,963.55,44,NaN,NaN,20,300,NaN,NaN,NW,-998,-998,NaN,8,NaN,NaN,NaN
1989-05-31T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,0.0,-5.5,-2.75,NaN,,972.2,949.0,960.6,79,NaN,NaN,38,30,NaN,NaN,NW,0,5,NaN,10,NaN,NaN,NaN
1989-06-01T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-0.2,-4.4,-2.3,NaN,,965.8,947.0,956.4,56,NaN,NaN,34,50,NaN,NaN,NW,0,2,NaN,10,NaN,NaN,NaN
1989-06-02T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-1.1,-5.1,-3.1,NaN,,971.1,944.1,957.6,58,NaN,NaN,30,340,NaN,NaN,NW,0,2,NaN,10,NaN,NaN,NaN
1989-06-03T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-4.5,-8.2,-6.35,NaN,,971.9,965.0,968.45,34,NaN,NaN,16,310,NaN,NaN,NE,10,10,NaN,8,NaN,NaN,NaN
1989-06-04T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-5.0,-6.1,-5.55,NaN,,988.0,964.1,976.05,44,NaN,NaN,22,190,NaN,NaN,S,0,-998,NaN,7,NaN,NaN,NaN
1989-06-05T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-3.2,-8.5,-5.85,NaN,,1001.6,988.0,994.8,20,NaN,NaN,12,120,NaN,NaN,SW,0,0,NaN,6,NaN,NaN,NaN
1989-06-06T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-3.1,-6.4,-4.75,NaN,,999.5,994.8,997.15,18,NaN,NaN,6,240,NaN,NaN,E,-998,0,NaN,8,NaN,NaN,NaN
1989-06-07T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-2.2,-4.0,-3.1,NaN,,998.9,992.0,995.45,26,NaN,NaN,15,210,NaN,NaN,SW,0,0,NaN,6,NaN,NaN,NaN
1989-06-08T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-2.7,-9.8,-6.25,NaN,,1014.3,998.9,1006.6,28,NaN,NaN,6,190,NaN,NaN,NW,0,0,NaN,6,NaN,NaN,NaN
1989-06-09T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-0.6,-5.0,-2.8,NaN,,1018.0,1014.3,1016.15,14,NaN,NaN,8,330,NaN,NaN,N,0,0,NaN,9,NaN,NaN,NaN
1989-06-10T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-0.4,-1.6,-1.0,NaN,,1017.0,1005.2,1011.1,20,NaN,NaN,12,330,NaN,NaN,N,0,2,NaN,10,NaN,NaN,NaN
1989-06-11T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-0.2,-6.6,-3.4,NaN,,1012.0,1005.0,1008.5,34,NaN,NaN,16,230,NaN,NaN,SW,0,0,NaN,9,NaN,NaN,NaN
1989-06-12T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-0.8,-8.3,-4.55,NaN,,1023.6,1012.0,1017.8,34,NaN,NaN,10,40,NaN,NaN,E,0,0,NaN,8,NaN,NaN,NaN
1989-06-13T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-1.3,-5.5,-3.4,NaN,,1023.9,1012.0,1017.95,34,NaN,NaN,14,60,NaN,NaN,NE,-998,-998,NaN,8,NaN,NaN,NaN
1989-06-14T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,0.8,-0.5,0.15,NaN,,1012.0,994.8,1003.4,28,NaN,NaN,8,60,NaN,NaN,SE,0,1,NaN,10,NaN,NaN,NaN
1989-06-15T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,4.4,1.0,2.7,NaN,,994.8,978.5,986.65,45,NaN,NaN,16,30,NaN,NaN,NE,0,0,NaN,9,NaN,NaN,NaN
1989-06-16T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,1.6,0.6,1.1,NaN,,979.5,972.3,975.9,34,NaN,NaN,10,40,NaN,NaN,NE,0,0,NaN,9,NaN,NaN,NaN
1989-06-17T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,1.7,-0.5,0.6,NaN,,972.2,966.5,969.35,24,NaN,NaN,10,70,NaN,NaN,E,-998,-998,NaN,10,NaN,NaN,NaN
1989-06-18T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,1.1,-1.0,0.05,NaN,,976.3,967.1,971.7,34,NaN,NaN,12,60,NaN,NaN,E,0,-998,NaN,9,NaN,NaN,NaN
1989-06-19T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-1.8,-3.9,-2.85,NaN,,983.4,976.3,979.85,34,NaN,NaN,8,30,NaN,NaN,SE,2,6,NaN,9,NaN,NaN,NaN
1989-06-20T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,1.7,-2.3,-0.3,NaN,,980.8,957.9,969.35,56,NaN,NaN,30,30,NaN,NaN,NE,1,-998,NaN,10,NaN,NaN,NaN
1989-06-21T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,2.0,-1.2,0.4,NaN,,971.2,962.1,966.65,42,NaN,NaN,18,40,NaN,NaN,NE,1,2,NaN,10,NaN,NaN,NaN
1989-06-22T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-0.5,-3.3,-1.9,NaN,,983.0,971.2,977.1,27,NaN,NaN,8,30,NaN,NaN,NE,2,2,NaN,10,NaN,NaN,NaN
1989-06-23T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,5.0,-5.0,0.0,NaN,,982.5,975.8,979.15,52,NaN,NaN,18,20,NaN,NaN,NW,7,8,NaN,10,NaN,NaN,NaN
1989-06-24T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,0.3,-0.5,-0.1,NaN,,979.0,964.9,971.95,44,NaN,NaN,24,350,NaN,NaN,N,36,36,NaN,10,NaN,NaN,NaN
1989-06-25T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,1.1,-6.3,-2.6,NaN,,984.8,962.7,973.75,50,NaN,NaN,20,240,NaN,NaN,NW,2,0,NaN,10,NaN,NaN,NaN
1989-06-26T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-3.2,-7.2,-5.2,NaN,,973.9,955.0,964.45,46,NaN,NaN,20,140,NaN,NaN,SE,2,3,NaN,8,NaN,NaN,NaN
1989-06-27T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-0.9,-6.1,-3.5,NaN,,976.3,967.1,971.7,34,NaN,NaN,18,20,NaN,NaN,N,0,0,NaN,10,NaN,NaN,NaN
1989-06-28T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,1.1,-2.8,-0.85,NaN,,975.1,958.6,966.85,42,NaN,NaN,14,30,NaN,NaN,E,0,0,NaN,10,NaN,NaN,NaN
1989-06-29T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-2.1,-5.6,-3.85,NaN,,963.5,958.0,960.75,31,NaN,NaN,12,240,NaN,NaN,SW,0,1,NaN,10,NaN,NaN,NaN
1989-06-30T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-1.0,-3.3,-2.15,NaN,,989.1,963.5,976.3,29,NaN,NaN,10,70,NaN,NaN,E,0,-998,NaN,9,NaN,NaN,NaN
1989-07-01T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,0.6,-5.5,-2.45,NaN,,989.5,964.9,977.2,58,NaN,NaN,20,360,NaN,NaN,NE,2,2,NaN,10,NaN,NaN,NaN
1989-07-02T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,0.0,-1.7,-0.85,NaN,,972.4,949.7,961.05,60,NaN,NaN,30,40,NaN,NaN,N,-998,-998,NaN,10,NaN,NaN,NaN
1989-07-03T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-1.6,-4.4,-3.0,NaN,,989.0,972.4,980.7,35,NaN,NaN,10,220,NaN,NaN,SW,0,0,NaN,8,NaN,NaN,NaN
1989-07-04T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,0.0,-3.9,-1.95,NaN,,1001.1,989.0,995.05,33,NaN,NaN,12,30,NaN,NaN,NW,0,-998,NaN,10,NaN,NaN,NaN
1989-07-05T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,1.6,-1.1,0.25,NaN,,996.2,990.9,993.55,36,NaN,NaN,12,20,NaN,NaN,NE,6,7,NaN,10,NaN,NaN,NaN
1989-07-06T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,2.2,-0.5,0.85,NaN,,991.0,984.7,987.85,27,NaN,NaN,12,360,NaN,NaN,N,1,1,NaN,10,NaN,NaN,NaN
1989-07-07T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,1.6,0.0,0.8,NaN,,999.9,980.5,990.2,47,NaN,NaN,18,30,NaN,NaN,N,0,-998,NaN,10,NaN,NaN,NaN
1989-07-08T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,1.6,-1.6,0.0,NaN,,998.8,983.1,990.95,30,NaN,NaN,18,300,NaN,NaN,NW,-998,-998,NaN,10,NaN,NaN,NaN
1989-07-09T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,0.6,-1.7,-0.55,NaN,,1002.8,998.0,1000.4,24,NaN,NaN,14,10,NaN,NaN,N,1,1,NaN,9,NaN,NaN,NaN
1989-07-10T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,2.8,-1.6,0.6,NaN,,1002.1,976.0,989.05,50,NaN,NaN,25,60,NaN,NaN,NE,0,1,NaN,10,NaN,NaN,NaN
1989-07-11T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,2.7,-0.5,1.1,NaN,,977.2,970.9,974.05,64,NaN,NaN,32,350,NaN,NaN,N,0,0,NaN,10,NaN,NaN,NaN
1989-07-12T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,1.6,-0.6,0.5,NaN,,973.4,969.6,971.5,62,NaN,NaN,30,330,NaN,NaN,N,0,-998,NaN,10,NaN,NaN,NaN
1989-07-13T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-0.5,-3.9,-2.2,NaN,,984.8,972.8,978.8,38,NaN,NaN,20,300,NaN,NaN,W,-998,-998,NaN,10,NaN,NaN,NaN
1989-07-14T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-0.5,-5.2,-2.85,NaN,,993.5,982.9,988.2,43,NaN,NaN,23,10,NaN,NaN,N,0,0,NaN,10,NaN,NaN,NaN
1989-07-15T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,1.1,-1.6,-0.25,NaN,,992.7,966.0,979.35,54,NaN,NaN,30,60,NaN,NaN,NE,2,2,NaN,10,NaN,NaN,NaN
1989-07-16T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,0.5,-5.0,-2.25,NaN,,983.0,966.1,974.55,58,NaN,NaN,18,30,NaN,NaN,N,0,-998,NaN,10,NaN,NaN,NaN
1989-07-17T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,1.1,-3.9,-1.4,NaN,,991.4,976.6,984.0,54,NaN,NaN,10,10,NaN,NaN,NE,-998,-998,NaN,9,NaN,NaN,NaN
1989-07-18T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-0.4,-6.1,-3.25,NaN,,1003.1,991.1,997.1,33,NaN,NaN,12,30,NaN,NaN,E,0,0,NaN,8,NaN,NaN,NaN
1989-07-19T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,1.7,-1.1,0.3,NaN,,1002.5,998.2,1000.35,52,NaN,NaN,25,30,NaN,NaN,NE,-998,-998,NaN,10,NaN,NaN,NaN
1989-07-20T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,2.2,-5.6,-1.7,NaN,,1002.5,987.8,995.15,54,NaN,NaN,30,20,NaN,NaN,NW,1,1,NaN,8,NaN,NaN,NaN
1989-07-21T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,0.0,-4.4,-2.2,NaN,,1002.3,996.5,999.4,40,NaN,NaN,25,340,NaN,NaN,N,17,17,NaN,10,NaN,NaN,NaN
1989-07-22T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-0.6,-3.3,-1.95,NaN,,998.0,977.6,987.8,53,NaN,NaN,22,20,NaN,NaN,N,3,4,NaN,10,NaN,NaN,NaN
1989-07-23T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-0.5,-6.6,-3.55,NaN,,1002.5,981.0,991.75,52,NaN,NaN,20,230,NaN,NaN,SW,-998,-998,NaN,10,NaN,NaN,NaN
1989-07-24T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-2.1,-4.4,-3.25,NaN,,1014.2,1002.5,1008.35,24,NaN,NaN,6,210,NaN,NaN,SW,0,0,NaN,10,NaN,NaN,NaN
1989-07-25T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-2.7,-6.7,-4.7,NaN,,1015.5,1014.0,1014.75,12,NaN,NaN,5,210,NaN,NaN,W,0,-998,NaN,8,NaN,NaN,NaN
1989-07-26T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,-3.4,-8.9,-6.15,NaN,,1016.0,1013.8,1014.9,10,NaN,NaN,2,20,NaN,NaN,E,-998,-998,NaN,7,NaN,NaN,NaN
1989-07-27T00:00:00Z,Gamage Point PALMOS,-64.77,-64.05,0.0,-6.9,-3.45,NaN,,1013.8,1006.2,1010.0,12,NaN,NaN,4,30,NaN,NaN,NE,0,0,NaN,10,NaN,NaN,NaN
