study_name,time,island_name,colony_code,num_breeding_pairs,num_chicks,census_time
,UTC,,,,,
PAL9899,1999-01-23T00:00:00Z,CHR,5.0,38,36,1100
PAL9899,1999-01-23T00:00:00Z,CHR,6.0,99,135,1100
PAL9899,1999-01-23T00:00:00Z,CHR,7.0,199,355,1100
PAL9899,1999-01-23T00:00:00Z,CHR,7.1,15,17,1100
PAL9899,1999-01-23T00:00:00Z,CHR,7.2,56,85,1100
PAL9899,1999-01-23T00:00:00Z,CHR,8.0,135,177,1100
PAL9899,1999-01-23T00:00:00Z,CHR,9.1,38,50,1100
PAL9899,1999-01-23T00:00:00Z,CHR,10.0,7,6,1100
PAL9899,1999-01-23T00:00:00Z,CHR,11.0,2,1,1100
PAL9899,1999-01-23T00:00:00Z,COR,1.0,0,0,1000
PAL9899,1999-01-23T00:00:00Z,COR,2.0,87,112,1000
PAL9899,1999-01-23T00:00:00Z,COR,3.0,47,60,1000
PAL9899,1999-01-23T00:00:00Z,COR,4.0,0,0,1000
PAL9899,1999-01-23T00:00:00Z,COR,5.0,275,367,1000
PAL9899,1999-01-23T00:00:00Z,COR,5.1,94,160,1000
PAL9899,1999-01-23T00:00:00Z,COR,6.0,63,56,1000
PAL9899,1999-01-24T00:00:00Z,HUM,1.1,0,0,1200
PAL9899,1999-01-24T00:00:00Z,HUM,1.2,0,0,1200
PAL9899,1999-01-24T00:00:00Z,HUM,1.3,0,0,1200
PAL9899,1999-01-24T00:00:00Z,HUM,2.1,75,144,1200
PAL9899,1999-01-24T00:00:00Z,HUM,2.2,51,83,1200
PAL9899,1999-01-24T00:00:00Z,HUM,3.0,68,358,1200
PAL9899,1999-01-24T00:00:00Z,HUM,3.1,0,0,1200
PAL9899,1999-01-24T00:00:00Z,HUM,4.0,46,132,1200
PAL9899,1999-01-24T00:00:00Z,HUM,5.0,72,300,1200
PAL9899,1999-01-24T00:00:00Z,LIT,1.0,7,1,1100
PAL9899,1999-01-24T00:00:00Z,LIT,2.0,18,7,1100
PAL9899,1999-01-24T00:00:00Z,LIT,3.0,0,0,1100
PAL9899,1999-01-24T00:00:00Z,LIT,4.0,16,3,1100
PAL9899,1999-01-24T00:00:00Z,LIT,5.0,39,62,1100
PAL9899,1999-01-24T00:00:00Z,LIT,6.0,49,112,1100
PAL9899,1999-01-24T00:00:00Z,LIT,7.0,31,45,1100
PAL9899,1999-01-24T00:00:00Z,LIT,8.0,65,163,1100
PAL9899,1999-01-24T00:00:00Z,LIT,9.0,23,29,1100
PAL9899,1999-01-24T00:00:00Z,TOR,1.0,46,37,1400
PAL9899,1999-01-24T00:00:00Z,TOR,2.0,0,0,1400
PAL9899,1999-01-24T00:00:00Z,TOR,3.0,0,0,1400
PAL9899,1999-01-24T00:00:00Z,TOR,4.0,96,115,1400
PAL9899,1999-01-24T00:00:00Z,TOR,5.0,32,29,1400
PAL9899,1999-01-24T00:00:00Z,TOR,12.0,93,225,1400
PAL9899,1999-01-24T00:00:00Z,TOR,13.0,80,161,1400
PAL9899,1999-01-24T00:00:00Z,TOR,15.0,45,132,1400
PAL9899,1999-01-24T00:00:00Z,TOR,17.0,2,3,1400
PAL9899,1999-01-24T00:00:00Z,TOR,18.0,85,329,1400
PAL9899,1999-01-24T00:00:00Z,TOR,19.0,178,610,1400
PAL9899,1999-01-24T00:00:00Z,TOR,20.0,83,196,1400
PAL9899,1999-01-24T00:00:00Z,TOR,21.0,28,34,1400
PAL9899,1999-01-24T00:00:00Z,TOR,22.0,10,10,1400
PAL9899,1999-01-24T00:00:00Z,TOR,23.0,87,194,1400
PAL9899,1999-01-24T00:00:00Z,TOR,23.1,0,0,1400
PAL9900,2000-01-25T00:00:00Z,HUM,1.1,0,0,1200
PAL9900,2000-01-25T00:00:00Z,HUM,1.2,0,0,1200
PAL9900,2000-01-25T00:00:00Z,HUM,1.3,0,0,1200
PAL9900,2000-01-25T00:00:00Z,HUM,2.1,102,120,1200
PAL9900,2000-01-25T00:00:00Z,HUM,2.2,51,78,1200
PAL9900,2000-01-25T00:00:00Z,HUM,3.0,121,307,1200
PAL9900,2000-01-25T00:00:00Z,HUM,3.1,0,0,1200
PAL9900,2000-01-25T00:00:00Z,HUM,4.0,54,117,1200
PAL9900,2000-01-25T00:00:00Z,HUM,5.0,123,194,1200
PAL9900,2000-01-25T00:00:00Z,LIT,1.0,7,1,1100
PAL9900,2000-01-25T00:00:00Z,LIT,2.0,15,9,1100
PAL9900,2000-01-25T00:00:00Z,LIT,3.0,0,0,1100
PAL9900,2000-01-25T00:00:00Z,LIT,4.0,10,1,1100
PAL9900,2000-01-25T00:00:00Z,LIT,5.0,69,28,1100
PAL9900,2000-01-25T00:00:00Z,LIT,6.0,95,48,1100
PAL9900,2000-01-25T00:00:00Z,LIT,7.0,48,30,1100
PAL9900,2000-01-25T00:00:00Z,LIT,8.0,135,150,1100
PAL9900,2000-01-25T00:00:00Z,LIT,9.0,30,23,1100
PAL9900,2000-01-25T00:00:00Z,TOR,1.0,42,23,1600
PAL9900,2000-01-25T00:00:00Z,TOR,2.0,0,0,1600
PAL9900,2000-01-25T00:00:00Z,TOR,3.0,0,0,1600
PAL9900,2000-01-25T00:00:00Z,TOR,4.0,84,107,1600
PAL9900,2000-01-25T00:00:00Z,TOR,5.0,23,30,1600
PAL9900,2000-01-25T00:00:00Z,TOR,12.0,116,207,1600
PAL9900,2000-01-25T00:00:00Z,TOR,13.0,94,136,1600
PAL9900,2000-01-25T00:00:00Z,TOR,15.0,55,151,1600
PAL9900,2000-01-25T00:00:00Z,TOR,17.0,0,0,1600
PAL9900,2000-01-25T00:00:00Z,TOR,18.0,80,255,1600
PAL9900,2000-01-25T00:00:00Z,TOR,19.0,163,643,1600
PAL9900,2000-01-25T00:00:00Z,TOR,20.0,96,186,1600
PAL9900,2000-01-25T00:00:00Z,TOR,21.0,3,1,1600
PAL9900,2000-01-25T00:00:00Z,TOR,22.0,0,0,1600
PAL9900,2000-01-25T00:00:00Z,TOR,23.0,118,120,1600
PAL9900,2000-01-25T00:00:00Z,TOR,23.1,0,0,1600
PAL9900,2000-01-28T00:00:00Z,CHR,1.0,90,196,1600
PAL9900,2000-01-28T00:00:00Z,CHR,2.0,28,51,1600
PAL9900,2000-01-28T00:00:00Z,CHR,3.0,31,70,1600
PAL9900,2000-01-28T00:00:00Z,CHR,3.1,28,32,1600
PAL9900,2000-01-28T00:00:00Z,CHR,4.1,1,1,1600
PAL9900,2000-01-28T00:00:00Z,CHR,5.0,15,50,1600
PAL9900,2000-01-28T00:00:00Z,CHR,6.0,74,142,1600
PAL9900,2000-01-28T00:00:00Z,CHR,7.0,219,379,1600
PAL9900,2000-01-28T00:00:00Z,CHR,7.1,18,21,1600
PAL9900,2000-01-28T00:00:00Z,CHR,7.2,36,93,1600
PAL9900,2000-01-28T00:00:00Z,CHR,8.0,110,182,1600
PAL9900,2000-01-28T00:00:00Z,CHR,9.1,28,57,1600
PAL9900,2000-01-28T00:00:00Z,CHR,10.0,3,3,1600
PAL9900,2000-01-28T00:00:00Z,CHR,11.0,2,2,1600
PAL9900,2000-01-28T00:00:00Z,COR,1.0,0,0,1400
PAL9900,2000-01-28T00:00:00Z,COR,2.0,46,101,1400
PAL9900,2000-01-28T00:00:00Z,COR,3.0,32,67,1400
PAL9900,2000-01-28T00:00:00Z,COR,4.0,0,0,1400
PAL9900,2000-01-28T00:00:00Z,COR,5.0,220,308,1400
PAL9900,2000-01-28T00:00:00Z,COR,5.1,81,152,1400
PAL9900,2000-01-28T00:00:00Z,COR,6.0,30,37,1400
PAL0001,2001-01-22T00:00:00Z,LIT,1.0,0,0,1100
PAL0001,2001-01-22T00:00:00Z,LIT,2.0,0,0,1100
PAL0001,2001-01-22T00:00:00Z,LIT,3.0,0,0,1100
PAL0001,2001-01-22T00:00:00Z,LIT,4.0,0,0,1100
PAL0001,2001-01-22T00:00:00Z,LIT,5.0,36,23,1100
PAL0001,2001-01-22T00:00:00Z,LIT,6.0,50,36,1100
PAL0001,2001-01-22T00:00:00Z,LIT,7.0,21,27,1100
PAL0001,2001-01-22T00:00:00Z,LIT,8.0,73,122,1100
PAL0001,2001-01-22T00:00:00Z,LIT,9.0,19,15,1100
PAL0001,2001-01-23T00:00:00Z,CHR,1.0,75,196,1600
PAL0001,2001-01-23T00:00:00Z,CHR,2.0,24,49,1600
PAL0001,2001-01-23T00:00:00Z,CHR,3.0,30,62,1600
PAL0001,2001-01-23T00:00:00Z,CHR,3.1,20,32,1600
PAL0001,2001-01-23T00:00:00Z,CHR,4.1,0,0,1600
PAL0001,2001-01-23T00:00:00Z,CHR,5.0,14,43,1600
PAL0001,2001-01-23T00:00:00Z,CHR,6.0,51,123,1600
PAL0001,2001-01-23T00:00:00Z,CHR,7.0,199,359,1600
PAL0001,2001-01-23T00:00:00Z,CHR,7.1,11,18,1600
PAL0001,2001-01-23T00:00:00Z,CHR,7.2,37,78,1600
PAL0001,2001-01-23T00:00:00Z,CHR,8.0,87,183,1600
PAL0001,2001-01-23T00:00:00Z,CHR,9.1,28,69,1600
PAL0001,2001-01-23T00:00:00Z,CHR,10.0,2,4,1600
PAL0001,2001-01-23T00:00:00Z,CHR,11.0,2,2,1600
PAL0001,2001-01-23T00:00:00Z,COR,1.0,0,0,1400
PAL0001,2001-01-23T00:00:00Z,COR,2.0,55,105,1400
PAL0001,2001-01-23T00:00:00Z,COR,3.0,32,61,1400
PAL0001,2001-01-23T00:00:00Z,COR,4.0,0,0,1400
PAL0001,2001-01-23T00:00:00Z,COR,5.0,228,318,1400
PAL0001,2001-01-23T00:00:00Z,COR,5.1,69,158,1400
PAL0001,2001-01-23T00:00:00Z,COR,6.0,23,21,1400
PAL0001,2001-01-23T00:00:00Z,HUM,1.1,0,0,1200
PAL0001,2001-01-23T00:00:00Z,HUM,1.2,0,0,1200
PAL0001,2001-01-23T00:00:00Z,HUM,1.3,0,0,1200
PAL0001,2001-01-23T00:00:00Z,HUM,2.1,25,128,1200
PAL0001,2001-01-23T00:00:00Z,HUM,2.2,17,85,1200
PAL0001,2001-01-23T00:00:00Z,HUM,3.0,53,335,1200
PAL0001,2001-01-23T00:00:00Z,HUM,3.1,0,0,1200
PAL0001,2001-01-23T00:00:00Z,HUM,4.0,24,111,1200
PAL0001,2001-01-23T00:00:00Z,HUM,5.0,47,266,1200
PAL0001,2001-01-24T00:00:00Z,TOR,1.0,29,42,1600
PAL0001,2001-01-24T00:00:00Z,TOR,2.0,0,0,1600
PAL0001,2001-01-24T00:00:00Z,TOR,3.0,0,0,1600
PAL0001,2001-01-24T00:00:00Z,TOR,4.0,46,120,1600
PAL0001,2001-01-24T00:00:00Z,TOR,5.0,9,42,1600
PAL0001,2001-01-24T00:00:00Z,TOR,12.0,154,218,1600
PAL0001,2001-01-24T00:00:00Z,TOR,13.0,109,145,1600
PAL0001,2001-01-24T00:00:00Z,TOR,15.0,35,157,1600
PAL0001,2001-01-24T00:00:00Z,TOR,17.0,0,0,1600
PAL0001,2001-01-24T00:00:00Z,TOR,18.0,35,252,1600
PAL0001,2001-01-24T00:00:00Z,TOR,19.0,134,668,1600
PAL0001,2001-01-24T00:00:00Z,TOR,20.0,52,165,1600
PAL0001,2001-01-24T00:00:00Z,TOR,21.0,0,0,1600
PAL0001,2001-01-24T00:00:00Z,TOR,22.0,0,0,1600
PAL0001,2001-01-24T00:00:00Z,TOR,23.0,55,108,1600
PAL0001,2001-01-24T00:00:00Z,TOR,23.1,0,0,1600
PAL0102,2002-01-23T00:00:00Z,HUM,1.1,0,0,1200
PAL0102,2002-01-23T00:00:00Z,HUM,1.2,0,0,1200
PAL0102,2002-01-23T00:00:00Z,HUM,1.3,0,0,1200
PAL0102,2002-01-23T00:00:00Z,HUM,2.1,32,21,1200
PAL0102,2002-01-23T00:00:00Z,HUM,2.2,19,37,1200
PAL0102,2002-01-23T00:00:00Z,HUM,3.0,81,144,1200
PAL0102,2002-01-23T00:00:00Z,HUM,3.1,0,0,1200
PAL0102,2002-01-23T00:00:00Z,HUM,4.0,1,22,1200
PAL0102,2002-01-23T00:00:00Z,HUM,5.0,45,48,1200
PAL0102,2002-01-23T00:00:00Z,LIT,1.0,0,0,1100
PAL0102,2002-01-23T00:00:00Z,LIT,2.0,0,0,1100
PAL0102,2002-01-23T00:00:00Z,LIT,3.0,0,0,1100
PAL0102,2002-01-23T00:00:00Z,LIT,4.0,0,0,1100
PAL0102,2002-01-23T00:00:00Z,LIT,5.0,19,0,1100
PAL0102,2002-01-23T00:00:00Z,LIT,6.0,16,0,1100
PAL0102,2002-01-23T00:00:00Z,LIT,7.0,0,0,1100
PAL0102,2002-01-23T00:00:00Z,LIT,8.0,56,0,1100
PAL0102,2002-01-23T00:00:00Z,LIT,9.0,0,0,1100
PAL0102,2002-01-23T00:00:00Z,TOR,1.0,7,11,1600
PAL0102,2002-01-23T00:00:00Z,TOR,2.0,0,0,1600
PAL0102,2002-01-23T00:00:00Z,TOR,3.0,0,0,1600
PAL0102,2002-01-23T00:00:00Z,TOR,4.0,65,29,1600
PAL0102,2002-01-23T00:00:00Z,TOR,5.0,14,23,1600
PAL0102,2002-01-23T00:00:00Z,TOR,12.0,62,33,1600
PAL0102,2002-01-23T00:00:00Z,TOR,13.0,41,38,1600
PAL0102,2002-01-23T00:00:00Z,TOR,15.0,57,68,1600
PAL0102,2002-01-23T00:00:00Z,TOR,17.0,0,0,1600
PAL0102,2002-01-23T00:00:00Z,TOR,18.0,27,26,1600
PAL0102,2002-01-23T00:00:00Z,TOR,19.0,181,86,1600
PAL0102,2002-01-23T00:00:00Z,TOR,20.0,57,32,1600
PAL0102,2002-01-23T00:00:00Z,TOR,21.0,0,0,1600
PAL0102,2002-01-23T00:00:00Z,TOR,22.0,0,0,1600
PAL0102,2002-01-23T00:00:00Z,TOR,23.0,46,26,1600
PAL0102,2002-01-23T00:00:00Z,TOR,23.1,0,0,1600
PAL0102,2002-01-25T00:00:00Z,CHR,1.0,1,16,1100
PAL0102,2002-01-25T00:00:00Z,CHR,2.0,12,48,1100
PAL0102,2002-01-25T00:00:00Z,CHR,3.0,5,25,1100
PAL0102,2002-01-25T00:00:00Z,CHR,3.1,0,0,1100
PAL0102,2002-01-25T00:00:00Z,CHR,4.1,0,0,1100
PAL0102,2002-01-25T00:00:00Z,CHR,5.0,9,12,1100
PAL0102,2002-01-25T00:00:00Z,CHR,6.0,16,73,1100
PAL0102,2002-01-25T00:00:00Z,CHR,7.0,67,217,1100
PAL0102,2002-01-25T00:00:00Z,CHR,7.1,0,0,1100
PAL0102,2002-01-25T00:00:00Z,CHR,7.2,12,28,1100
PAL0102,2002-01-25T00:00:00Z,CHR,8.0,32,70,1100
PAL0102,2002-01-25T00:00:00Z,CHR,9.1,15,22,1100
PAL0102,2002-01-25T00:00:00Z,CHR,10.0,0,0,1100
PAL0102,2002-01-25T00:00:00Z,CHR,11.0,0,0,1100
PAL0102,2002-01-25T00:00:00Z,COR,1.0,0,0,1000
PAL0102,2002-01-25T00:00:00Z,COR,2.0,18,38,1000
PAL0102,2002-01-25T00:00:00Z,COR,3.0,8,26,1000
PAL0102,2002-01-25T00:00:00Z,COR,4.0,0,0,1000
PAL0102,2002-01-25T00:00:00Z,COR,5.0,42,47,1000
PAL0102,2002-01-25T00:00:00Z,COR,5.1,17,63,1000
PAL0102,2002-01-25T00:00:00Z,COR,6.0,0,0,1000
PAL0203,2003-01-25T00:00:00Z,CHR,1.0,108,98,1100
PAL0203,2003-01-25T00:00:00Z,CHR,2.0,27,19,1100
PAL0203,2003-01-25T00:00:00Z,CHR,3.0,44,46,1100
PAL0203,2003-01-25T00:00:00Z,CHR,3.1,13,8,1100
PAL0203,2003-01-25T00:00:00Z,CHR,4.1,0,0,1100
PAL0203,2003-01-25T00:00:00Z,CHR,5.0,25,23,1100
PAL0203,2003-01-25T00:00:00Z,CHR,6.0,105,91,1100
PAL0203,2003-01-25T00:00:00Z,CHR,7.0,248,287,1100
PAL0203,2003-01-25T00:00:00Z,CHR,7.1,5,3,1100
PAL0203,2003-01-25T00:00:00Z,CHR,7.2,44,44,1100
PAL0203,2003-01-25T00:00:00Z,CHR,8.0,100,112,1100
PAL0203,2003-01-25T00:00:00Z,CHR,9.1,44,44,1100
PAL0203,2003-01-25T00:00:00Z,CHR,10.0,0,0,1100
PAL0203,2003-01-25T00:00:00Z,CHR,11.0,2,0,1100
PAL0203,2003-01-25T00:00:00Z,COR,1.0,0,0,1000
PAL0203,2003-01-25T00:00:00Z,COR,2.0,63,70,1000
PAL0203,2003-01-25T00:00:00Z,COR,3.0,42,45,1000
PAL0203,2003-01-25T00:00:00Z,COR,4.0,0,0,1000
PAL0203,2003-01-25T00:00:00Z,COR,5.0,162,168,1000
PAL0203,2003-01-25T00:00:00Z,COR,5.1,90,113,1000
PAL0203,2003-01-25T00:00:00Z,COR,6.0,5,3,1000
PAL0203,2003-01-25T00:00:00Z,HUM,1.1,0,0,1200
PAL0203,2003-01-25T00:00:00Z,HUM,1.2,0,0,1200
PAL0203,2003-01-25T00:00:00Z,HUM,1.3,0,0,1200
PAL0203,2003-01-25T00:00:00Z,HUM,2.1,45,50,1200
PAL0203,2003-01-25T00:00:00Z,HUM,2.2,35,63,1200
PAL0203,2003-01-25T00:00:00Z,HUM,3.0,211,267,1200
PAL0203,2003-01-25T00:00:00Z,HUM,3.1,0,0,1200
PAL0203,2003-01-25T00:00:00Z,HUM,4.0,44,55,1200
PAL0203,2003-01-25T00:00:00Z,HUM,5.0,130,171,1200
PAL0203,2003-01-25T00:00:00Z,LIT,1.0,0,0,1100
PAL0203,2003-01-25T00:00:00Z,LIT,2.0,0,0,1100
PAL0203,2003-01-25T00:00:00Z,LIT,3.0,0,0,1100
PAL0203,2003-01-25T00:00:00Z,LIT,4.0,0,0,1100
PAL0203,2003-01-25T00:00:00Z,LIT,5.0,2,0,1100
PAL0203,2003-01-25T00:00:00Z,LIT,6.0,0,0,1100
PAL0203,2003-01-25T00:00:00Z,LIT,7.0,0,0,1100
PAL0203,2003-01-25T00:00:00Z,LIT,8.0,56,4,1100
PAL0203,2003-01-25T00:00:00Z,LIT,9.0,0,0,1100
PAL0203,2003-01-25T00:00:00Z,TOR,1.0,14,7,1600
PAL0203,2003-01-25T00:00:00Z,TOR,2.0,0,0,1600
PAL0203,2003-01-25T00:00:00Z,TOR,3.0,0,0,1600
PAL0203,2003-01-25T00:00:00Z,TOR,4.0,70,78,1600
PAL0203,2003-01-25T00:00:00Z,TOR,5.0,35,35,1600
PAL0203,2003-01-25T00:00:00Z,TOR,12.0,87,83,1600
PAL0203,2003-01-25T00:00:00Z,TOR,13.0,63,45,1600
PAL0203,2003-01-25T00:00:00Z,TOR,15.0,82,107,1600
PAL0203,2003-01-25T00:00:00Z,TOR,17.0,0,0,1600
PAL0203,2003-01-25T00:00:00Z,TOR,18.0,95,122,1600
PAL0203,2003-01-25T00:00:00Z,TOR,19.0,336,447,1600
PAL0203,2003-01-25T00:00:00Z,TOR,20.0,82,105,1600
PAL0203,2003-01-25T00:00:00Z,TOR,21.0,0,0,1600
PAL0203,2003-01-25T00:00:00Z,TOR,22.0,0,0,1600
PAL0203,2003-01-25T00:00:00Z,TOR,23.0,69,63,1600
PAL0203,2003-01-25T00:00:00Z,TOR,23.1,0,0,1600
PAL0304,2004-01-21T00:00:00Z,HUM,1.1,0,0,
PAL0304,2004-01-21T00:00:00Z,HUM,1.2,0,0,
PAL0304,2004-01-21T00:00:00Z,HUM,1.3,0,0,
PAL0304,2004-01-21T00:00:00Z,HUM,2.1,40,58,
PAL0304,2004-01-21T00:00:00Z,HUM,2.2,43,56,
PAL0304,2004-01-21T00:00:00Z,HUM,3.0,195,211,
PAL0304,2004-01-21T00:00:00Z,HUM,3.1,0,0,
PAL0304,2004-01-21T00:00:00Z,HUM,4.0,35,40,
PAL0304,2004-01-21T00:00:00Z,HUM,5.0,102,137,
PAL0304,2004-01-21T00:00:00Z,LIT,1.0,0,0,
PAL0304,2004-01-21T00:00:00Z,LIT,2.0,0,0,
PAL0304,2004-01-21T00:00:00Z,LIT,3.0,0,0,
PAL0304,2004-01-21T00:00:00Z,LIT,4.0,0,0,
PAL0304,2004-01-21T00:00:00Z,LIT,5.0,0,0,
PAL0304,2004-01-21T00:00:00Z,LIT,6.0,0,0,
PAL0304,2004-01-21T00:00:00Z,LIT,7.0,0,0,
PAL0304,2004-01-21T00:00:00Z,LIT,8.0,46,28,
PAL0304,2004-01-21T00:00:00Z,LIT,9.0,0,0,
PAL0304,2004-01-21T00:00:00Z,TOR,1.0,13,8,
PAL0304,2004-01-21T00:00:00Z,TOR,2.0,0,0,
PAL0304,2004-01-21T00:00:00Z,TOR,3.0,0,0,
PAL0304,2004-01-21T00:00:00Z,TOR,4.0,65,75,
PAL0304,2004-01-21T00:00:00Z,TOR,5.0,29,44,
PAL0304,2004-01-21T00:00:00Z,TOR,12.0,70,67,
PAL0304,2004-01-21T00:00:00Z,TOR,13.0,40,33,
PAL0304,2004-01-21T00:00:00Z,TOR,15.0,81,113,
PAL0304,2004-01-21T00:00:00Z,TOR,17.0,0,0,
PAL0304,2004-01-21T00:00:00Z,TOR,18.0,89,132,
PAL0304,2004-01-21T00:00:00Z,TOR,19.0,272,389,
PAL0304,2004-01-21T00:00:00Z,TOR,20.0,77,118,
PAL0304,2004-01-21T00:00:00Z,TOR,21.0,0,0,
PAL0304,2004-01-21T00:00:00Z,TOR,22.0,0,0,
PAL0304,2004-01-21T00:00:00Z,TOR,23.0,68,55,
PAL0304,2004-01-21T00:00:00Z,TOR,23.1,0,0,
PAL0304,2004-01-23T00:00:00Z,CHR,1.0,96,91,1100
PAL0304,2004-01-23T00:00:00Z,CHR,2.0,21,20,
PAL0304,2004-01-23T00:00:00Z,CHR,3.0,45,39,
PAL0304,2004-01-23T00:00:00Z,CHR,3.1,12,7,
PAL0304,2004-01-23T00:00:00Z,CHR,4.1,0,0,
PAL0304,2004-01-23T00:00:00Z,CHR,5.0,24,21,
PAL0304,2004-01-23T00:00:00Z,CHR,6.0,0,0,
PAL0304,2004-01-23T00:00:00Z,CHR,7.0,41,55,
PAL0304,2004-01-23T00:00:00Z,CHR,7.1,277,331,
PAL0304,2004-01-23T00:00:00Z,CHR,7.2,81,127,
PAL0304,2004-01-23T00:00:00Z,CHR,8.0,96,110,
PAL0304,2004-01-23T00:00:00Z,CHR,9.1,43,50,
PAL0304,2004-01-23T00:00:00Z,CHR,10.0,0,0,
PAL0304,2004-01-23T00:00:00Z,CHR,11.0,2,0,
PAL0304,2004-01-23T00:00:00Z,COR,1.0,0,0,
PAL0304,2004-01-23T00:00:00Z,COR,2.0,62,67,
PAL0304,2004-01-23T00:00:00Z,COR,3.0,44,32,
PAL0304,2004-01-23T00:00:00Z,COR,4.0,0,0,
PAL0304,2004-01-23T00:00:00Z,COR,5.0,135,130,
PAL0304,2004-01-23T00:00:00Z,COR,5.1,86,103,
PAL0304,2004-01-23T00:00:00Z,COR,6.0,0,0,
PAL0405,2005-01-26T00:00:00Z,HUM,1.1,0,0,
PAL0405,2005-01-26T00:00:00Z,HUM,1.2,0,0,
PAL0405,2005-01-26T00:00:00Z,HUM,1.3,0,0,
PAL0405,2005-01-26T00:00:00Z,HUM,2.1,45,40,
PAL0405,2005-01-26T00:00:00Z,HUM,2.2,45,50,
PAL0405,2005-01-26T00:00:00Z,HUM,3.0,0,0,
PAL0405,2005-01-26T00:00:00Z,HUM,3.1,0,0,
PAL0405,2005-01-26T00:00:00Z,HUM,4.0,20,23,
PAL0405,2005-01-26T00:00:00Z,HUM,5.0,78,73,
PAL0405,2005-01-26T00:00:00Z,TOR,1.0,0,0,
PAL0405,2005-01-26T00:00:00Z,TOR,2.0,0,0,
PAL0405,2005-01-26T00:00:00Z,TOR,3.0,0,0,
PAL0405,2005-01-26T00:00:00Z,TOR,4.0,63,54,
PAL0405,2005-01-26T00:00:00Z,TOR,5.0,28,26,
PAL0405,2005-01-26T00:00:00Z,TOR,12.0,42,25,
PAL0405,2005-01-26T00:00:00Z,TOR,13.0,17,19,
PAL0405,2005-01-26T00:00:00Z,TOR,15.0,76,90,
PAL0405,2005-01-26T00:00:00Z,TOR,17.0,0,0,
PAL0405,2005-01-26T00:00:00Z,TOR,18.0,0,45,
PAL0405,2005-01-26T00:00:00Z,TOR,19.0,0,296,
PAL0405,2005-01-26T00:00:00Z,TOR,20.0,69,94,
PAL0405,2005-01-26T00:00:00Z,TOR,21.0,0,0,
PAL0405,2005-01-26T00:00:00Z,TOR,22.0,0,0,
PAL0405,2005-01-26T00:00:00Z,TOR,23.0,42,12,
PAL0405,2005-01-26T00:00:00Z,TOR,23.1,0,0,
PAL0405,2005-01-27T00:00:00Z,CHR,1.0,45,27,1100
PAL0405,2005-01-27T00:00:00Z,CHR,2.0,0,0,
PAL0405,2005-01-27T00:00:00Z,CHR,3.0,26,37,
PAL0405,2005-01-27T00:00:00Z,CHR,3.1,0,0,
PAL0405,2005-01-27T00:00:00Z,CHR,4.1,0,0,
PAL0405,2005-01-27T00:00:00Z,CHR,5.0,14,7,
PAL0405,2005-01-27T00:00:00Z,CHR,6.0,76,98,
PAL0405,2005-01-27T00:00:00Z,CHR,7.0,0,0,
PAL0405,2005-01-27T00:00:00Z,CHR,7.1,0,0,
PAL0405,2005-01-27T00:00:00Z,CHR,7.2,0,39,
PAL0405,2005-01-27T00:00:00Z,CHR,8.0,94,99,
PAL0405,2005-01-27T00:00:00Z,CHR,9.1,41,43,
PAL0405,2005-01-27T00:00:00Z,CHR,10.0,0,0,
PAL0405,2005-01-27T00:00:00Z,CHR,11.0,0,0,
PAL0405,2005-01-27T00:00:00Z,COR,1.0,0,0,
PAL0405,2005-01-27T00:00:00Z,COR,2.0,48,54,
PAL0405,2005-01-27T00:00:00Z,COR,3.0,31,42,
PAL0405,2005-01-27T00:00:00Z,COR,4.0,0,0,
PAL0405,2005-01-27T00:00:00Z,COR,5.0,0,52,
PAL0405,2005-01-27T00:00:00Z,COR,5.1,69,79,
PAL0405,2005-01-27T00:00:00Z,COR,6.0,0,0,
PAL0405,2005-01-27T00:00:00Z,LIT,1.0,0,0,
PAL0405,2005-01-27T00:00:00Z,LIT,2.0,0,0,
PAL0405,2005-01-27T00:00:00Z,LIT,3.0,0,0,
PAL0405,2005-01-27T00:00:00Z,LIT,4.0,0,0,
PAL0405,2005-01-27T00:00:00Z,LIT,5.0,0,0,
PAL0405,2005-01-27T00:00:00Z,LIT,6.0,0,0,
PAL0405,2005-01-27T00:00:00Z,LIT,7.0,0,0,
PAL0405,2005-01-27T00:00:00Z,LIT,8.0,30,14,
PAL0405,2005-01-27T00:00:00Z,LIT,9.0,0,0,
PAL0506,2006-01-16T00:00:00Z,LIT,1.0,0,0,
PAL0506,2006-01-16T00:00:00Z,LIT,2.0,0,0,
PAL0506,2006-01-16T00:00:00Z,LIT,3.0,0,0,
PAL0506,2006-01-16T00:00:00Z,LIT,4.0,0,0,
PAL0506,2006-01-16T00:00:00Z,LIT,5.0,0,0,
PAL0506,2006-01-16T00:00:00Z,LIT,6.0,0,0,
PAL0506,2006-01-16T00:00:00Z,LIT,7.0,0,0,
PAL0506,2006-01-16T00:00:00Z,LIT,8.0,6,5,
PAL0506,2006-01-16T00:00:00Z,LIT,9.0,0,0,
PAL0506,2006-01-18T00:00:00Z,CHR,1.0,40,30,1100
PAL0506,2006-01-18T00:00:00Z,CHR,2.0,0,0,
PAL0506,2006-01-18T00:00:00Z,CHR,3.0,40,35,
PAL0506,2006-01-18T00:00:00Z,CHR,3.1,0,0,
PAL0506,2006-01-18T00:00:00Z,CHR,4.1,0,0,
PAL0506,2006-01-18T00:00:00Z,CHR,5.0,12,4,
