study_name,time,island_name,colony_code,num_nests,num_nests_with_one_chick,num_nests_with_two_chicks,num_nests_with_eggs
,UTC,,,,,,
PAL0607,2007-01-04T00:00:00Z,HUM,3.1,0,0,0,0
PAL0607,2007-01-04T00:00:00Z,HUM,4.0,1,1,0,0
PAL0607,2007-01-04T00:00:00Z,HUM,5.0,17,7,10,0
PAL0607,2007-01-04T00:00:00Z,LIT,1.0,0,0,0,0
PAL0607,2007-01-04T00:00:00Z,LIT,2.0,0,0,0,0
PAL0607,2007-01-04T00:00:00Z,LIT,4.0,0,0,0,0
PAL0607,2007-01-04T00:00:00Z,LIT,5.0,0,0,0,0
PAL0607,2007-01-04T00:00:00Z,LIT,6.0,0,0,0,0
PAL0607,2007-01-04T00:00:00Z,LIT,7.0,0,0,0,0
PAL0607,2007-01-04T00:00:00Z,LIT,8.0,0,0,0,0
PAL0607,2007-01-04T00:00:00Z,LIT,9.0,0,0,0,0
PAL0607,2007-01-04T00:00:00Z,TOR,1.0,0,0,0,0
PAL0607,2007-01-04T00:00:00Z,TOR,2.0,0,0,0,0
PAL0607,2007-01-04T00:00:00Z,TOR,3.0,0,0,0,0
PAL0607,2007-01-04T00:00:00Z,TOR,4.0,11,6,5,2
PAL0607,2007-01-04T00:00:00Z,TOR,5.0,3,1,2,0
PAL0607,2007-01-04T00:00:00Z,TOR,12.0,0,0,0,0
PAL0607,2007-01-04T00:00:00Z,TOR,13.0,0,0,0,0
PAL0607,2007-01-04T00:00:00Z,TOR,15.0,34,20,14,1
PAL0607,2007-01-04T00:00:00Z,TOR,17.0,0,0,0,0
PAL0607,2007-01-04T00:00:00Z,TOR,20.0,33,11,22,0
PAL0607,2007-01-04T00:00:00Z,TOR,21.0,0,0,0,0
PAL0607,2007-01-04T00:00:00Z,TOR,22.0,0,0,0,0
PAL0607,2007-01-04T00:00:00Z,TOR,23.0,0,0,0,0
PAL0607,2007-01-04T00:00:00Z,TOR,23.1,0,0,0,0
PAL0607,2007-01-07T00:00:00Z,CHR,1.0,10,5,5,0
PAL0607,2007-01-07T00:00:00Z,CHR,2.0,0,0,0,0
PAL0607,2007-01-07T00:00:00Z,CHR,3.0,17,7,10,0
PAL0607,2007-01-07T00:00:00Z,CHR,3.1,0,0,0,0
PAL0607,2007-01-07T00:00:00Z,CHR,4.1,0,0,0,0
PAL0607,2007-01-07T00:00:00Z,CHR,4.2,0,0,0,0
PAL0607,2007-01-07T00:00:00Z,CHR,5.0,0,0,0,0
PAL0607,2007-01-07T00:00:00Z,CHR,6.0,27,13,14,0
PAL0607,2007-01-07T00:00:00Z,CHR,7.1,0,0,0,0
PAL0607,2007-01-07T00:00:00Z,CHR,7.2,13,7,6,0
PAL0607,2007-01-07T00:00:00Z,CHR,8.0,33,11,22,1
PAL0607,2007-01-07T00:00:00Z,CHR,9.1,32,13,19,0
PAL0607,2007-01-07T00:00:00Z,CHR,10.0,0,0,0,0
PAL0607,2007-01-07T00:00:00Z,COR,1.0,0,0,0,0
PAL0607,2007-01-07T00:00:00Z,COR,2.0,27,13,14,0
PAL0607,2007-01-07T00:00:00Z,COR,3.0,20,7,13,0
PAL0607,2007-01-07T00:00:00Z,COR,4.0,0,0,0,0
PAL0607,2007-01-07T00:00:00Z,COR,5.0,9,7,2,0
PAL0607,2007-01-07T00:00:00Z,COR,5.1,34,19,15,0
PAL0607,2007-01-07T00:00:00Z,COR,6.0,0,0,0,0
PAL0708,2008-01-07T00:00:00Z,CHR,1.0,5,3,2,1
PAL0708,2008-01-07T00:00:00Z,CHR,2.0,0,0,0,0
PAL0708,2008-01-07T00:00:00Z,CHR,3.0,20,9,11,0
PAL0708,2008-01-07T00:00:00Z,CHR,4.1,0,0,0,0
PAL0708,2008-01-07T00:00:00Z,CHR,5.0,0,0,0,0
PAL0708,2008-01-07T00:00:00Z,CHR,6.0,26,14,12,2
PAL0708,2008-01-07T00:00:00Z,CHR,7.1,0,0,0,0
PAL0708,2008-01-07T00:00:00Z,CHR,7.2,11,5,6,0
PAL0708,2008-01-07T00:00:00Z,CHR,8.0,32,18,14,2
PAL0708,2008-01-07T00:00:00Z,CHR,9.1,29,14,15,0
PAL0708,2008-01-07T00:00:00Z,CHR,10.0,0,0,0,0
PAL0708,2008-01-07T00:00:00Z,COR,1.0,0,0,0,0
PAL0708,2008-01-07T00:00:00Z,COR,2.0,23,13,10,2
PAL0708,2008-01-07T00:00:00Z,COR,3.0,15,8,7,0
PAL0708,2008-01-07T00:00:00Z,COR,4.0,0,0,0,0
PAL0708,2008-01-07T00:00:00Z,COR,5.0,5,4,1,0
PAL0708,2008-01-07T00:00:00Z,COR,5.1,28,17,11,2
PAL0708,2008-01-07T00:00:00Z,COR,6.0,0,0,0,0
PAL0708,2008-01-07T00:00:00Z,HUM,1.1,0,0,0,0
PAL0708,2008-01-07T00:00:00Z,HUM,1.2,0,0,0,0
PAL0708,2008-01-07T00:00:00Z,HUM,1.3,0,0,0,0
PAL0708,2008-01-07T00:00:00Z,HUM,2.1,12,7,5,0
PAL0708,2008-01-07T00:00:00Z,HUM,2.2,26,11,15,4
PAL0708,2008-01-07T00:00:00Z,HUM,3.0,55,21,34,0
PAL0708,2008-01-07T00:00:00Z,HUM,3.1,0,0,0,0
PAL0708,2008-01-07T00:00:00Z,HUM,4.0,0,0,0,0
PAL0708,2008-01-07T00:00:00Z,HUM,5.0,25,8,17,1
PAL0708,2008-01-07T00:00:00Z,LIT,1.0,0,0,0,0
PAL0708,2008-01-07T00:00:00Z,LIT,2.0,0,0,0,0
PAL0708,2008-01-07T00:00:00Z,LIT,4.0,0,0,0,0
PAL0708,2008-01-07T00:00:00Z,LIT,5.0,0,0,0,0
PAL0708,2008-01-07T00:00:00Z,LIT,6.0,0,0,0,0
PAL0708,2008-01-07T00:00:00Z,LIT,7.0,0,0,0,0
PAL0708,2008-01-07T00:00:00Z,LIT,8.0,0,0,0,0
PAL0708,2008-01-07T00:00:00Z,LIT,9.0,0,0,0,0
PAL0708,2008-01-07T00:00:00Z,TOR,1.0,0,0,0,0
PAL0708,2008-01-07T00:00:00Z,TOR,2.0,0,0,0,0
PAL0708,2008-01-07T00:00:00Z,TOR,3.0,0,0,0,0
PAL0708,2008-01-07T00:00:00Z,TOR,4.0,1,1,0,4
PAL0708,2008-01-07T00:00:00Z,TOR,5.0,0,0,0,0
PAL0708,2008-01-07T00:00:00Z,TOR,12.0,0,0,0,0
PAL0708,2008-01-07T00:00:00Z,TOR,13.0,0,0,0,0
PAL0708,2008-01-07T00:00:00Z,TOR,15.0,14,7,7,0
PAL0708,2008-01-07T00:00:00Z,TOR,17.0,0,0,0,0
PAL0708,2008-01-07T00:00:00Z,TOR,20.0,20,11,9,0
PAL0708,2008-01-07T00:00:00Z,TOR,21.0,0,0,0,0
PAL0708,2008-01-07T00:00:00Z,TOR,22.0,0,0,0,0
PAL0708,2008-01-07T00:00:00Z,TOR,23.0,0,0,0,0
PAL0708,2008-01-07T00:00:00Z,TOR,23.1,0,0,0,0
PAL0809,2008-12-30T00:00:00Z,TOR,1.0,0,0,0,0
PAL0809,2008-12-30T00:00:00Z,TOR,2.0,0,0,0,0
PAL0809,2008-12-30T00:00:00Z,TOR,3.0,0,0,0,0
PAL0809,2008-12-30T00:00:00Z,TOR,4.0,10,7,3,0
PAL0809,2008-12-30T00:00:00Z,TOR,5.0,0,0,0,0
PAL0809,2008-12-30T00:00:00Z,TOR,12.0,0,0,0,0
PAL0809,2008-12-30T00:00:00Z,TOR,13.0,0,0,0,0
PAL0809,2008-12-30T00:00:00Z,TOR,15.0,9,3,6,0
PAL0809,2008-12-30T00:00:00Z,TOR,17.0,0,0,0,0
PAL0809,2008-12-30T00:00:00Z,TOR,20.0,29,10,19,0
PAL0809,2008-12-30T00:00:00Z,TOR,21.0,0,0,0,0
PAL0809,2008-12-30T00:00:00Z,TOR,22.0,0,0,0,0
PAL0809,2008-12-30T00:00:00Z,TOR,23.0,0,0,0,0
PAL0809,2008-12-30T00:00:00Z,TOR,23.1,0,0,0,0
PAL0809,2008-12-31T00:00:00Z,CHR,1.0,7,6,1,0
PAL0809,2008-12-31T00:00:00Z,CHR,2.0,0,0,0,0
PAL0809,2008-12-31T00:00:00Z,CHR,3.0,8,5,3,1
PAL0809,2008-12-31T00:00:00Z,CHR,4.1,0,0,0,0
PAL0809,2008-12-31T00:00:00Z,CHR,5.0,0,0,0,0
PAL0809,2008-12-31T00:00:00Z,CHR,6.0,20,16,4,2
PAL0809,2008-12-31T00:00:00Z,CHR,7.1,0,0,0,0
PAL0809,2008-12-31T00:00:00Z,CHR,7.2,8,6,2,0
PAL0809,2008-12-31T00:00:00Z,CHR,8.0,32,23,9,0
PAL0809,2008-12-31T00:00:00Z,CHR,9.1,22,8,14,1
PAL0809,2008-12-31T00:00:00Z,CHR,10.0,0,0,0,0
PAL0809,2008-12-31T00:00:00Z,COR,1.0,0,0,0,0
PAL0809,2008-12-31T00:00:00Z,COR,2.0,20,6,14,3
PAL0809,2008-12-31T00:00:00Z,COR,3.0,19,1,18,0
PAL0809,2008-12-31T00:00:00Z,COR,4.0,0,0,0,0
PAL0809,2008-12-31T00:00:00Z,COR,5.0,7,6,1,0
PAL0809,2008-12-31T00:00:00Z,COR,5.1,32,13,19,1
PAL0809,2008-12-31T00:00:00Z,COR,6.0,0,0,0,0
PAL0809,2008-12-31T00:00:00Z,LIT,1.0,0,0,0,0
PAL0809,2008-12-31T00:00:00Z,LIT,2.0,0,0,0,0
PAL0809,2008-12-31T00:00:00Z,LIT,4.0,0,0,0,0
PAL0809,2008-12-31T00:00:00Z,LIT,5.0,0,0,0,0
PAL0809,2008-12-31T00:00:00Z,LIT,6.0,0,0,0,0
PAL0809,2008-12-31T00:00:00Z,LIT,7.0,0,0,0,0
PAL0809,2008-12-31T00:00:00Z,LIT,8.0,0,0,0,0
PAL0809,2008-12-31T00:00:00Z,LIT,9.0,0,0,0,0
PAL0809,2009-01-01T00:00:00Z,HUM,1.1,0,0,0,0
PAL0809,2009-01-01T00:00:00Z,HUM,1.2,0,0,0,0
PAL0809,2009-01-01T00:00:00Z,HUM,1.3,0,0,0,0
PAL0809,2009-01-01T00:00:00Z,HUM,2.1,14,5,9,0
PAL0809,2009-01-01T00:00:00Z,HUM,2.2,27,9,18,2
PAL0809,2009-01-01T00:00:00Z,HUM,3.0,51,20,31,1
PAL0809,2009-01-01T00:00:00Z,HUM,3.1,0,0,0,0
PAL0809,2009-01-01T00:00:00Z,HUM,4.0,0,0,0,0
PAL0809,2009-01-01T00:00:00Z,HUM,5.0,19,10,9,1
PAL0910,2010-01-07T00:00:00Z,CHR,1.0,7,3,4,0
PAL0910,2010-01-07T00:00:00Z,CHR,2.0,0,0,0,0
PAL0910,2010-01-07T00:00:00Z,CHR,3.0,12,5,7,1
PAL0910,2010-01-07T00:00:00Z,CHR,4.1,0,0,0,0
PAL0910,2010-01-07T00:00:00Z,CHR,5.0,0,0,0,0
PAL0910,2010-01-07T00:00:00Z,CHR,6.0,18,10,8,1
PAL0910,2010-01-07T00:00:00Z,CHR,7.1,0,0,0,0
PAL0910,2010-01-07T00:00:00Z,CHR,7.2,9,7,2,0
PAL0910,2010-01-07T00:00:00Z,CHR,8.0,29,16,13,2
PAL0910,2010-01-07T00:00:00Z,CHR,9.1,24,11,13,1
PAL0910,2010-01-07T00:00:00Z,CHR,10.0,0,0,0,0
PAL0910,2010-01-07T00:00:00Z,COR,1.0,0,0,0,0
PAL0910,2010-01-07T00:00:00Z,COR,2.0,19,9,10,2
PAL0910,2010-01-07T00:00:00Z,COR,3.0,15,8,7,0
PAL0910,2010-01-07T00:00:00Z,COR,4.0,0,0,0,0
PAL0910,2010-01-07T00:00:00Z,COR,5.0,2,1,1,0
PAL0910,2010-01-07T00:00:00Z,COR,5.1,30,17,13,1
PAL0910,2010-01-07T00:00:00Z,COR,6.0,0,0,0,0
PAL0910,2010-01-07T00:00:00Z,HUM,1.1,0,0,0,0
PAL0910,2010-01-07T00:00:00Z,HUM,1.2,0,0,0,0
PAL0910,2010-01-07T00:00:00Z,HUM,1.3,0,0,0,0
PAL0910,2010-01-07T00:00:00Z,HUM,2.1,10,4,6,0
PAL0910,2010-01-07T00:00:00Z,HUM,2.2,28,13,15,1
PAL0910,2010-01-07T00:00:00Z,HUM,3.0,56,19,37,1
PAL0910,2010-01-07T00:00:00Z,HUM,3.1,0,0,0,0
PAL0910,2010-01-07T00:00:00Z,HUM,4.0,0,0,0,0
PAL0910,2010-01-07T00:00:00Z,HUM,5.0,11,4,7,1
PAL0910,2010-01-07T00:00:00Z,LIT,1.0,0,0,0,0
PAL0910,2010-01-07T00:00:00Z,LIT,2.0,0,0,0,0
PAL0910,2010-01-07T00:00:00Z,LIT,4.0,0,0,0,0
PAL0910,2010-01-07T00:00:00Z,LIT,5.0,0,0,0,0
PAL0910,2010-01-07T00:00:00Z,LIT,6.0,0,0,0,0
PAL0910,2010-01-07T00:00:00Z,LIT,7.0,0,0,0,0
PAL0910,2010-01-07T00:00:00Z,LIT,8.0,0,0,0,0
PAL0910,2010-01-07T00:00:00Z,LIT,9.0,0,0,0,0
PAL0910,2010-01-07T00:00:00Z,TOR,1.0,0,0,0,0
PAL0910,2010-01-07T00:00:00Z,TOR,2.0,0,0,0,0
PAL0910,2010-01-07T00:00:00Z,TOR,3.0,0,0,0,0
PAL0910,2010-01-07T00:00:00Z,TOR,4.0,8,1,7,2
PAL0910,2010-01-07T00:00:00Z,TOR,5.0,0,0,0,0
PAL0910,2010-01-07T00:00:00Z,TOR,12.0,0,0,0,0
PAL0910,2010-01-07T00:00:00Z,TOR,13.0,0,0,0,0
PAL0910,2010-01-07T00:00:00Z,TOR,15.0,4,3,1,1
PAL0910,2010-01-07T00:00:00Z,TOR,17.0,0,0,0,0
PAL0910,2010-01-07T00:00:00Z,TOR,20.0,29,14,15,0
PAL0910,2010-01-07T00:00:00Z,TOR,21.0,0,0,0,0
PAL0910,2010-01-07T00:00:00Z,TOR,22.0,0,0,0,0
PAL0910,2010-01-07T00:00:00Z,TOR,23.0,0,0,0,0
PAL0910,2010-01-07T00:00:00Z,TOR,23.1,0,0,0,0
PAL1011,2011-01-02T00:00:00Z,CHR,1.0,3,3,0,1
PAL1011,2011-01-02T00:00:00Z,CHR,2.0,0,0,0,0
PAL1011,2011-01-02T00:00:00Z,CHR,3.0,4,4,0,1
PAL1011,2011-01-02T00:00:00Z,CHR,4.1,0,0,0,0
PAL1011,2011-01-02T00:00:00Z,CHR,5.0,0,0,0,0
PAL1011,2011-01-02T00:00:00Z,CHR,6.0,5,3,2,1
PAL1011,2011-01-02T00:00:00Z,CHR,7.1,0,0,0,0
PAL1011,2011-01-02T00:00:00Z,CHR,7.2,4,3,1,1
PAL1011,2011-01-02T00:00:00Z,CHR,8.0,17,10,7,1
PAL1011,2011-01-02T00:00:00Z,CHR,9.1,17,6,11,0
PAL1011,2011-01-02T00:00:00Z,CHR,10.0,0,0,0,0
PAL1011,2011-01-02T00:00:00Z,COR,1.0,0,0,0,0
PAL1011,2011-01-02T00:00:00Z,COR,2.0,11,5,6,0
PAL1011,2011-01-02T00:00:00Z,COR,3.0,11,7,4,2
PAL1011,2011-01-02T00:00:00Z,COR,4.0,0,0,0,0
PAL1011,2011-01-02T00:00:00Z,COR,5.0,0,0,0,0
PAL1011,2011-01-02T00:00:00Z,COR,5.1,19,7,12,0
PAL1011,2011-01-02T00:00:00Z,COR,6.0,0,0,0,0
PAL1011,2011-01-02T00:00:00Z,HUM,1.1,0,0,0,0
PAL1011,2011-01-02T00:00:00Z,HUM,1.2,0,0,0,0
PAL1011,2011-01-02T00:00:00Z,HUM,1.3,0,0,0,0
PAL1011,2011-01-02T00:00:00Z,HUM,2.1,8,2,6,0
PAL1011,2011-01-02T00:00:00Z,HUM,2.2,22,11,11,2
PAL1011,2011-01-02T00:00:00Z,HUM,3.0,42,10,32,5
PAL1011,2011-01-02T00:00:00Z,HUM,3.1,0,0,0,0
PAL1011,2011-01-02T00:00:00Z,HUM,4.0,0,0,0,0
PAL1011,2011-01-02T00:00:00Z,HUM,5.0,10,6,4,0
PAL1011,2011-01-02T00:00:00Z,LIT,1.0,0,0,0,0
PAL1011,2011-01-02T00:00:00Z,LIT,2.0,0,0,0,0
PAL1011,2011-01-02T00:00:00Z,LIT,4.0,0,0,0,0
PAL1011,2011-01-02T00:00:00Z,LIT,5.0,0,0,0,0
PAL1011,2011-01-02T00:00:00Z,LIT,6.0,0,0,0,0
PAL1011,2011-01-02T00:00:00Z,LIT,7.0,0,0,0,0
PAL1011,2011-01-02T00:00:00Z,LIT,8.0,0,0,0,0
PAL1011,2011-01-02T00:00:00Z,LIT,9.0,0,0,0,0
PAL1011,2011-01-02T00:00:00Z,TOR,1.0,0,0,0,0
PAL1011,2011-01-02T00:00:00Z,TOR,2.0,0,0,0,0
PAL1011,2011-01-02T00:00:00Z,TOR,3.0,0,0,0,0
PAL1011,2011-01-02T00:00:00Z,TOR,4.0,5,4,1,0
PAL1011,2011-01-02T00:00:00Z,TOR,5.0,0,0,0,0
PAL1011,2011-01-02T00:00:00Z,TOR,12.0,0,0,0,0
PAL1011,2011-01-02T00:00:00Z,TOR,13.0,0,0,0,0
PAL1011,2011-01-02T00:00:00Z,TOR,15.0,4,2,2,0
PAL1011,2011-01-02T00:00:00Z,TOR,17.0,0,0,0,0
PAL1011,2011-01-02T00:00:00Z,TOR,20.0,19,8,11,2
PAL1011,2011-01-02T00:00:00Z,TOR,21.0,0,0,0,0
PAL1011,2011-01-02T00:00:00Z,TOR,22.0,0,0,0,0
PAL1011,2011-01-02T00:00:00Z,TOR,23.0,0,0,0,0
PAL1011,2011-01-02T00:00:00Z,TOR,23.1,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,CHR,1.0,4,4,0,0
PAL1112,2012-01-04T00:00:00Z,CHR,2.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,CHR,3.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,CHR,4.1,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,CHR,5.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,CHR,6.0,8,7,1,0
PAL1112,2012-01-04T00:00:00Z,CHR,7.1,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,CHR,7.2,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,CHR,8.0,15,13,2,3
PAL1112,2012-01-04T00:00:00Z,CHR,9.1,9,5,4,0
PAL1112,2012-01-04T00:00:00Z,CHR,10.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,COR,1.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,COR,2.0,7,3,4,0
PAL1112,2012-01-04T00:00:00Z,COR,3.0,9,3,6,1
PAL1112,2012-01-04T00:00:00Z,COR,4.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,COR,5.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,COR,5.1,18,9,9,2
PAL1112,2012-01-04T00:00:00Z,COR,6.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,HUM,1.1,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,HUM,1.2,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,HUM,1.3,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,HUM,2.1,6,3,3,0
PAL1112,2012-01-04T00:00:00Z,HUM,2.2,17,10,7,1
PAL1112,2012-01-04T00:00:00Z,HUM,3.0,26,7,19,0
PAL1112,2012-01-04T00:00:00Z,HUM,3.1,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,HUM,4.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,HUM,5.0,6,3,3,0
PAL1112,2012-01-04T00:00:00Z,LIT,1.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,LIT,2.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,LIT,4.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,LIT,5.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,LIT,6.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,LIT,7.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,LIT,8.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,LIT,9.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,TOR,1.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,TOR,2.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,TOR,3.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,TOR,4.0,4,3,1,0
PAL1112,2012-01-04T00:00:00Z,TOR,5.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,TOR,12.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,TOR,13.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,TOR,15.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,TOR,17.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,TOR,20.0,14,5,9,0
PAL1112,2012-01-04T00:00:00Z,TOR,21.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,TOR,22.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,TOR,23.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,TOR,23.1,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,CHR,1.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,CHR,2.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,CHR,3.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,CHR,4.1,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,CHR,5.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,CHR,6.0,3,3,0,0
PAL1213,2013-01-11T00:00:00Z,CHR,7.1,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,CHR,7.2,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,CHR,8.0,11,6,5,0
PAL1213,2013-01-11T00:00:00Z,CHR,9.1,6,4,2,0
PAL1213,2013-01-11T00:00:00Z,CHR,10.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,COR,1.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,COR,2.0,12,2,10,0
PAL1213,2013-01-11T00:00:00Z,COR,3.0,9,7,2,0
PAL1213,2013-01-11T00:00:00Z,COR,4.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,COR,5.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,COR,5.1,18,9,9,0
PAL1213,2013-01-11T00:00:00Z,COR,6.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,HUM,1.1,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,HUM,1.2,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,HUM,1.3,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,HUM,2.1,14,5,9,0
PAL1213,2013-01-11T00:00:00Z,HUM,2.2,19,6,13,0
PAL1213,2013-01-11T00:00:00Z,HUM,3.0,24,8,16,0
PAL1213,2013-01-11T00:00:00Z,HUM,3.1,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,HUM,4.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,HUM,5.0,6,2,4,0
PAL1213,2013-01-11T00:00:00Z,LIT,1.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,LIT,2.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,LIT,4.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,LIT,5.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,LIT,6.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,LIT,7.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,LIT,8.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,LIT,9.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,TOR,1.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,TOR,2.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,TOR,3.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,TOR,4.0,1,1,0,0
PAL1213,2013-01-11T00:00:00Z,TOR,5.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,TOR,12.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,TOR,13.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,TOR,15.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,TOR,17.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,TOR,20.0,13,4,7,0
PAL1213,2013-01-11T00:00:00Z,TOR,21.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,TOR,22.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,TOR,23.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,TOR,23.1,0,0,0,0
PAL1314,2014-01-13T00:00:00Z,CHR,1.0,0,0,0,0
PAL1314,2014-01-13T00:00:00Z,CHR,2.0,0,0,0,0
PAL1314,2014-01-13T00:00:00Z,CHR,3.0,0,0,0,0
PAL1314,2014-01-13T00:00:00Z,CHR,3.1,0,0,0,0
PAL1314,2014-01-13T00:00:00Z,CHR,4.1,0,0,0,0
PAL1314,2014-01-13T00:00:00Z,CHR,5.0,0,0,0,0
PAL1314,2014-01-13T00:00:00Z,CHR,6.0,0,0,0,0
PAL1314,2014-01-13T00:00:00Z,CHR,7.1,0,0,0,0
PAL1314,2014-01-13T00:00:00Z,CHR,7.2,0,0,0,0
PAL1314,2014-01-13T00:00:00Z,CHR,8.0,0,0,0,0
PAL1314,2014-01-13T00:00:00Z,CHR,9.1,0,0,0,0
PAL1314,2014-01-13T00:00:00Z,CHR,10.0,0,0,0,0
PAL1314,2014-01-13T00:00:00Z,COR,1.0,0,0,0,0
PAL1314,2014-01-13T00:00:00Z,COR,2.0,11,6,5,0
PAL1314,2014-01-13T00:00:00Z,COR,3.0,10,7,3,0
PAL1314,2014-01-13T00:00:00Z,COR,4.0,0,0,0,0
PAL1314,2014-01-13T00:00:00Z,COR,5.0,0,0,0,0
PAL1314,2014-01-13T00:00:00Z,COR,5.1,8,1,7,0
PAL1314,2014-01-13T00:00:00Z,COR,6.0,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,HUM,1.1,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,HUM,1.2,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,HUM,1.3,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,HUM,2.1,11,6,5,0
PAL1314,2014-01-15T00:00:00Z,HUM,2.2,22,7,15,0
PAL1314,2014-01-15T00:00:00Z,HUM,3.0,32,15,17,0
PAL1314,2014-01-15T00:00:00Z,HUM,4.0,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,HUM,5.0,8,4,4,0
PAL1314,2014-01-15T00:00:00Z,LIT,1.0,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,LIT,2.0,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,LIT,4.0,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,LIT,5.0,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,LIT,6.0,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,LIT,7.0,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,LIT,8.0,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,LIT,9.0,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,TOR,1.0,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,TOR,2.0,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,TOR,3.0,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,TOR,4.0,0,0,0,0
