study_name,time,island_name,colony_code,num_nests,num_nests_with_one_chick,num_nests_with_two_chicks,num_nests_with_eggs
,UTC,,,,,,
PAL9899,1999-01-06T00:00:00Z,TOR,1.0,27,13,14,0
PAL9899,1999-01-06T00:00:00Z,TOR,2.0,0,0,0,0
PAL9899,1999-01-06T00:00:00Z,TOR,3.0,0,0,0,0
PAL9899,1999-01-06T00:00:00Z,TOR,4.0,91,45,36,0
PAL9899,1999-01-06T00:00:00Z,TOR,5.0,16,8,8,0
PAL9899,1999-01-06T00:00:00Z,TOR,12.0,100,35,65,0
PAL9899,1999-01-06T00:00:00Z,TOR,13.0,100,39,61,0
PAL9899,1999-01-06T00:00:00Z,TOR,15.0,78,21,57,0
PAL9899,1999-01-06T00:00:00Z,TOR,17.0,2,1,1,0
PAL9899,1999-01-06T00:00:00Z,TOR,20.0,94,32,62,0
PAL9899,1999-01-06T00:00:00Z,TOR,21.0,23,12,11,0
PAL9899,1999-01-06T00:00:00Z,TOR,22.0,7,4,3,0
PAL9899,1999-01-06T00:00:00Z,TOR,23.0,100,50,50,0
PAL9899,1999-01-06T00:00:00Z,TOR,23.1,1,1,0,0
PAL9900,2000-01-05T00:00:00Z,HUM,1.1,0,0,0,0
PAL9900,2000-01-05T00:00:00Z,HUM,1.2,0,0,0,0
PAL9900,2000-01-05T00:00:00Z,HUM,1.3,0,0,0,0
PAL9900,2000-01-05T00:00:00Z,HUM,2.1,68,19,49,0
PAL9900,2000-01-05T00:00:00Z,HUM,2.2,44,16,28,0
PAL9900,2000-01-05T00:00:00Z,HUM,3.0,109,43,66,0
PAL9900,2000-01-05T00:00:00Z,HUM,3.1,0,0,0,0
PAL9900,2000-01-05T00:00:00Z,HUM,4.0,51,19,32,0
PAL9900,2000-01-05T00:00:00Z,HUM,5.0,98,35,63,0
PAL9900,2000-01-05T00:00:00Z,TOR,1.0,20,16,4,2
PAL9900,2000-01-05T00:00:00Z,TOR,2.0,0,0,0,0
PAL9900,2000-01-05T00:00:00Z,TOR,3.0,0,0,0,0
PAL9900,2000-01-05T00:00:00Z,TOR,4.0,78,40,38,1
PAL9900,2000-01-05T00:00:00Z,TOR,5.0,22,10,12,0
PAL9900,2000-01-05T00:00:00Z,TOR,12.0,100,31,69,2
PAL9900,2000-01-05T00:00:00Z,TOR,13.0,79,35,44,2
PAL9900,2000-01-05T00:00:00Z,TOR,15.0,103,31,72,1
PAL9900,2000-01-05T00:00:00Z,TOR,17.0,1,1,0,0
PAL9900,2000-01-05T00:00:00Z,TOR,20.0,80,35,45,2
PAL9900,2000-01-05T00:00:00Z,TOR,21.0,3,2,1,0
PAL9900,2000-01-05T00:00:00Z,TOR,22.0,0,0,0,0
PAL9900,2000-01-05T00:00:00Z,TOR,23.0,73,29,44,3
PAL9900,2000-01-05T00:00:00Z,TOR,23.1,0,0,0,0
PAL9900,2000-01-08T00:00:00Z,LIT,1.0,1,0,1,0
PAL9900,2000-01-08T00:00:00Z,LIT,2.0,7,4,3,0
PAL9900,2000-01-08T00:00:00Z,LIT,4.0,1,1,0,0
PAL9900,2000-01-08T00:00:00Z,LIT,5.0,24,15,9,0
PAL9900,2000-01-08T00:00:00Z,LIT,6.0,34,18,16,0
PAL9900,2000-01-08T00:00:00Z,LIT,7.0,23,14,9,0
PAL9900,2000-01-08T00:00:00Z,LIT,8.0,85,38,47,0
PAL9900,2000-01-08T00:00:00Z,LIT,9.0,15,8,7,0
PAL9900,2000-01-10T00:00:00Z,CHR,1.0,120,53,67,0
PAL9900,2000-01-10T00:00:00Z,CHR,2.0,27,11,17,0
PAL9900,2000-01-10T00:00:00Z,CHR,3.0,45,30,15,0
PAL9900,2000-01-10T00:00:00Z,CHR,3.1,21,12,9,0
PAL9900,2000-01-10T00:00:00Z,CHR,4.1,1,0,1,0
PAL9900,2000-01-10T00:00:00Z,CHR,4.2,5,3,2,0
PAL9900,2000-01-10T00:00:00Z,CHR,5.0,29,11,18,0
PAL9900,2000-01-10T00:00:00Z,CHR,6.0,86,23,63,0
PAL9900,2000-01-10T00:00:00Z,CHR,7.1,13,6,7,0
PAL9900,2000-01-10T00:00:00Z,CHR,7.2,48,14,34,0
PAL9900,2000-01-10T00:00:00Z,CHR,8.0,109,33,76,0
PAL9900,2000-01-10T00:00:00Z,CHR,9.1,33,8,25,0
PAL9900,2000-01-10T00:00:00Z,CHR,10.0,2,1,1,0
PAL9900,2000-01-10T00:00:00Z,COR,1.0,0,0,0,0
PAL9900,2000-01-10T00:00:00Z,COR,2.0,60,18,42,0
PAL9900,2000-01-10T00:00:00Z,COR,3.0,42,17,25,0
PAL9900,2000-01-10T00:00:00Z,COR,4.0,0,0,0,0
PAL9900,2000-01-10T00:00:00Z,COR,5.0,100,43,57,0
PAL9900,2000-01-10T00:00:00Z,COR,5.1,83,34,49,2
PAL9900,2000-01-10T00:00:00Z,COR,6.0,25,13,12,1
PAL0001,2001-01-02T00:00:00Z,HUM,1.1,0,0,0,0
PAL0001,2001-01-02T00:00:00Z,HUM,1.2,0,0,0,0
PAL0001,2001-01-02T00:00:00Z,HUM,1.3,0,0,0,0
PAL0001,2001-01-02T00:00:00Z,HUM,2.1,72,16,56,0
PAL0001,2001-01-02T00:00:00Z,HUM,2.2,41,9,32,2
PAL0001,2001-01-02T00:00:00Z,HUM,3.0,100,27,73,2
PAL0001,2001-01-02T00:00:00Z,HUM,3.1,0,0,0,0
PAL0001,2001-01-02T00:00:00Z,HUM,4.0,66,19,47,1
PAL0001,2001-01-02T00:00:00Z,HUM,5.0,100,25,75,4
PAL0001,2001-01-03T00:00:00Z,LIT,1.0,0,0,0,0
PAL0001,2001-01-03T00:00:00Z,LIT,2.0,0,0,0,0
PAL0001,2001-01-03T00:00:00Z,LIT,4.0,0,0,0,1
PAL0001,2001-01-03T00:00:00Z,LIT,5.0,17,9,8,1
PAL0001,2001-01-03T00:00:00Z,LIT,6.0,26,12,14,1
PAL0001,2001-01-03T00:00:00Z,LIT,7.0,22,15,7,0
PAL0001,2001-01-03T00:00:00Z,LIT,8.0,80,39,41,1
PAL0001,2001-01-03T00:00:00Z,LIT,9.0,16,10,6,0
PAL0001,2001-01-04T00:00:00Z,CHR,1.0,100,35,65,1
PAL0001,2001-01-04T00:00:00Z,CHR,2.0,32,14,18,2
PAL0001,2001-01-04T00:00:00Z,CHR,3.0,41,13,28,2
PAL0001,2001-01-04T00:00:00Z,CHR,3.1,21,8,13,1
PAL0001,2001-01-04T00:00:00Z,CHR,4.1,0,0,0,0
PAL0001,2001-01-04T00:00:00Z,CHR,4.2,3,2,1,1
PAL0001,2001-01-04T00:00:00Z,CHR,5.0,29,9,20,0
PAL0001,2001-01-04T00:00:00Z,CHR,6.0,78,30,48,1
PAL0001,2001-01-04T00:00:00Z,CHR,7.1,11,3,8,0
PAL0001,2001-01-04T00:00:00Z,CHR,7.2,48,19,29,1
PAL0001,2001-01-04T00:00:00Z,CHR,8.0,100,26,74,3
PAL0001,2001-01-04T00:00:00Z,CHR,9.1,36,9,27,0
PAL0001,2001-01-04T00:00:00Z,CHR,10.0,2,0,2,0
PAL0001,2001-01-04T00:00:00Z,TOR,1.0,29,13,16,2
PAL0001,2001-01-04T00:00:00Z,TOR,2.0,0,0,0,0
PAL0001,2001-01-04T00:00:00Z,TOR,3.0,0,0,0,0
PAL0001,2001-01-04T00:00:00Z,TOR,4.0,77,27,50,5
PAL0001,2001-01-04T00:00:00Z,TOR,5.0,27,8,19,1
PAL0001,2001-01-04T00:00:00Z,TOR,12.0,102,36,66,0
PAL0001,2001-01-04T00:00:00Z,TOR,13.0,90,35,55,3
PAL0001,2001-01-04T00:00:00Z,TOR,15.0,86,28,58,1
PAL0001,2001-01-04T00:00:00Z,TOR,17.0,0,0,0,0
PAL0001,2001-01-04T00:00:00Z,TOR,20.0,104,36,68,0
PAL0001,2001-01-04T00:00:00Z,TOR,21.0,0,0,0,0
PAL0001,2001-01-04T00:00:00Z,TOR,22.0,0,0,0,0
PAL0001,2001-01-04T00:00:00Z,TOR,23.0,81,48,33,4
PAL0001,2001-01-04T00:00:00Z,TOR,23.1,0,0,0,0
PAL0001,2001-01-10T00:00:00Z,COR,1.0,0,0,0,0
PAL0001,2001-01-10T00:00:00Z,COR,2.0,59,10,49,2
PAL0001,2001-01-10T00:00:00Z,COR,3.0,38,16,22,0
PAL0001,2001-01-10T00:00:00Z,COR,4.0,0,0,0,0
PAL0001,2001-01-10T00:00:00Z,COR,5.0,100,32,68,0
PAL0001,2001-01-10T00:00:00Z,COR,5.1,90,30,60,0
PAL0001,2001-01-10T00:00:00Z,COR,6.0,17,8,9,2
PAL0102,2002-01-09T00:00:00Z,HUM,1.1,0,0,0,0
PAL0102,2002-01-09T00:00:00Z,HUM,1.2,0,0,0,0
PAL0102,2002-01-09T00:00:00Z,HUM,1.3,0,0,0,0
PAL0102,2002-01-09T00:00:00Z,HUM,2.1,15,7,8,1
PAL0102,2002-01-09T00:00:00Z,HUM,2.2,25,13,12,5
PAL0102,2002-01-09T00:00:00Z,HUM,3.0,89,46,43,0
PAL0102,2002-01-09T00:00:00Z,HUM,3.1,0,0,0,0
PAL0102,2002-01-09T00:00:00Z,HUM,4.0,23,13,10,1
PAL0102,2002-01-09T00:00:00Z,HUM,5.0,42,28,14,0
PAL0102,2002-01-09T00:00:00Z,TOR,1.0,12,8,4,0
PAL0102,2002-01-09T00:00:00Z,TOR,2.0,0,0,0,0
PAL0102,2002-01-09T00:00:00Z,TOR,3.0,0,0,0,0
PAL0102,2002-01-09T00:00:00Z,TOR,4.0,22,14,8,0
PAL0102,2002-01-09T00:00:00Z,TOR,5.0,15,7,8,1
PAL0102,2002-01-09T00:00:00Z,TOR,12.0,28,19,9,4
PAL0102,2002-01-09T00:00:00Z,TOR,13.0,33,25,8,2
PAL0102,2002-01-09T00:00:00Z,TOR,15.0,42,19,23,0
PAL0102,2002-01-09T00:00:00Z,TOR,17.0,0,0,0,0
PAL0102,2002-01-09T00:00:00Z,TOR,20.0,26,23,3,0
PAL0102,2002-01-09T00:00:00Z,TOR,21.0,0,0,0,0
PAL0102,2002-01-09T00:00:00Z,TOR,22.0,0,0,0,0
PAL0102,2002-01-09T00:00:00Z,TOR,23.0,20,16,4,0
PAL0102,2002-01-09T00:00:00Z,TOR,23.1,0,0,0,0
PAL0102,2002-01-13T00:00:00Z,CHR,1.0,35,18,17,0
PAL0102,2002-01-13T00:00:00Z,CHR,2.0,9,1,8,0
PAL0102,2002-01-13T00:00:00Z,CHR,3.0,19,9,10,0
PAL0102,2002-01-13T00:00:00Z,CHR,3.1,3,0,3,0
PAL0102,2002-01-13T00:00:00Z,CHR,4.1,0,0,0,0
PAL0102,2002-01-13T00:00:00Z,CHR,4.2,0,0,0,0
PAL0102,2002-01-13T00:00:00Z,CHR,5.0,15,10,5,0
PAL0102,2002-01-13T00:00:00Z,CHR,6.0,41,11,30,0
PAL0102,2002-01-13T00:00:00Z,CHR,7.1,0,0,0,0
PAL0102,2002-01-13T00:00:00Z,CHR,7.2,0,0,0,0
PAL0102,2002-01-13T00:00:00Z,CHR,8.0,47,20,27,0
PAL0102,2002-01-13T00:00:00Z,CHR,9.1,20,18,2,0
PAL0102,2002-01-13T00:00:00Z,CHR,10.0,0,0,0,0
PAL0102,2002-01-13T00:00:00Z,COR,1.0,0,0,0,0
PAL0102,2002-01-13T00:00:00Z,COR,2.0,25,12,13,0
PAL0102,2002-01-13T00:00:00Z,COR,3.0,17,8,9,0
PAL0102,2002-01-13T00:00:00Z,COR,4.0,0,0,0,0
PAL0102,2002-01-13T00:00:00Z,COR,5.0,38,26,12,0
PAL0102,2002-01-13T00:00:00Z,COR,5.1,42,24,18,0
PAL0102,2002-01-13T00:00:00Z,COR,6.0,0,0,0,0
PAL0102,2002-01-15T00:00:00Z,LIT,1.0,0,0,0,0
PAL0102,2002-01-15T00:00:00Z,LIT,2.0,0,0,0,0
PAL0102,2002-01-15T00:00:00Z,LIT,4.0,0,0,0,0
PAL0102,2002-01-15T00:00:00Z,LIT,5.0,0,0,0,0
PAL0102,2002-01-15T00:00:00Z,LIT,6.0,0,0,0,0
PAL0102,2002-01-15T00:00:00Z,LIT,7.0,0,0,0,0
PAL0102,2002-01-15T00:00:00Z,LIT,8.0,0,0,0,1
PAL0102,2002-01-15T00:00:00Z,LIT,9.0,0,0,0,1
PAL0203,2003-01-07T00:00:00Z,HUM,1.1,0,0,0,0
PAL0203,2003-01-07T00:00:00Z,HUM,1.2,0,0,0,0
PAL0203,2003-01-07T00:00:00Z,HUM,1.3,0,0,0,0
PAL0203,2003-01-07T00:00:00Z,HUM,2.1,37,16,21,0
PAL0203,2003-01-07T00:00:00Z,HUM,2.2,35,10,25,0
PAL0203,2003-01-07T00:00:00Z,HUM,3.0,103,28,75,0
PAL0203,2003-01-07T00:00:00Z,HUM,3.1,0,0,0,0
PAL0203,2003-01-07T00:00:00Z,HUM,4.0,31,12,19,0
PAL0203,2003-01-07T00:00:00Z,HUM,5.0,95,26,69,0
PAL0203,2003-01-11T00:00:00Z,CHR,1.0,53,23,30,0
PAL0203,2003-01-11T00:00:00Z,CHR,2.0,18,11,7,0
PAL0203,2003-01-11T00:00:00Z,CHR,3.0,29,9,20,0
PAL0203,2003-01-11T00:00:00Z,CHR,3.1,7,5,2,0
PAL0203,2003-01-11T00:00:00Z,CHR,4.1,0,0,0,0
PAL0203,2003-01-11T00:00:00Z,CHR,4.2,1,1,0,0
PAL0203,2003-01-11T00:00:00Z,CHR,5.0,14,6,8,0
PAL0203,2003-01-11T00:00:00Z,CHR,6.0,56,21,35,0
PAL0203,2003-01-11T00:00:00Z,CHR,7.1,3,3,0,0
PAL0203,2003-01-11T00:00:00Z,CHR,7.2,29,17,12,0
PAL0203,2003-01-11T00:00:00Z,CHR,8.0,66,21,45,0
PAL0203,2003-01-11T00:00:00Z,CHR,9.1,26,13,13,0
PAL0203,2003-01-11T00:00:00Z,CHR,10.0,0,0,0,0
PAL0203,2003-01-11T00:00:00Z,COR,1.0,0,0,0,0
PAL0203,2003-01-11T00:00:00Z,COR,2.0,41,13,28,0
PAL0203,2003-01-11T00:00:00Z,COR,3.0,26,6,20,0
PAL0203,2003-01-11T00:00:00Z,COR,4.0,0,0,0,0
PAL0203,2003-01-11T00:00:00Z,COR,5.0,96,38,58,0
PAL0203,2003-01-11T00:00:00Z,COR,5.1,62,21,41,0
PAL0203,2003-01-11T00:00:00Z,COR,6.0,4,4,0,0
PAL0203,2003-01-11T00:00:00Z,LIT,1.0,0,0,0,0
PAL0203,2003-01-11T00:00:00Z,LIT,2.0,0,0,0,0
PAL0203,2003-01-11T00:00:00Z,LIT,4.0,0,0,0,0
PAL0203,2003-01-11T00:00:00Z,LIT,5.0,0,0,0,0
PAL0203,2003-01-11T00:00:00Z,LIT,6.0,0,0,0,0
PAL0203,2003-01-11T00:00:00Z,LIT,7.0,0,0,0,0
PAL0203,2003-01-11T00:00:00Z,LIT,8.0,4,4,0,0
PAL0203,2003-01-11T00:00:00Z,LIT,9.0,0,0,0,0
PAL0203,2003-01-11T00:00:00Z,TOR,1.0,8,6,2,0
PAL0203,2003-01-11T00:00:00Z,TOR,2.0,0,0,0,0
PAL0203,2003-01-11T00:00:00Z,TOR,3.0,0,0,0,0
PAL0203,2003-01-11T00:00:00Z,TOR,4.0,43,13,30,0
PAL0203,2003-01-11T00:00:00Z,TOR,5.0,26,12,14,0
PAL0203,2003-01-11T00:00:00Z,TOR,12.0,52,19,33,0
PAL0203,2003-01-11T00:00:00Z,TOR,13.0,35,17,18,0
PAL0203,2003-01-11T00:00:00Z,TOR,15.0,63,22,41,0
PAL0203,2003-01-11T00:00:00Z,TOR,17.0,0,0,0,0
PAL0203,2003-01-11T00:00:00Z,TOR,20.0,62,23,39,0
PAL0203,2003-01-11T00:00:00Z,TOR,21.0,0,0,0,0
PAL0203,2003-01-11T00:00:00Z,TOR,22.0,0,0,0,0
PAL0203,2003-01-11T00:00:00Z,TOR,23.0,40,17,23,0
PAL0203,2003-01-11T00:00:00Z,TOR,23.1,0,0,0,0
PAL0304,2004-01-09T00:00:00Z,CHR,3.0,28,16,12,0
PAL0304,2004-01-09T00:00:00Z,CHR,3.1,6,5,1,0
PAL0304,2004-01-09T00:00:00Z,CHR,4.1,0,0,0,0
PAL0304,2004-01-09T00:00:00Z,CHR,4.2,0,0,0,0
PAL0304,2004-01-09T00:00:00Z,CHR,5.0,13,5,8,0
PAL0304,2004-01-09T00:00:00Z,CHR,6.0,73,23,50,0
PAL0304,2004-01-09T00:00:00Z,CHR,7.1,33,11,22,0
PAL0304,2004-01-09T00:00:00Z,CHR,7.2,0,0,0,0
PAL0304,2004-01-09T00:00:00Z,CHR,8.0,63,24,39,0
PAL0304,2004-01-09T00:00:00Z,CHR,9.1,30,13,17,0
PAL0304,2004-01-09T00:00:00Z,CHR,10.0,0,0,0,0
PAL0304,2004-01-09T00:00:00Z,HUM,1.1,0,0,0,0
PAL0304,2004-01-09T00:00:00Z,HUM,1.2,0,0,0,0
PAL0304,2004-01-09T00:00:00Z,HUM,1.3,0,0,0,0
PAL0304,2004-01-09T00:00:00Z,HUM,2.1,34,8,26,0
PAL0304,2004-01-09T00:00:00Z,HUM,2.2,36,15,21,0
PAL0304,2004-01-09T00:00:00Z,HUM,3.0,103,30,73,3
PAL0304,2004-01-09T00:00:00Z,HUM,3.1,0,0,0,0
PAL0304,2004-01-09T00:00:00Z,HUM,4.0,23,9,14,2
PAL0304,2004-01-09T00:00:00Z,HUM,5.0,73,28,45,0
PAL0304,2004-01-09T00:00:00Z,LIT,1.0,0,0,0,0
PAL0304,2004-01-09T00:00:00Z,LIT,2.0,0,0,0,0
PAL0304,2004-01-09T00:00:00Z,LIT,4.0,0,0,0,0
PAL0304,2004-01-09T00:00:00Z,LIT,5.0,0,0,0,0
PAL0304,2004-01-09T00:00:00Z,LIT,6.0,0,0,0,0
PAL0304,2004-01-09T00:00:00Z,LIT,7.0,0,0,0,0
PAL0304,2004-01-09T00:00:00Z,LIT,8.0,20,12,8,1
PAL0304,2004-01-09T00:00:00Z,LIT,9.0,0,0,0,0
PAL0304,2004-01-09T00:00:00Z,TOR,1.0,5,1,4,1
PAL0304,2004-01-09T00:00:00Z,TOR,2.0,0,0,0,0
PAL0304,2004-01-09T00:00:00Z,TOR,3.0,0,0,0,0
PAL0304,2004-01-09T00:00:00Z,TOR,4.0,46,21,25,2
PAL0304,2004-01-09T00:00:00Z,TOR,5.0,27,8,19,0
PAL0304,2004-01-09T00:00:00Z,TOR,12.0,42,19,23,0
PAL0304,2004-01-09T00:00:00Z,TOR,13.0,22,10,12,0
PAL0304,2004-01-09T00:00:00Z,TOR,15.0,69,31,38,0
PAL0304,2004-01-09T00:00:00Z,TOR,17.0,0,0,0,0
PAL0304,2004-01-09T00:00:00Z,TOR,20.0,63,19,44,0
PAL0304,2004-01-09T00:00:00Z,TOR,21.0,0,0,0,0
PAL0304,2004-01-09T00:00:00Z,TOR,22.0,0,0,0,0
PAL0304,2004-01-09T00:00:00Z,TOR,23.0,33,19,14,0
PAL0304,2004-01-09T00:00:00Z,TOR,23.1,0,0,0,0
PAL0304,2004-01-10T00:00:00Z,CHR,1.0,16,11,5,0
PAL0304,2004-01-10T00:00:00Z,CHR,2.0,60,24,36,0
PAL0304,2004-01-10T00:00:00Z,COR,1.0,0,0,0,0
PAL0304,2004-01-10T00:00:00Z,COR,2.0,39,26,13,1
PAL0304,2004-01-10T00:00:00Z,COR,3.0,21,12,9,0
PAL0304,2004-01-10T00:00:00Z,COR,4.0,0,0,0,0
PAL0304,2004-01-10T00:00:00Z,COR,5.0,85,40,45,0
PAL0304,2004-01-10T00:00:00Z,COR,5.1,52,20,32,1
PAL0304,2004-01-10T00:00:00Z,COR,6.0,0,0,0,0
PAL0405,2005-01-11T00:00:00Z,LIT,1.0,0,0,0,0
PAL0405,2005-01-11T00:00:00Z,LIT,2.0,0,0,0,0
PAL0405,2005-01-11T00:00:00Z,LIT,4.0,0,0,0,0
PAL0405,2005-01-11T00:00:00Z,LIT,5.0,0,0,0,0
PAL0405,2005-01-11T00:00:00Z,LIT,6.0,0,0,0,0
PAL0405,2005-01-11T00:00:00Z,LIT,7.0,0,0,0,0
PAL0405,2005-01-11T00:00:00Z,LIT,8.0,11,7,4,0
PAL0405,2005-01-11T00:00:00Z,LIT,9.0,0,0,0,0
PAL0405,2005-01-12T00:00:00Z,CHR,1.0,21,15,6,1
PAL0405,2005-01-12T00:00:00Z,CHR,2.0,0,0,0,0
PAL0405,2005-01-12T00:00:00Z,CHR,3.0,23,9,14,0
PAL0405,2005-01-12T00:00:00Z,CHR,3.1,0,0,0,0
PAL0405,2005-01-12T00:00:00Z,CHR,4.1,0,0,0,0
PAL0405,2005-01-12T00:00:00Z,CHR,4.2,0,0,0,0
PAL0405,2005-01-12T00:00:00Z,CHR,5.0,5,3,2,0
PAL0405,2005-01-12T00:00:00Z,CHR,6.0,56,16,40,0
PAL0405,2005-01-12T00:00:00Z,CHR,7.1,0,0,0,0
PAL0405,2005-01-12T00:00:00Z,CHR,7.2,24,9,15,0
PAL0405,2005-01-12T00:00:00Z,CHR,8.0,58,20,38,1
PAL0405,2005-01-12T00:00:00Z,CHR,9.1,33,23,10,0
PAL0405,2005-01-12T00:00:00Z,CHR,10.0,0,0,0,0
PAL0405,2005-01-12T00:00:00Z,COR,1.0,0,0,0,0
PAL0405,2005-01-12T00:00:00Z,COR,2.0,37,17,20,0
PAL0405,2005-01-12T00:00:00Z,COR,3.0,28,12,16,0
PAL0405,2005-01-12T00:00:00Z,COR,4.0,0,0,0,0
PAL0405,2005-01-12T00:00:00Z,COR,5.0,33,14,19,0
PAL0405,2005-01-12T00:00:00Z,COR,5.1,51,24,27,0
PAL0405,2005-01-12T00:00:00Z,COR,6.0,0,0,0,0
PAL0405,2005-01-12T00:00:00Z,HUM,1.1,0,0,0,0
PAL0405,2005-01-12T00:00:00Z,HUM,1.2,0,0,0,0
PAL0405,2005-01-12T00:00:00Z,HUM,1.3,0,0,0,0
PAL0405,2005-01-12T00:00:00Z,HUM,2.1,26,10,16,1
PAL0405,2005-01-12T00:00:00Z,HUM,2.2,32,16,16,2
PAL0405,2005-01-12T00:00:00Z,HUM,3.0,94,63,31,0
PAL0405,2005-01-12T00:00:00Z,HUM,3.1,0,0,0,0
PAL0405,2005-01-12T00:00:00Z,HUM,4.0,15,5,10,1
PAL0405,2005-01-12T00:00:00Z,HUM,5.0,42,11,31,2
PAL0405,2005-01-12T00:00:00Z,TOR,1.0,1,1,0,0
PAL0405,2005-01-12T00:00:00Z,TOR,2.0,0,0,0,0
PAL0405,2005-01-12T00:00:00Z,TOR,3.0,0,0,0,0
PAL0405,2005-01-12T00:00:00Z,TOR,4.0,32,10,22,0
PAL0405,2005-01-12T00:00:00Z,TOR,5.0,17,8,9,0
PAL0405,2005-01-12T00:00:00Z,TOR,12.0,16,7,9,0
PAL0405,2005-01-12T00:00:00Z,TOR,13.0,13,6,7,0
PAL0405,2005-01-12T00:00:00Z,TOR,15.0,50,17,33,1
PAL0405,2005-01-12T00:00:00Z,TOR,17.0,0,0,0,0
PAL0405,2005-01-12T00:00:00Z,TOR,20.0,51,18,33,2
PAL0405,2005-01-12T00:00:00Z,TOR,21.0,0,0,0,0
PAL0405,2005-01-12T00:00:00Z,TOR,22.0,0,0,0,0
PAL0405,2005-01-12T00:00:00Z,TOR,23.0,9,6,3,0
PAL0405,2005-01-12T00:00:00Z,TOR,23.1,0,0,0,0
PAL0506,2006-01-08T00:00:00Z,CHR,1.0,17,8,9,1
PAL0506,2006-01-08T00:00:00Z,CHR,2.0,0,0,0,0
PAL0506,2006-01-08T00:00:00Z,CHR,3.0,24,13,11,0
PAL0506,2006-01-08T00:00:00Z,CHR,3.1,0,0,0,0
PAL0506,2006-01-08T00:00:00Z,CHR,4.1,0,0,0,0
PAL0506,2006-01-08T00:00:00Z,CHR,4.2,0,0,0,0
PAL0506,2006-01-08T00:00:00Z,CHR,5.0,7,7,0,0
PAL0506,2006-01-08T00:00:00Z,CHR,6.0,54,20,34,0
PAL0506,2006-01-08T00:00:00Z,CHR,7.1,14,6,8,0
PAL0506,2006-01-08T00:00:00Z,CHR,7.2,0,0,0,0
PAL0506,2006-01-08T00:00:00Z,CHR,8.0,60,28,32,0
PAL0506,2006-01-08T00:00:00Z,CHR,9.1,23,12,11,0
PAL0506,2006-01-08T00:00:00Z,CHR,10.0,0,0,0,0
PAL0506,2006-01-08T00:00:00Z,COR,1.0,0,0,0,0
PAL0506,2006-01-08T00:00:00Z,COR,2.0,33,10,23,0
PAL0506,2006-01-08T00:00:00Z,COR,3.0,25,9,16,0
PAL0506,2006-01-08T00:00:00Z,COR,4.0,0,0,0,0
PAL0506,2006-01-08T00:00:00Z,COR,5.0,17,7,10,0
PAL0506,2006-01-08T00:00:00Z,COR,5.1,40,11,29,0
PAL0506,2006-01-08T00:00:00Z,COR,6.0,0,0,0,0
PAL0506,2006-01-08T00:00:00Z,HUM,1.1,0,0,0,0
PAL0506,2006-01-08T00:00:00Z,HUM,1.2,0,0,0,0
PAL0506,2006-01-08T00:00:00Z,HUM,1.3,0,0,0,0
PAL0506,2006-01-08T00:00:00Z,HUM,2.1,28,13,15,2
PAL0506,2006-01-08T00:00:00Z,HUM,2.2,30,12,18,2
PAL0506,2006-01-08T00:00:00Z,HUM,3.0,57,14,43,1
PAL0506,2006-01-08T00:00:00Z,HUM,3.1,0,0,0,0
PAL0506,2006-01-08T00:00:00Z,HUM,4.0,10,5,5,0
PAL0506,2006-01-08T00:00:00Z,HUM,5.0,43,10,33,1
PAL0506,2006-01-08T00:00:00Z,LIT,1.0,0,0,0,0
PAL0506,2006-01-08T00:00:00Z,LIT,2.0,0,0,0,0
PAL0506,2006-01-08T00:00:00Z,LIT,4.0,0,0,0,0
PAL0506,2006-01-08T00:00:00Z,LIT,5.0,0,0,0,0
PAL0506,2006-01-08T00:00:00Z,LIT,6.0,0,0,0,0
PAL0506,2006-01-08T00:00:00Z,LIT,7.0,0,0,0,0
PAL0506,2006-01-08T00:00:00Z,LIT,8.0,5,4,1,1
PAL0506,2006-01-08T00:00:00Z,LIT,9.0,0,0,0,0
PAL0506,2006-01-08T00:00:00Z,TOR,1.0,0,0,0,0
PAL0506,2006-01-08T00:00:00Z,TOR,2.0,0,0,0,0
PAL0506,2006-01-08T00:00:00Z,TOR,3.0,0,0,0,0
PAL0506,2006-01-08T00:00:00Z,TOR,4.0,15,6,9,0
PAL0506,2006-01-08T00:00:00Z,TOR,5.0,17,5,12,0
PAL0506,2006-01-08T00:00:00Z,TOR,12.0,5,3,2,1
PAL0506,2006-01-08T00:00:00Z,TOR,13.0,2,2,0,0
PAL0506,2006-01-08T00:00:00Z,TOR,15.0,38,22,16,0
PAL0506,2006-01-08T00:00:00Z,TOR,17.0,0,0,0,0
PAL0506,2006-01-08T00:00:00Z,TOR,20.0,37,16,21,0
PAL0506,2006-01-08T00:00:00Z,TOR,21.0,0,0,0,0
PAL0506,2006-01-08T00:00:00Z,TOR,22.0,0,0,0,0
PAL0506,2006-01-08T00:00:00Z,TOR,23.0,0,0,0,0
PAL0506,2006-01-08T00:00:00Z,TOR,23.1,0,0,0,0
PAL0607,2007-01-04T00:00:00Z,HUM,1.1,0,0,0,0
PAL0607,2007-01-04T00:00:00Z,HUM,1.2,0,0,0,0
PAL0607,2007-01-04T00:00:00Z,HUM,1.3,0,0,0,0
PAL0607,2007-01-04T00:00:00Z,HUM,2.1,20,7,13,1
PAL0607,2007-01-04T00:00:00Z,HUM,2.2,28,11,17,1
PAL0607,2007-01-04T00:00:00Z,HUM,3.0,84,17,67,2
